,,,,,,,,,,,,,,,,,,,,,,,,,,iShares New York Muni Bond ETF
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"508,437.74",0.09,"508,437.74","500,000.00",64972F7H3,US64972F7H31,-,101.51,United States,-,USD,2.18,3.9,1.0,"Jun 15, 2045",4.0,15.17,-,0.67,0.45,0.67,USD,"Jun 28, 2012","Jun 28, 2012"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"503,459.81",0.09,"503,459.81","310,000.00",64990GA85,US64990GA853,-,161.16,United States,-,USD,17.39,2.14,1.0,"Oct 01, 2050",5.0,18.08,-,2.14,18.08,2.14,USD,"Mar 19, 2020","Mar 19, 2020"
NEW YORK NY,Local Tax-Backed,Fixed Income,"498,129.00",0.09,"498,129.00","475,000.00",64966LB42,US64966LB422,-,102.79,United States,-,USD,0.57,0.22,1.0,"Aug 01, 2022",5.0,0.57,-,0.22,0.57,0.22,USD,"Mar 31, 2015","Mar 31, 2015"
SALES TAX ASSET RECEIVABLE COR,Prerefund/Escrow,Fixed Income,"497,964.52",0.09,"497,964.52","475,000.00",794665GC7,US794665GC79,-,103.78,United States,-,USD,0.78,0.2,1.0,"Oct 15, 2022",5.0,0.78,-,0.2,0.78,0.2,USD,"Oct 15, 2014","Oct 15, 2014"
PORT AUTH N Y & N J,Transportation,Fixed Income,"495,354.82",0.09,"495,354.82","415,000.00",733580YM0,US733580YM00,-,117.57,United States,-,USD,3.51,2.3,1.0,"Mar 01, 2028",5.38,3.52,-,2.3,3.52,2.3,USD,"Mar 01, 1993","Mar 01, 1993"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"493,133.64",0.09,"493,133.64","430,000.00",59261AJ99,US59261AJ991,-,114.17,United States,-,USD,11.31,3.15,1.0,"Nov 15, 2045",4.0,15.64,-,2.23,7.54,2.23,USD,"Nov 13, 2020","Nov 13, 2020"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"492,651.50",0.09,"492,651.50","460,000.00",64986DGB5,US64986DGB55,-,106.88,United States,-,USD,1.42,0.26,1.0,"Jun 15, 2023",5.0,1.42,-,0.26,1.42,0.26,USD,"Aug 02, 2018","Aug 02, 2018"
HUDSON YDS INFRASTRUCTURE CORP,Local Tax-Backed,Fixed Income,"490,621.32",0.09,"490,621.32","400,000.00",44420RAQ3,US44420RAQ39,-,120.77,United States,-,USD,5.11,1.87,1.0,"Feb 15, 2029",5.0,6.04,-,0.85,4.55,0.85,USD,"May 30, 2017","May 30, 2017"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"481,690.30",0.09,"481,690.30","460,000.00",64972GAZ7,US64972GAZ72,-,104.49,United States,-,USD,2.92,4.7,1.0,"Jun 15, 2047",5.0,14.54,-,0.29,0.94,0.29,USD,"Dec 13, 2012","Dec 13, 2012"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"475,840.33",0.09,"475,840.33","400,000.00",650035U55,US650035U558,-,117.49,United States,-,USD,5.03,2.83,1.0,"Mar 15, 2031",5.0,7.45,-,0.77,3.82,0.77,USD,"Mar 17, 2016","Mar 17, 2016"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"474,275.61",0.09,"474,275.61","300,000.00",64990CQE4,US64990CQE48,-,156.84,United States,-,USD,16.18,2.12,1.0,"Oct 01, 2047",5.0,16.76,-,2.12,16.76,2.12,USD,"Mar 01, 2017","Mar 01, 2017"
UTILITY DEBT SECURITIZATION AU,Utility,Fixed Income,"469,761.45",0.09,"469,761.45","400,000.00",91802RBN8,US91802RBN89,-,117.22,United States,-,USD,5.32,3.25,1.0,"Dec 15, 2033",5.0,9.08,-,0.59,3.65,0.59,USD,"Oct 27, 2015","Oct 27, 2015"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"463,776.61",0.08,"463,776.61","400,000.00",64966MXK0,US64966MXK07,-,114.61,United States,-,USD,8.98,2.99,1.0,"Mar 01, 2041",4.0,13.62,-,1.51,5.47,1.51,USD,"Mar 13, 2018","Mar 13, 2018"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"462,683.75",0.08,"462,683.75","400,000.00",64971XAK4,US64971XAK46,-,114.0,United States,-,USD,8.82,3.1,1.0,"Aug 01, 2043",4.0,14.7,-,1.38,4.99,1.38,USD,"Aug 17, 2017","Aug 17, 2017"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"460,976.37",0.08,"460,976.37","400,000.00",64990EYK7,US64990EYK71,-,113.77,United States,-,USD,4.12,3.09,1.0,"Mar 15, 2030",5.0,6.74,-,0.65,2.97,0.65,USD,"Jan 14, 2015","Jan 14, 2015"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"458,627.03",0.08,"458,627.03","365,000.00",64986DGQ2,US64986DGQ25,-,125.43,United States,-,USD,7.44,2.73,1.0,"Jun 15, 2035",5.0,10.22,-,0.93,5.67,0.93,USD,"Aug 02, 2018","Aug 02, 2018"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"457,929.10",0.08,"457,929.10","420,000.00",64972GRZ9,US64972GRZ99,-,108.85,United States,-,USD,2.37,0.37,1.0,"Jun 15, 2024",4.0,2.36,-,0.37,2.36,0.37,USD,"Aug 21, 2018","Aug 21, 2018"
LONG IS PWR AUTH N Y ELEC SYS,Utility,Fixed Income,"455,603.39",0.08,"455,603.39","400,000.00",542691CB4,US542691CB42,-,112.23,United States,-,USD,2.51,0.38,1.0,"Sep 01, 2024",5.0,2.5,-,0.38,2.5,0.38,USD,"Sep 26, 2019","Sep 26, 2019"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"454,916.47",0.08,"454,916.47","400,000.00",64990EW29,US64990EW290,-,112.55,United States,-,USD,3.88,1.49,1.0,"Mar 15, 2027",4.0,4.7,-,0.57,3.45,0.57,USD,"Sep 11, 2015","Sep 11, 2015"
PORT AUTH N Y & N J,Transportation,Fixed Income,"452,552.43",0.08,"452,552.43","400,000.00",73358WTD6,US73358WTD64,-,111.47,United States,-,USD,4.75,3.96,1.0,"Sep 01, 2036",5.0,10.45,-,0.65,2.49,0.65,USD,"Aug 21, 2014","Aug 21, 2014"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"450,596.09",0.08,"450,596.09","440,000.00",64990EFJ1,US64990EFJ10,-,100.94,United States,-,USD,0.75,4.9,1.0,"Mar 15, 2034",5.0,8.95,-,0.44,0.21,0.44,USD,"Jul 26, 2012","Jul 26, 2012"
UTILITY DEBT SECURITIZATION AU,Utility,Fixed Income,"445,118.48",0.08,"445,118.48","375,000.00",91802RCH0,US91802RCH03,-,118.48,United States,-,USD,6.19,3.33,1.0,"Dec 15, 2035",5.0,10.23,-,0.77,4.07,0.77,USD,"Apr 07, 2016","Apr 07, 2016"
NEW YORK N Y CITY TRANSITIONAL,State Tax-Backed,Fixed Income,"445,157.44",0.08,"445,157.44","380,000.00",64972HK76,US64972HK767,-,115.3,United States,-,USD,9.79,3.1,1.0,"Jul 15, 2046",4.0,16.0,-,1.53,5.74,1.53,USD,"Mar 22, 2018","Mar 22, 2018"
LONG IS PWR AUTH N Y ELEC SYS,Utility,Fixed Income,"444,987.61",0.08,"444,987.61","425,000.00",542691FC9,US542691FC97,-,103.04,United States,-,USD,1.97,4.72,1.0,"Sep 01, 2037",5.0,10.32,-,0.43,0.65,0.43,USD,"Jul 16, 2012","Jul 16, 2012"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"438,093.49",0.08,"438,093.49","400,000.00",64966LRJ2,US64966LRJ25,-,107.44,United States,-,USD,1.51,0.29,1.0,"Aug 01, 2023",5.0,1.51,-,0.29,1.51,0.29,USD,"Sep 04, 2014","Sep 04, 2014"
TRIBOROUGH BRDG & TUNL AUTH N,Prerefund/Escrow,Fixed Income,"436,156.25",0.08,"436,156.25","425,000.00",896029S89,US896029S898,-,100.0,United States,-,USD,0.02,0.0,1.0,"Jan 01, 2022",5.25,0.0,-,0.0,0.0,0.0,USD,"Nov 01, 1997","Nov 19, 1997"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"435,721.96",0.08,"435,721.96","400,000.00",59259YV97,US59259YV974,-,108.29,United States,-,USD,5.16,4.42,1.0,"Nov 15, 2044",5.0,13.17,-,1.43,2.24,1.43,USD,"Apr 17, 2014","Apr 17, 2014"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"435,121.69",0.08,"435,121.69","400,000.00",64971Q8V8,US64971Q8V80,-,107.95,United States,-,USD,4.07,4.41,1.0,"Nov 01, 2042",5.0,12.38,-,0.63,1.76,0.63,USD,"Nov 13, 2013","Nov 13, 2013"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"434,496.03",0.08,"434,496.03","415,000.00",89602NZJ6,US89602NZJ61,-,104.06,United States,-,USD,1.32,4.21,1.0,"Nov 15, 2027",5.0,5.04,-,0.34,0.86,0.34,USD,"Aug 23, 2012","Aug 23, 2012"
ERIE CNTY N Y FISCAL STABILITY,Local Tax-Backed,Fixed Income,"431,970.16",0.08,"431,970.16","350,000.00",29508RKW5,US29508RKW50,-,121.75,United States,-,USD,7.55,3.36,1.0,"Sep 01, 2039",5.0,12.16,-,1.04,4.98,1.04,USD,"Sep 14, 2017","Sep 14, 2017"
PORT AUTH N Y & N J,Transportation,Fixed Income,"431,131.67",0.08,"431,131.67","400,000.00",73358WSF2,US73358WSF22,-,107.61,United States,-,USD,5.66,3.45,1.0,"Dec 15, 2040",4.0,13.44,-,0.86,2.35,0.86,USD,"Jun 15, 2014","Jun 15, 2014"
NEW YORK ST DORM AUTH SALES TA,State Tax-Backed,Fixed Income,"425,433.76",0.08,"425,433.76","350,000.00",64990AGP4,US64990AGP49,-,120.08,United States,-,USD,7.49,3.55,1.0,"Mar 15, 2041",5.0,12.81,-,1.03,4.63,1.03,USD,"Jul 27, 2017","Jul 27, 2017"
NEW YORK ST DORM AUTH REVS NON,School Districts,Fixed Income,"418,783.00",0.08,"418,783.00","400,000.00",649907AW2,US649907AW26,-,103.45,United States,-,USD,0.98,4.19,1.0,"Oct 01, 2026",5.0,4.16,-,0.39,0.74,0.39,USD,"Oct 31, 2012","Oct 31, 2012"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"413,312.55",0.08,"413,312.55","400,000.00",64972GBA1,US64972GBA13,-,103.15,United States,-,USD,3.59,3.81,1.0,"Jun 15, 2047",4.0,16.02,-,0.69,0.94,0.69,USD,"Dec 13, 2012","Dec 13, 2012"
NASSAU CNTY N Y INTERIM FIN AU,Local Tax-Backed,Fixed Income,"411,586.18",0.08,"411,586.18","305,000.00",631663QX2,US631663QX29,-,134.31,United States,-,USD,8.46,1.78,1.0,"Nov 15, 2033",5.0,9.41,-,1.13,7.8,1.13,USD,"Feb 17, 2021","Feb 17, 2021"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"409,762.09",0.07,"409,762.09","400,000.00",650035ZK7,US650035ZK73,-,100.97,United States,-,USD,0.2,0.28,1.0,"Mar 15, 2022",5.0,0.21,-,0.28,0.21,0.28,USD,"Mar 19, 2013","Mar 19, 2013"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"409,754.01",0.07,"409,754.01","400,000.00",650035W53,US650035W539,-,100.97,United States,-,USD,0.2,0.29,1.0,"Mar 15, 2022",5.0,0.21,-,0.29,0.21,0.29,USD,"Mar 17, 2016","Mar 17, 2016"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"409,363.54",0.07,"409,363.54","350,000.00",650035R59,US650035R596,-,115.49,United States,-,USD,5.48,3.52,1.0,"Mar 15, 2035",5.0,9.79,-,0.75,3.4,0.75,USD,"Dec 17, 2015","Dec 17, 2015"
WESTCHESTER CNTY N Y,Local Tax-Backed,Fixed Income,"408,132.45",0.07,"408,132.45","365,000.00",95736UT46,US95736UT466,-,109.32,United States,-,USD,1.89,0.32,1.0,"Jan 01, 2024",5.0,1.89,-,0.32,1.89,0.32,USD,"Apr 19, 2016","Apr 19, 2016"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"407,153.27",0.07,"407,153.27","300,000.00",64985HK48,US64985HK488,-,135.41,United States,-,USD,7.98,1.11,1.0,"Aug 15, 2031",5.0,8.0,-,1.11,8.0,1.11,USD,"Dec 09, 2021","Dec 09, 2021"
NEW YORK ST URBAN DEV CORP REV,State Tax-Backed,Fixed Income,"405,564.19",0.07,"405,564.19","350,000.00",650035W87,US650035W877,-,114.4,United States,-,USD,2.98,0.47,1.0,"Mar 15, 2025",5.0,2.97,-,0.47,2.97,0.47,USD,"Mar 17, 2016","Mar 17, 2016"
HUDSON YDS INFRASTRUCTURE CORP,Local Tax-Backed,Fixed Income,"402,112.35",0.07,"402,112.35","375,000.00",44420RAD2,US44420RAD26,-,105.34,United States,-,USD,1.09,0.23,1.0,"Feb 15, 2023",5.0,1.09,-,0.23,1.09,0.23,USD,"May 30, 2017","May 30, 2017"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"399,869.05",0.07,"399,869.05","350,000.00",59259Y5W5,US59259Y5W59,-,113.61,United States,-,USD,5.67,3.66,1.0,"Nov 15, 2034",5.0,9.64,-,1.38,3.55,1.38,USD,"Aug 18, 2015","Aug 18, 2015"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"398,343.09",0.07,"398,343.09","350,000.00",59261AD53,US59261AD531,-,113.3,United States,-,USD,11.25,3.22,1.0,"Nov 15, 2046",4.0,16.23,-,2.25,7.17,2.25,USD,"Jan 16, 2020","Jan 16, 2020"
NEW YORK ST,Prerefund/Escrow,Fixed Income,"396,739.44",0.07,"396,739.44","370,000.00",649791HM5,US649791HM53,-,105.56,United States,-,USD,1.13,0.22,1.0,"Mar 01, 2023",5.0,1.13,-,0.22,1.13,0.22,USD,"Mar 19, 2013","Mar 19, 2013"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"396,427.46",0.07,"396,427.46","325,000.00",89602N7P3,US89602N7P39,-,121.34,United States,-,USD,6.82,3.1,1.0,"Nov 15, 2035",5.0,10.34,-,0.92,4.8,0.92,USD,"Jan 19, 2017","Jan 19, 2017"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"395,530.74",0.07,"395,530.74","355,000.00",64990EMQ7,US64990EMQ79,-,109.53,United States,-,USD,2.34,2.55,1.0,"Feb 15, 2026",5.0,3.68,-,0.48,2.01,0.48,USD,"Mar 21, 2014","Mar 21, 2014"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"393,813.17",0.07,"393,813.17","370,000.00",64972GRF3,US64972GRF36,-,106.21,United States,-,USD,3.77,4.58,1.0,"Jun 15, 2047",5.0,14.64,-,0.7,1.42,0.7,USD,"Mar 01, 2013","Mar 01, 2013"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"392,294.59",0.07,"392,294.59","340,000.00",64990EYH4,US64990EYH43,-,113.91,United States,-,USD,3.62,2.56,1.0,"Mar 15, 2028",5.0,5.33,-,0.61,2.97,0.61,USD,"Jan 14, 2015","Jan 14, 2015"
NEW YORK ST TWY AUTH GEN REV,Transportation,Fixed Income,"390,641.91",0.07,"390,641.91","340,000.00",650009G56,US650009G560,-,112.39,United States,-,USD,4.13,3.52,1.0,"Jan 01, 2032",5.0,7.81,-,0.81,2.76,0.81,USD,"Dec 17, 2014","Dec 17, 2014"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"390,593.68",0.07,"390,593.68","350,000.00",64966LLP4,US64966LLP49,-,109.51,United States,-,USD,2.38,2.77,1.0,"Aug 01, 2026",5.0,4.04,-,0.41,1.97,0.41,USD,"Mar 25, 2014","Mar 25, 2014"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"388,003.98",0.07,"388,003.98","350,000.00",59261AFR3,US59261AFR32,-,110.35,United States,-,USD,7.3,3.12,1.0,"Nov 15, 2036",4.0,11.32,-,1.77,4.44,1.77,USD,"Jun 30, 2016","Jun 30, 2016"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"386,330.93",0.07,"386,330.93","340,000.00",64971WGD6,US64971WGD65,-,111.54,United States,-,USD,3.71,3.57,1.0,"Aug 01, 2031",5.0,7.57,-,0.5,2.41,0.5,USD,"Aug 01, 2014","Aug 01, 2014"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"384,023.63",0.07,"384,023.63","375,000.00",64986AU74,US64986AU746,-,102.18,United States,-,USD,0.45,0.2,1.0,"Jun 15, 2022",5.0,0.46,-,0.2,0.46,0.2,USD,"May 31, 2012","May 31, 2012"
BATTERY PK CITY AUTH N Y REV,Local Tax-Backed,Fixed Income,"382,603.20",0.07,"382,603.20","365,000.00",07133AHC9,US07133AHC99,-,103.99,United States,-,USD,0.82,0.21,1.0,"Nov 01, 2022",5.0,0.82,-,0.21,0.82,0.21,USD,"Oct 23, 2013","Oct 23, 2013"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"381,332.33",0.07,"381,332.33","350,000.00",64971Q8J5,US64971Q8J52,-,108.12,United States,-,USD,3.88,4.32,1.0,"Nov 01, 2038",5.0,11.01,-,0.54,1.76,0.54,USD,"Nov 13, 2013","Nov 13, 2013"
NEW YORK ST DORM AUTH SALES TA,State Tax-Backed,Fixed Income,"378,145.36",0.07,"378,145.36","340,000.00",64990ABY0,US64990ABY01,-,109.75,United States,-,USD,3.41,3.84,1.0,"Mar 15, 2032",5.0,7.97,-,0.55,2.09,0.55,USD,"Oct 23, 2014","Oct 23, 2014"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"376,957.28",0.07,"376,957.28","445,000.00",89602NF82,US89602NF827,-,84.71,United States,-,USD,8.83,1.88,1.0,"Nov 15, 2030",0.0,8.71,-,1.88,8.71,1.88,USD,"Jan 29, 2013","Jan 29, 2013"
METROPOLITAN TRANSN AUTH N Y R,Transportation,Fixed Income,"375,697.24",0.07,"375,697.24","350,000.00",59259YR43,US59259YR436,-,106.7,United States,-,USD,4.41,4.53,1.0,"Nov 15, 2044",5.0,13.07,-,1.36,1.79,1.36,USD,"Feb 28, 2014","Feb 28, 2014"
NEW YORK ST DORM AUTH SALES TA,State Tax-Backed,Fixed Income,"375,650.02",0.07,"375,650.02","300,000.00",64990AHN8,US64990AHN81,-,123.74,United States,-,USD,6.68,2.55,1.0,"Mar 15, 2033",5.0,8.79,-,1.04,5.41,1.04,USD,"Mar 23, 2018","Mar 23, 2018"
NEW YORK N Y,Prerefund/Escrow,Fixed Income,"375,294.07",0.07,"375,294.07","350,000.00",64966KQT3,US64966KQT33,-,105.56,United States,-,USD,1.13,0.22,1.0,"Mar 01, 2023",5.0,1.13,-,0.22,1.13,0.22,USD,"Mar 19, 2013","Mar 19, 2013"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"369,302.54",0.07,"369,302.54","315,000.00",64990EW37,US64990EW373,-,115.77,United States,-,USD,4.26,2.59,1.0,"Mar 15, 2029",5.0,6.07,-,0.68,3.4,0.68,USD,"Sep 11, 2015","Sep 11, 2015"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"369,020.51",0.07,"369,020.51","325,000.00",64971WGF1,US64971WGF14,-,111.46,United States,-,USD,3.95,3.77,1.0,"Aug 01, 2033",5.0,8.76,-,0.53,2.41,0.53,USD,"Aug 01, 2014","Aug 01, 2014"
NEW YORK N Y CITY MUN WTR FIN,Utility,Fixed Income,"368,626.45",0.07,"368,626.45","300,000.00",64972GRD8,US64972GRD87,-,122.65,United States,-,USD,7.49,3.34,1.0,"Jun 15, 2040",5.0,12.69,-,1.06,5.27,1.06,USD,"Apr 18, 2018","Apr 18, 2018"
YONKERS N Y,Local Tax-Backed,Fixed Income,"366,127.20",0.07,"366,127.20","335,000.00",986082YQ2,US986082YQ29,-,108.04,United States,-,USD,1.68,0.38,1.0,"Oct 01, 2023",5.0,1.68,-,0.38,1.68,0.38,USD,"Sep 06, 2017","Sep 06, 2017"
TRIBOROUGH BRDG & TUNL AUTH N Y RE,Prerefund/Escrow,Fixed Income,"358,750.00",0.07,"358,750.00","350,000.00",89602NWS9,US89602NWS97,-,100.0,United States,-,USD,0.02,0.0,1.0,"Jan 01, 2022",5.0,0.0,-,0.0,0.0,0.0,USD,"Oct 13, 2011","Oct 13, 2011"
YONKERS N Y,Local Tax-Backed,Fixed Income,"358,526.49",0.07,"358,526.49","280,000.00",986082B20,US986082B209,-,127.21,United States,-,USD,7.59,2.26,1.0,"May 01, 2033",5.0,8.96,-,1.33,6.66,1.33,USD,"Nov 21, 2019","Nov 21, 2019"
NEW YORK N Y CITY TRANSITIONAL,State Tax-Backed,Fixed Income,"356,437.39",0.07,"356,437.39","340,000.00",64972HUH3,US64972HUH38,-,102.53,United States,-,USD,1.11,4.69,1.0,"Jul 15, 2032",5.0,7.98,-,0.3,0.53,0.3,USD,"Jul 19, 2012","Jul 19, 2012"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"355,650.14",0.07,"355,650.14","325,000.00",64971XMR6,US64971XMR60,-,108.6,United States,-,USD,1.77,0.29,1.0,"Nov 01, 2023",5.0,1.76,-,0.29,1.76,0.29,USD,"Dec 19, 2019","Dec 19, 2019"
NEW YORK N Y CITY MUN WTR FIN,Prerefund/Escrow,Fixed Income,"353,249.99",0.06,"353,249.99","330,000.00",64972GRE6,US64972GRE60,-,106.82,United States,-,USD,1.42,0.3,1.0,"Jun 15, 2023",5.0,1.42,-,0.3,1.42,0.3,USD,"Mar 01, 2013","Mar 01, 2013"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"353,277.49",0.06,"353,277.49","225,000.00",64990BZK2,US64990BZK24,-,155.76,United States,-,USD,15.78,2.1,1.0,"Oct 01, 2046",5.0,16.31,-,2.1,16.31,2.1,USD,"Apr 27, 2016","Apr 27, 2016"
NEW YORK ST URBAN DEV CORP REVENUE,State Tax-Backed,Fixed Income,"352,164.73",0.06,"352,164.73","285,000.00",6500356L7,US6500356L71,-,122.09,United States,-,USD,4.64,0.67,1.0,"Mar 15, 2027",5.0,4.64,-,0.67,4.64,0.67,USD,"Dec 21, 2017","Dec 21, 2017"
LONG IS PWR AUTH N Y ELEC SYS,Prerefund/Escrow,Fixed Income,"351,303.57",0.06,"351,303.57","335,000.00",542691DS6,US542691DS67,-,103.2,United States,-,USD,0.66,0.19,1.0,"Sep 01, 2022",5.0,0.65,-,0.19,0.65,0.19,USD,"Jul 16, 2012","Jul 16, 2012"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"346,762.04",0.06,"346,762.04","325,000.00",64971Q6R9,US64971Q6R96,-,105.86,United States,-,USD,3.41,4.55,1.0,"May 01, 2042",5.0,12.25,-,0.58,1.29,0.58,USD,"Jun 20, 2013","Jun 20, 2013"
METROPOLITAN TRANSN AUTH N Y R,Prerefund/Escrow,Fixed Income,"342,442.46",0.06,"342,442.46","320,000.00",59261AUV7,US59261AUV78,-,106.37,United States,-,USD,1.33,0.34,1.0,"May 15, 2023",5.0,1.33,-,0.34,1.33,0.34,USD,"Jan 24, 2013","Jan 24, 2013"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"337,168.86",0.06,"337,168.86","315,000.00",64986A2C4,US64986A2C40,-,106.82,United States,-,USD,2.42,4.04,1.0,"Jun 15, 2030",5.0,6.9,-,0.3,1.42,0.3,USD,"Jul 11, 2013","Jul 11, 2013"
SALES TAX ASSET RECEIVABLE COR,Prerefund/Escrow,Fixed Income,"328,389.86",0.06,"328,389.86","300,000.00",794665FZ7,US794665FZ73,-,108.41,United States,-,USD,1.72,0.28,1.0,"Oct 15, 2023",5.0,1.72,-,0.28,1.72,0.28,USD,"Oct 15, 2014","Oct 15, 2014"
NEW YORK ST,Prerefund/Escrow,Fixed Income,"321,680.63",0.06,"321,680.63","300,000.00",649791HK9,US649791HK97,-,105.56,United States,-,USD,1.13,0.22,1.0,"Mar 01, 2023",5.0,1.13,-,0.22,1.13,0.22,USD,"Mar 19, 2013","Mar 19, 2013"
LONG IS PWR AUTH N Y ELEC SYS,Utility,Fixed Income,"317,347.22",0.06,"317,347.22","250,000.00",542691BU3,US542691BU32,-,125.27,United States,-,USD,8.03,3.05,1.0,"Sep 01, 2038",5.0,11.78,-,1.06,5.76,1.06,USD,"Oct 30, 2018","Oct 30, 2018"
UTILITY DEBT SECURITIZATION AU,Utility,Fixed Income,"314,987.15",0.06,"314,987.15","255,000.00",91802REM7,US91802REM79,-,123.3,United States,-,USD,7.8,3.38,1.0,"Dec 15, 2041",5.0,12.36,-,0.96,5.28,0.96,USD,"Nov 21, 2017","Nov 21, 2017"
NEW YORK ST ENVIRONMENTAL FACS,Utility,Fixed Income,"312,647.98",0.06,"312,647.98","280,000.00",64985HUB1,US64985HUB13,-,110.19,United States,-,USD,2.09,0.36,1.0,"Mar 15, 2024",5.0,2.09,-,0.36,2.09,0.36,USD,"Aug 20, 2015","Aug 20, 2015"
NEW YORK ST,State Tax-Backed,Fixed Income,"312,431.27",0.06,"312,431.27","305,000.00",649791KK5,US649791KK50,-,100.96,United States,-,USD,0.2,0.3,1.0,"Mar 15, 2022",5.0,0.21,-,0.3,0.21,0.3,USD,"Mar 19, 2015","Mar 19, 2015"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"310,980.43",0.06,"310,980.43","255,000.00",64990BZH9,US64990BZH94,-,120.7,United States,-,USD,4.28,0.58,1.0,"Oct 01, 2026",5.0,4.28,-,0.58,4.28,0.58,USD,"Apr 27, 2016","Apr 27, 2016"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"310,318.09",0.06,"310,318.09","290,000.00",89602NE83,US89602NE838,-,106.37,United States,-,USD,1.46,2.68,1.0,"Nov 15, 2024",5.0,2.67,-,0.34,1.33,0.34,USD,"Jan 29, 2013","Jan 29, 2013"
NEW YORK ST TWY AUTH GEN REV,Prerefund/Escrow,Fixed Income,"307,500.00",0.06,"307,500.00","300,000.00",650009ZA4,US650009ZA44,-,100.0,United States,-,USD,0.02,0.0,1.0,"Jan 01, 2022",5.0,0.0,-,0.0,0.0,0.0,USD,"Jul 11, 2012","Jul 11, 2012"
SUFFOLK CNTY N Y WTR AUTH WTRW,Utility,Fixed Income,"307,423.18",0.06,"307,423.18","275,000.00",864784EB5,US864784EB53,-,111.37,United States,-,USD,2.31,0.27,1.0,"Jun 01, 2024",5.0,2.3,-,0.27,2.3,0.27,USD,"Oct 23, 2014","Oct 23, 2014"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"307,318.38",0.06,"307,318.38","300,000.00",64990EHA8,US64990EHA82,-,100.55,United States,-,USD,0.13,0.48,1.0,"Feb 15, 2023",5.0,0.12,-,0.48,0.12,0.48,USD,"Oct 18, 2012","Oct 18, 2012"
TRIBOROUGH BRDG & TUNL AUTH N,Transportation,Fixed Income,"304,652.25",0.06,"304,652.25","250,000.00",89602N7S7,US89602N7S77,-,121.22,United States,-,USD,7.23,3.34,1.0,"Nov 15, 2038",5.0,11.87,-,0.94,4.8,0.94,USD,"Jan 19, 2017","Jan 19, 2017"
NEW YORK ST DORM AUTH REVS NON,Education,Fixed Income,"302,692.88",0.06,"302,692.88","250,000.00",64990CJB8,US64990CJB81,-,118.58,United States,-,USD,7.46,3.82,1.0,"Jul 01, 2046",5.0,13.97,-,1.16,4.42,1.16,USD,"Nov 17, 2016","Nov 17, 2016"
