,,,,,,,,,,,,,,,,,,,,,,,,,,iShares Short-Term National Muni Bond ETF
SALES TAX ASSET RECEIVABLE COR,Prerefund/Escrow,Fixed Income,"5,287,076.69",0.08,"5,287,076.69","4,830,000.00",794665FZ7,US794665FZ73,-,108.41,United States,-,USD,1.72,0.28,1.0,"Oct 15, 2023",5.0,1.72,-,0.28,1.72,0.28,USD,"Oct 15, 2014","Oct 15, 2014"
UNIVERSITY TEX UNIV REVS,Education,Fixed Income,"5,284,779.38",0.08,"5,284,779.38","4,335,000.00",91514AGQ2,US91514AGQ22,-,120.02,United States,-,USD,4.16,0.6,1.0,"Aug 15, 2026",5.0,4.15,-,0.6,4.15,0.6,USD,"Jan 04, 2017","Dec 15, 2016"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"5,277,513.22",0.08,"5,277,513.22","5,030,000.00",54466HGA8,US54466HGA86,-,102.42,United States,-,USD,0.49,0.15,1.0,"Jul 01, 2022",5.0,0.49,-,0.15,0.49,0.15,USD,"Oct 31, 2017","Oct 31, 2017"
MINNESOTA PUB FACS AUTH ST REV,Utility,Fixed Income,"5,270,676.23",0.08,"5,270,676.23","5,145,000.00",604115CD5,US604115CD53,-,100.78,United States,-,USD,0.16,0.34,1.0,"Mar 01, 2022",5.0,0.17,-,0.34,0.17,0.34,USD,"Mar 03, 2016","Mar 03, 2016"
OREGON ST DEPT ADMINISTRATIVE,State Tax-Backed,Fixed Income,"5,266,902.15",0.08,"5,266,902.15","4,720,000.00",68607VJ30,US68607VJ305,-,110.34,United States,-,USD,2.14,0.38,1.0,"Apr 01, 2024",5.0,2.13,-,0.38,2.13,0.38,USD,"Jul 29, 2014","Jul 29, 2014"
GEORGIA ST RD & TWY AUTH REV,Transportation,Fixed Income,"5,265,983.61",0.08,"5,265,983.61","4,560,000.00",37358MEG2,US37358MEG24,-,115.07,United States,-,USD,3.19,0.54,1.0,"Jun 01, 2025",5.0,3.18,-,0.54,3.18,0.54,USD,"Dec 22, 2020","Dec 22, 2020"
FLORIDA ST BRD ED PUB ED,State Tax-Backed,Fixed Income,"5,265,453.10",0.08,"5,265,453.10","4,915,000.00",34153PY51,US34153PY518,-,106.71,United States,-,USD,1.38,0.25,1.0,"Jun 01, 2023",5.0,1.38,-,0.25,1.38,0.25,USD,"Mar 07, 2013","Mar 07, 2013"
MARYLAND ST,State Tax-Backed,Fixed Income,"5,253,933.11",0.08,"5,253,933.11","4,885,000.00",574193LE6,US574193LE69,-,105.89,United States,-,USD,1.53,0.27,1.0,"Aug 01, 2023",4.0,1.53,-,0.27,1.53,0.27,USD,"Mar 17, 2015","Mar 17, 2015"
TEXAS TRANSN COMMN ST HWY FD R,State Tax-Backed,Fixed Income,"5,249,467.80",0.08,"5,249,467.80","5,125,000.00",88283LJA5,US88283LJA52,-,101.18,United States,-,USD,0.25,0.28,1.0,"Apr 01, 2022",5.0,0.25,-,0.28,0.25,0.28,USD,"Apr 02, 2014","Apr 02, 2014"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"5,245,030.00",0.08,"5,245,030.00","5,000,000.00",797356BA9,US797356BA99,-,102.4,United States,-,USD,0.49,0.19,1.0,"Jul 01, 2022",5.0,0.49,-,0.19,0.49,0.19,USD,"Aug 27, 2020","Aug 27, 2020"
SAN ANTONIO TEX,Local Tax-Backed,Fixed Income,"5,243,758.17",0.08,"5,243,758.17","5,000,000.00",79623PHP3,US79623PHP36,-,102.79,United States,-,USD,0.57,0.21,1.0,"Aug 01, 2022",5.0,0.57,-,0.21,0.57,0.21,USD,"Sep 10, 2020","Aug 01, 2020"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"5,242,417.67",0.08,"5,242,417.67","5,000,000.00",64971XRG5,US64971XRG50,-,104.02,United States,-,USD,0.82,0.18,1.0,"Nov 01, 2022",5.0,0.82,-,0.18,0.82,0.18,USD,"Sep 01, 2020","Sep 01, 2020"
MISSOURI ST BRD PUB BLDGS SPL,State Tax-Backed,Fixed Income,"5,241,662.50",0.08,"5,241,662.50","5,000,000.00",606341LY9,US606341LY90,-,103.58,United States,-,USD,0.74,0.22,1.0,"Oct 01, 2022",5.0,0.74,-,0.22,0.74,0.22,USD,"Aug 25, 2020","Aug 25, 2020"
ILLINOIS ST,State Tax-Backed,Fixed Income,"5,235,681.00",0.08,"5,235,681.00","5,000,000.00",4521527K1,US4521527K17,-,103.46,United States,-,USD,0.74,0.37,1.0,"Oct 01, 2022",5.0,0.74,-,0.37,0.74,0.37,USD,"Oct 27, 2020","Oct 27, 2020"
UNIVERSITY TEX UNIV REVS,Education,Fixed Income,"5,232,511.17",0.08,"5,232,511.17","4,595,000.00",91514ADY8,US91514ADY82,-,111.99,United States,-,USD,2.45,0.4,1.0,"Aug 15, 2024",5.0,2.45,-,0.4,2.45,0.4,USD,"Jul 01, 2016","Jul 01, 2016"
UTAH ST,State Tax-Backed,Fixed Income,"5,229,720.69",0.08,"5,229,720.69","4,585,000.00",917542WY4,US917542WY46,-,111.56,United States,-,USD,2.33,0.35,1.0,"Jul 01, 2024",5.0,2.33,-,0.35,2.33,0.35,USD,"May 27, 2020","May 27, 2020"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"5,213,309.33",0.08,"5,213,309.33","4,970,000.00",5446465F5,US5446465F58,-,102.4,United States,-,USD,0.49,0.2,1.0,"Jul 01, 2022",5.0,0.49,-,0.2,0.49,0.2,USD,"May 25, 2017","May 25, 2017"
OHIO ST,State Tax-Backed,Fixed Income,"5,180,015.17",0.08,"5,180,015.17","4,940,000.00",677522CF9,US677522CF96,-,103.19,United States,-,USD,0.66,0.21,1.0,"Sep 01, 2022",5.0,0.65,-,0.21,0.65,0.21,USD,"Jan 29, 2015","Jan 29, 2015"
BAY AREA TOLL AUTH CALIF TOLL,Prerefund/Escrow,Fixed Income,"5,175,307.96",0.08,"5,175,307.96","4,810,000.00",072024TG7,US072024TG77,-,106.28,United States,-,USD,1.22,0.21,1.0,"Apr 01, 2023",5.25,1.21,-,0.21,1.21,0.21,USD,"Aug 06, 2013","Aug 06, 2013"
NEW YORK ST DORM AUTH ST PERS,Prerefund/Escrow,Fixed Income,"5,167,189.10",0.08,"5,167,189.10","4,450,000.00",64990E5N3,US64990E5N30,-,114.23,United States,-,USD,2.9,0.41,1.0,"Feb 15, 2025",5.0,2.89,-,0.41,2.89,0.41,USD,"Oct 20, 2016","Oct 20, 2016"
ILLINOIS ST,State Tax-Backed,Fixed Income,"5,148,332.28",0.08,"5,148,332.28","4,725,000.00",452152P70,US452152P700,-,108.13,United States,-,USD,1.76,0.54,1.0,"Nov 01, 2023",5.0,1.76,-,0.54,1.76,0.54,USD,"Nov 08, 2017","Nov 08, 2017"
NEW YORK ST DORM AUTH ST PERS,Prerefund/Escrow,Fixed Income,"5,140,902.58",0.08,"5,140,902.58","4,430,000.00",64990FKG8,US64990FKG80,-,114.58,United States,-,USD,2.98,0.42,1.0,"Mar 15, 2025",5.0,2.97,-,0.42,2.97,0.42,USD,"Jun 28, 2019","Jun 28, 2019"
FLORIDA ST TPK AUTH TPK REV,Transportation,Fixed Income,"5,137,464.43",0.08,"5,137,464.43","4,765,000.00",343137LM5,US343137LM50,-,107.09,United States,-,USD,1.46,0.26,1.0,"Jul 01, 2023",5.0,1.46,-,0.26,1.46,0.26,USD,"Nov 09, 2021","Nov 09, 2021"
TEXAS ST,State Tax-Backed,Fixed Income,"5,121,694.66",0.08,"5,121,694.66","4,680,000.00",882723SN0,US882723SN00,-,108.19,United States,-,USD,1.68,0.3,1.0,"Oct 01, 2023",5.0,1.68,-,0.3,1.68,0.3,USD,"Dec 18, 2014","Dec 18, 2014"
HARTFORD CNTY CONN MET DIST CL,Prerefund/Escrow,Fixed Income,"5,121,308.50",0.08,"5,121,308.50","5,000,000.00",416498AW3,US416498AW33,-,101.18,United States,-,USD,0.25,0.29,1.0,"Apr 01, 2022",5.0,0.25,-,0.29,0.25,0.29,USD,"Jun 19, 2013","Jun 19, 2013"
FLORIDA ST BRD ED PUB ED,State Tax-Backed,Fixed Income,"5,120,772.83",0.08,"5,120,772.83","5,000,000.00",34153QTX4,US34153QTX42,-,102.0,United States,-,USD,0.42,0.2,1.0,"Jun 01, 2022",5.0,0.42,-,0.2,0.42,0.2,USD,"Jul 09, 2020","Jul 09, 2020"
NEW YORK ST DORM AUTH ST PERS,Prerefund/Escrow,Fixed Income,"5,112,000.79",0.07,"5,112,000.79","4,575,000.00",64990EQB6,US64990EQB64,-,110.27,United States,-,USD,2.09,0.32,1.0,"Mar 15, 2024",5.0,2.09,-,0.32,2.09,0.32,USD,"Jul 08, 2014","Jul 08, 2014"
NEW JERSEY ST TRANSN TR FD AUT,State Tax-Backed,Fixed Income,"5,097,437.52",0.07,"5,097,437.52","4,510,000.00",6461366A4,US6461366A44,-,112.8,United States,-,USD,2.79,0.62,1.0,"Dec 15, 2024",5.0,2.78,-,0.62,2.78,0.62,USD,"Dec 18, 2019","Dec 18, 2019"
WASHINGTON ST,State Tax-Backed,Fixed Income,"5,095,388.89",0.07,"5,095,388.89","4,315,000.00",93974EHB5,US93974EHB56,-,115.59,United States,-,USD,3.2,0.5,1.0,"Jul 01, 2025",5.0,3.2,-,0.5,3.2,0.5,USD,"Apr 29, 2020","Apr 29, 2020"
NORTH TEX TWY AUTH REV,Transportation,Fixed Income,"5,084,522.21",0.07,"5,084,522.21","4,560,000.00",66285WSE7,US66285WSE74,-,109.0,United States,-,USD,2.2,2.61,1.0,"Jan 01, 2026",5.0,3.56,-,0.47,1.89,0.47,USD,"Jun 01, 2016","Jun 01, 2016"
FAIRFAX CNTY VA,Local Tax-Backed,Fixed Income,"5,083,828.54",0.07,"5,083,828.54","4,895,000.00",30382AKQ4,US30382AKQ49,-,102.86,United States,-,USD,0.75,0.19,1.0,"Oct 01, 2022",4.0,0.74,-,0.19,0.74,0.19,USD,"Feb 09, 2021","Feb 09, 2021"
FAIRFAX CNTY VA,Local Tax-Backed,Fixed Income,"5,076,181.11",0.07,"5,076,181.11","4,460,000.00",30382ACG5,US30382ACG58,-,112.57,United States,-,USD,2.58,0.4,1.0,"Oct 01, 2024",5.0,2.58,-,0.4,2.58,0.4,USD,"Nov 04, 2014","Nov 04, 2014"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"5,063,560.36",0.07,"5,063,560.36","4,450,000.00",13063DBK3,US13063DBK37,-,112.95,United States,-,USD,2.67,0.4,1.0,"Nov 01, 2024",5.0,2.66,-,0.4,2.66,0.4,USD,"Sep 12, 2017","Sep 12, 2017"
NEW JERSEY ST TRANSN TR FD AUT,Transportation,Fixed Income,"5,025,537.25",0.07,"5,025,537.25","4,530,000.00",6461363E9,US6461363E92,-,110.72,United States,-,USD,2.36,0.57,1.0,"Jun 15, 2024",5.0,2.35,-,0.57,2.35,0.57,USD,"Jul 25, 2018","Jul 25, 2018"
NEW YORK N Y,Local Tax-Backed,Fixed Income,"5,023,237.71",0.07,"5,023,237.71","4,790,000.00",64966LS69,US64966LS699,-,102.79,United States,-,USD,0.57,0.22,1.0,"Aug 01, 2022",5.0,0.57,-,0.22,0.57,0.22,USD,"Jun 18, 2015","Jun 18, 2015"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"5,012,877.32",0.07,"5,012,877.32","4,400,000.00",544646P55,US544646P552,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Jun 26, 2014","Jun 26, 2014"
MASSACHUSETTS ST,State Tax-Backed,Fixed Income,"5,011,931.25",0.07,"5,011,931.25","4,580,000.00",57582RQU3,US57582RQU31,-,108.6,United States,-,USD,1.77,0.29,1.0,"Nov 01, 2023",5.0,1.76,-,0.29,1.76,0.29,USD,"Oct 26, 2017","Oct 26, 2017"
UTAH ST,State Tax-Backed,Fixed Income,"4,993,447.90",0.07,"4,993,447.90","4,555,000.00",917542WX6,US917542WX62,-,107.13,United States,-,USD,1.43,0.24,1.0,"Jul 01, 2023",5.0,1.43,-,0.24,1.43,0.24,USD,"May 27, 2020","May 27, 2020"
NEW JERSEY ST,State Tax-Backed,Fixed Income,"4,987,050.65",0.07,"4,987,050.65","4,810,000.00",646039YV3,US646039YV34,-,103.51,United States,-,USD,2.37,0.53,1.0,"Jun 01, 2024",2.0,2.36,-,0.53,2.36,0.53,USD,"Apr 29, 2021","Apr 29, 2021"
MASSACHUSETTS ST,State Tax-Backed,Fixed Income,"4,982,300.17",0.07,"4,982,300.17","4,750,000.00",57582RJR8,US57582RJR84,-,102.39,United States,-,USD,0.49,0.21,1.0,"Jul 01, 2022",5.0,0.49,-,0.21,0.49,0.21,USD,"Jul 07, 2016","Jul 07, 2016"
TEXAS TRANSN COMMN,State Tax-Backed,Fixed Income,"4,974,133.50",0.07,"4,974,133.50","5,000,000.00",882830BJ0,US882830BJ05,-,99.32,United States,-,USD,5.09,0.81,1.0,"Apr 01, 2026",0.65,4.17,-,0.81,4.17,0.81,USD,"Oct 01, 2021","Dec 18, 2014"
GEORGIA ST RD & TWY AUTH REV,Transportation,Fixed Income,"4,966,095.96",0.07,"4,966,095.96","4,165,000.00",37358MEH0,US37358MEH07,-,118.82,United States,-,USD,4.03,0.67,1.0,"Jun 01, 2026",5.0,4.03,-,0.67,4.03,0.67,USD,"Dec 22, 2020","Dec 22, 2020"
DISTRICT COLUMBIA INCOME TAX R,Local Tax-Backed,Fixed Income,"4,943,247.96",0.07,"4,943,247.96","4,715,000.00",25477GSA4,US25477GSA49,-,103.59,United States,-,USD,0.74,0.21,1.0,"Oct 01, 2022",5.0,0.74,-,0.21,0.74,0.21,USD,"Mar 11, 2020","Mar 11, 2020"
CLARK CNTY NEV ARPT REV,Transportation,Fixed Income,"4,932,317.72",0.07,"4,932,317.72","4,505,000.00",18085PRE6,US18085PRE69,-,106.99,United States,-,USD,1.43,0.33,1.0,"Jul 01, 2023",5.0,1.43,-,0.33,1.43,0.33,USD,"Jul 01, 2019","Jul 01, 2019"
MASSACHUSETTS BAY TRANSN AUTH MASS,State Tax-Backed,Fixed Income,"4,919,391.27",0.07,"4,919,391.27","4,490,000.00",575579HA8,US575579HA86,-,107.06,United States,-,USD,1.43,0.28,1.0,"Jul 01, 2023",5.0,1.43,-,0.28,1.43,0.28,USD,"Mar 24, 2005","Mar 24, 2005"
METROPOLITAN COUNCIL MINN MINN,Local Tax-Backed,Fixed Income,"4,915,964.69",0.07,"4,915,964.69","4,495,000.00",591852Z27,US591852Z276,-,108.95,United States,-,USD,1.85,0.31,1.0,"Dec 01, 2023",5.0,1.85,-,0.31,1.85,0.31,USD,"May 05, 2021","May 05, 2021"
TEXAS ST,State Tax-Backed,Fixed Income,"4,885,585.47",0.07,"4,885,585.47","4,660,000.00",882723MW6,US882723MW62,-,103.59,United States,-,USD,0.74,0.21,1.0,"Oct 01, 2022",5.0,0.74,-,0.21,0.74,0.21,USD,"Jul 02, 2014","Jul 02, 2014"
ARIZONA ST TRANSN BRD EXCISE T,State Tax-Backed,Fixed Income,"4,846,553.50",0.07,"4,846,553.50","4,255,000.00",040649MC6,US040649MC62,-,111.4,United States,-,USD,2.33,0.41,1.0,"Jul 01, 2024",5.0,2.33,-,0.41,2.33,0.41,USD,"Dec 18, 2014","Dec 18, 2014"
LOUISIANA ST,State Tax-Backed,Fixed Income,"4,845,154.60",0.07,"4,845,154.60","4,110,000.00",5464152H2,US5464152H24,-,115.8,United States,-,USD,3.28,0.54,1.0,"Aug 01, 2025",5.0,3.28,-,0.54,3.28,0.54,USD,"Apr 28, 2016","Apr 28, 2016"
NEW YORK ST DORM AUTH ST PERS,State Tax-Backed,Fixed Income,"4,834,759.99",0.07,"4,834,759.99","4,335,000.00",64990EMP9,US64990EMP96,-,109.64,United States,-,USD,2.15,1.81,1.0,"Feb 15, 2025",5.0,2.86,-,0.43,2.01,0.43,USD,"Mar 21, 2014","Mar 21, 2014"
UNIVERSITY MASS BLDG AUTH REV,Education,Fixed Income,"4,822,632.33",0.07,"4,822,632.33","4,600,000.00",914437VM7,US914437VM79,-,104.01,United States,-,USD,0.82,0.19,1.0,"Nov 01, 2022",5.0,0.82,-,0.19,0.82,0.19,USD,"Mar 25, 2021","Mar 25, 2021"
WISCONSIN ST,State Tax-Backed,Fixed Income,"4,802,667.61",0.07,"4,802,667.61","4,305,000.00",97705MUR4,US97705MUR41,-,110.73,United States,-,USD,2.22,0.38,1.0,"May 01, 2024",5.0,2.22,-,0.38,2.22,0.38,USD,"Jun 24, 2021","Jun 24, 2021"
SOUTH CAROLINA ST,State Tax-Backed,Fixed Income,"4,794,124.14",0.07,"4,794,124.14","4,680,000.00",83710RSA6,US83710RSA67,-,101.19,United States,-,USD,0.25,0.24,1.0,"Apr 01, 2022",5.0,0.25,-,0.24,0.25,0.24,USD,"Aug 24, 2017","Aug 24, 2017"
NEW JERSEY ECONOMIC DEV AUTH R,State Tax-Backed,Fixed Income,"4,787,982.44",0.07,"4,787,982.44","4,675,000.00",645918U84,US645918U843,-,100.75,United States,-,USD,0.16,0.49,1.0,"Mar 01, 2022",5.0,0.17,-,0.49,0.17,0.49,USD,"Jan 31, 2013","Jan 31, 2013"
CENTRAL PUGET SOUND WASH REGL,Prerefund/Escrow,Fixed Income,"4,787,154.26",0.07,"4,787,154.26","4,060,000.00",15504RFZ7,US15504RFZ73,-,117.08,United States,-,USD,3.54,0.5,1.0,"Nov 01, 2025",5.0,3.53,-,0.5,3.53,0.5,USD,"Sep 10, 2015","Sep 10, 2015"
PHILADELPHIA PA,Local Tax-Backed,Fixed Income,"4,784,010.89",0.07,"4,784,010.89","4,370,000.00",717813WL9,US717813WL96,-,107.39,United States,-,USD,1.51,0.32,1.0,"Aug 01, 2023",5.0,1.51,-,0.32,1.51,0.32,USD,"May 14, 2019","May 14, 2019"
HAMPTON RDS VA TRANSN ACCOUNTA,Local Tax-Backed,Fixed Income,"4,772,290.25",0.07,"4,772,290.25","4,550,000.00",40934TAU7,US40934TAU79,-,102.39,United States,-,USD,0.49,0.22,1.0,"Jul 01, 2022",5.0,0.49,-,0.22,0.49,0.22,USD,"Dec 17, 2019","Dec 17, 2019"
CHARLOTTE N C WTR & SWR SYS RE,Utility,Fixed Income,"4,768,036.74",0.07,"4,768,036.74","4,350,000.00",161045MJ5,US161045MJ51,-,107.11,United States,-,USD,1.43,0.25,1.0,"Jul 01, 2023",5.0,1.43,-,0.25,1.43,0.25,USD,"Aug 27, 2015","Aug 27, 2015"
VIRGINIA COMMLTH TRANSN BRD FE,Transportation,Fixed Income,"4,760,819.68",0.07,"4,760,819.68","4,185,000.00",92778UBT6,US92778UBT60,-,112.29,United States,-,USD,2.54,0.43,1.0,"Sep 15, 2024",5.0,2.54,-,0.43,2.54,0.43,USD,"Dec 07, 2017","Dec 07, 2017"
GUILFORD CNTY N C,Local Tax-Backed,Fixed Income,"4,760,598.00",0.07,"4,760,598.00","4,260,000.00",401784J87,US401784J879,-,110.08,United States,-,USD,2.05,0.33,1.0,"Mar 01, 2024",5.0,2.05,-,0.33,2.05,0.33,USD,"Nov 16, 2017","Nov 16, 2017"
NEW JERSEY ST TPK AUTH TPK REV,Transportation,Fixed Income,"4,756,955.62",0.07,"4,756,955.62","4,440,000.00",646139Z57,US646139Z570,-,104.64,United States,-,USD,0.97,0.35,1.0,"Jan 01, 2023",5.0,0.97,-,0.35,0.97,0.35,USD,"Sep 20, 2012","Sep 20, 2012"
WASHINGTON D C MET AREA TRAN A,Local Tax-Backed,Fixed Income,"4,748,521.38",0.07,"4,748,521.38","4,000,000.00",93878YAY5,US93878YAY59,-,115.89,United States,-,USD,3.22,0.47,1.0,"Jul 15, 2025",5.0,3.22,-,0.47,3.22,0.47,USD,"Jun 08, 2021","Jun 08, 2021"
ILLINOIS ST,State Tax-Backed,Fixed Income,"4,717,408.28",0.07,"4,717,408.28","4,340,000.00",452153BF5,US452153BF59,-,107.36,United States,-,USD,2.07,0.58,1.0,"Mar 01, 2024",4.0,2.07,-,0.58,2.07,0.58,USD,"Mar 24, 2021","Mar 24, 2021"
COOK CNTY ILL,Local Tax-Backed,Fixed Income,"4,713,408.40",0.07,"4,713,408.40","4,500,000.00",213185LP4,US213185LP46,-,104.1,United States,-,USD,0.86,0.29,1.0,"Nov 15, 2022",5.0,0.86,-,0.29,0.86,0.29,USD,"Jan 28, 2021","Jan 28, 2021"
RHODE ISLAND ST COMM CORP REV,Transportation,Fixed Income,"4,711,348.29",0.07,"4,711,348.29","4,230,000.00",762232AH9,US762232AH97,-,111.16,United States,-,USD,2.35,0.43,1.0,"Jun 15, 2024",5.0,2.34,-,0.43,2.34,0.43,USD,"Jun 14, 2016","Jun 14, 2016"
ARIZONA ST TRANSN BRD EXCISE T,State Tax-Backed,Fixed Income,"4,704,175.32",0.07,"4,704,175.32","4,130,000.00",040649MS1,US040649MS15,-,111.4,United States,-,USD,2.33,0.41,1.0,"Jul 01, 2024",5.0,2.33,-,0.41,2.33,0.41,USD,"Aug 23, 2018","Aug 23, 2018"
NEW YORK N Y CITY TRANSITIONAL,Local Tax-Backed,Fixed Income,"4,700,053.43",0.07,"4,700,053.43","4,295,000.00",64971XYW2,US64971XYW28,-,108.6,United States,-,USD,1.77,0.29,1.0,"Nov 01, 2023",5.0,1.76,-,0.29,1.76,0.29,USD,"Apr 07, 2021","Apr 07, 2021"
CHARLES CNTY MD,Local Tax-Backed,Fixed Income,"4,692,314.50",0.07,"4,692,314.50","4,475,000.00",159808HJ6,US159808HJ67,-,103.61,United States,-,USD,0.74,0.19,1.0,"Oct 01, 2022",5.0,0.74,-,0.19,0.74,0.19,USD,"Nov 28, 2017","Nov 28, 2017"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"4,686,297.82",0.07,"4,686,297.82","4,285,000.00",13063DB31,US13063DB310,-,108.95,United States,-,USD,1.85,0.31,1.0,"Dec 01, 2023",5.0,1.85,-,0.31,1.85,0.31,USD,"Mar 23, 2021","Mar 23, 2021"
MASSACHUSETTS ST SCH BLDG AUTH,Prerefund/Escrow,Fixed Income,"4,673,610.25",0.07,"4,673,610.25","4,365,000.00",576000ZR7,US576000ZR74,-,106.43,United States,-,USD,1.33,0.3,1.0,"May 15, 2023",5.0,1.34,-,0.3,1.34,0.3,USD,"Jul 02, 2013","Jul 02, 2013"
FLORIDA ST BRD ED PUB ED FOR I,State Tax-Backed,Fixed Income,"4,664,143.92",0.07,"4,664,143.92","4,035,000.00",34153QBN5,US34153QBN51,-,115.18,United States,-,USD,3.39,1.44,1.0,"Jun 01, 2026",5.0,4.01,-,0.51,3.18,0.51,USD,"Nov 24, 2015","Nov 24, 2015"
WASHINGTON ST FOR ISSUES DTD P,State Tax-Backed,Fixed Income,"4,657,764.12",0.07,"4,657,764.12","4,250,000.00",93974DUB2,US93974DUB27,-,107.09,United States,-,USD,1.43,0.26,1.0,"Jul 01, 2023",5.0,1.43,-,0.26,1.43,0.26,USD,"Feb 16, 2016","Feb 16, 2016"
FLORIDA ST BRD ED PUB ED,State Tax-Backed,Fixed Income,"4,635,452.27",0.07,"4,635,452.27","4,000,000.00",34153QTP1,US34153QTP18,-,115.47,United States,-,USD,3.19,0.43,1.0,"Jun 01, 2025",5.0,3.18,-,0.43,3.18,0.43,USD,"Mar 05, 2020","Mar 05, 2020"
BOSTON MASS,Local Tax-Backed,Fixed Income,"4,634,553.60",0.07,"4,634,553.60","4,000,000.00",100853UP3,US100853UP37,-,114.61,United States,-,USD,3.21,1.44,1.0,"Apr 01, 2026",5.0,3.84,-,0.46,3.02,0.46,USD,"Apr 01, 2015","Apr 01, 2015"
UTAH TRAN AUTH SALES TAX REV,Prerefund/Escrow,Fixed Income,"4,631,708.49",0.07,"4,631,708.49","4,000,000.00",917567AS8,US917567AS81,-,115.57,United States,-,USD,3.22,0.45,1.0,"Jun 15, 2025",5.0,3.22,-,0.45,3.22,0.45,USD,"Feb 25, 2015","Feb 25, 2015"
MASSACHUSETTS ST TRANSN FD REV,State Tax-Backed,Fixed Income,"4,607,880.69",0.07,"4,607,880.69","3,980,000.00",57604TEK8,US57604TEK88,-,115.36,United States,-,USD,3.19,0.46,1.0,"Jun 01, 2025",5.0,3.18,-,0.46,3.18,0.46,USD,"Oct 06, 2016","Oct 06, 2016"
INDIANA ST FIN AUTH REV,Utility,Fixed Income,"4,606,869.60",0.07,"4,606,869.60","4,120,000.00",45506DPU3,US45506DPU36,-,109.73,United States,-,USD,1.97,0.31,1.0,"Feb 01, 2024",5.0,1.97,-,0.31,1.97,0.31,USD,"Mar 19, 2015","Mar 19, 2015"
FAIRFAX CNTY VA,Local Tax-Backed,Fixed Income,"4,598,729.85",0.07,"4,598,729.85","4,290,000.00",3038207A6,US3038207A61,-,105.95,United States,-,USD,1.22,0.23,1.0,"Apr 01, 2023",5.0,1.21,-,0.23,1.21,0.23,USD,"Feb 02, 2012","Feb 02, 2012"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"4,595,899.16",0.07,"4,595,899.16","4,035,000.00",13063CQ45,US13063CQ450,-,112.23,United States,-,USD,2.51,0.38,1.0,"Sep 01, 2024",5.0,2.5,-,0.38,2.5,0.38,USD,"Apr 28, 2016","Apr 28, 2016"
CENTRAL PUGET SOUND WASH REGL,Local Tax-Backed,Fixed Income,"4,588,136.38",0.07,"4,588,136.38","3,775,000.00",155048DR9,US155048DR93,-,120.75,United States,-,USD,4.37,0.63,1.0,"Nov 01, 2026",5.0,4.36,-,0.63,4.36,0.63,USD,"Nov 04, 2021","Nov 04, 2021"
CHANDLER ARIZ,Local Tax-Backed,Fixed Income,"4,582,076.40",0.07,"4,582,076.40","4,020,000.00",158843WU2,US158843WU21,-,111.48,United States,-,USD,2.33,0.38,1.0,"Jul 01, 2024",5.0,2.33,-,0.38,2.33,0.38,USD,"Oct 29, 2014","Oct 29, 2014"
NEW YORK N Y CITY MUN WTR FIN,Prerefund/Escrow,Fixed Income,"4,572,054.73",0.07,"4,572,054.73","4,465,000.00",64972GXL3,US64972GXL30,-,102.18,United States,-,USD,0.45,0.22,1.0,"Jun 15, 2022",5.0,0.46,-,0.22,0.46,0.22,USD,"Apr 03, 2014","Apr 03, 2014"
WAKE CNTY N C,Local Tax-Backed,Fixed Income,"4,571,555.65",0.07,"4,571,555.65","4,090,000.00",930863T70,US930863T706,-,110.11,United States,-,USD,2.05,0.32,1.0,"Mar 01, 2024",5.0,2.05,-,0.32,2.05,0.32,USD,"May 13, 2010","May 13, 2010"
UNIVERSITY MICH UNIV REVS,Education,Fixed Income,"4,554,882.16",0.07,"4,554,882.16","3,800,000.00",914455TK6,US914455TK64,-,118.62,United States,-,USD,3.87,0.56,1.0,"Apr 01, 2026",5.0,3.87,-,0.56,3.87,0.56,USD,"Jun 16, 2020","Jun 16, 2020"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"4,548,871.17",0.07,"4,548,871.17","4,440,000.00",13063BSH6,US13063BSH68,-,100.37,United States,-,USD,0.09,0.56,1.0,"Feb 01, 2022",5.0,0.08,-,0.56,0.08,0.56,USD,"Mar 08, 2012","Mar 08, 2012"
LOUDOUN CNTY VA,Local Tax-Backed,Fixed Income,"4,549,177.07",0.07,"4,549,177.07","4,000,000.00",54589TJX1,US54589TJX19,-,113.31,United States,-,USD,2.75,0.4,1.0,"Dec 01, 2024",5.0,2.75,-,0.4,2.75,0.4,USD,"Oct 28, 2020","Oct 28, 2020"
