,,,,,,,,,,,,,,,,,,,,,,,,,,iShares California Muni Bond ETF
SAN FRANCISCO CALIF CITY & CNT,Utility,Fixed Income,"2,254,685.26",0.12,"2,254,685.26","2,175,000.00",79768HCG1,US79768HCG11,-,102.66,United States,-,USD,2.66,3.81,1.0,"Oct 01, 2042",4.0,13.61,-,0.44,0.74,0.44,USD,"Feb 27, 2013","Feb 27, 2013"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"2,253,608.40",0.12,"2,253,608.40","2,000,000.00",13068LNV3,US13068LNV35,-,111.43,United States,-,USD,4.84,4.09,1.0,"Oct 01, 2039",5.0,11.05,-,0.79,2.57,0.79,USD,"Apr 24, 2014","Apr 24, 2014"
SILICON VY CLEAN WTR CALIF WAS,Utility,Fixed Income,"2,249,513.50",0.12,"2,249,513.50","2,135,000.00",82707BDG1,US82707BDG14,-,104.36,United States,-,USD,1.74,0.96,1.0,"Mar 01, 2024",3.0,2.09,-,0.37,1.62,0.37,USD,"Aug 14, 2019","Aug 14, 2019"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"2,244,401.89",0.12,"2,244,401.89","1,970,000.00",5446463A8,US5446463A89,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"May 28, 2015","May 28, 2015"
CALIFORNIA ST UNIV REV,Prerefund/Escrow,Fixed Income,"2,233,207.41",0.11,"2,233,207.41","1,960,000.00",13077DPY2,US13077DPY21,-,113.11,United States,-,USD,2.67,0.35,1.0,"Nov 01, 2024",5.0,2.66,-,0.35,2.66,0.35,USD,"Aug 20, 2014","Aug 20, 2014"
LONG BEACH CALIF CMNTY COLLEGE,Prerefund/Escrow,Fixed Income,"2,223,478.54",0.11,"2,223,478.54","2,120,000.00",542411GE7,US542411GE77,-,102.8,United States,-,USD,0.57,0.2,1.0,"Aug 01, 2022",5.0,0.57,-,0.2,0.57,0.2,USD,"Dec 12, 2012","Dec 12, 2012"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"2,221,859.67",0.11,"2,221,859.67","2,000,000.00",13063CKX7,US13063CKX73,-,110.26,United States,-,USD,3.55,3.79,1.0,"May 01, 2032",5.0,8.1,-,0.57,2.22,0.57,USD,"May 01, 2014","May 01, 2014"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"2,218,496.56",0.11,"2,218,496.56","1,945,000.00",54466HCB0,US54466HCB06,-,111.56,United States,-,USD,2.33,0.35,1.0,"Jul 01, 2024",5.0,2.33,-,0.35,2.33,0.35,USD,"Mar 10, 2016","Mar 10, 2016"
SAN FRANCISCO CALIF CITY & CNT,Utility,Fixed Income,"2,213,615.24",0.11,"2,213,615.24","1,835,000.00",79765RJ26,US79765RJ264,-,119.8,United States,-,USD,6.05,3.0,1.0,"Nov 01, 2033",5.0,9.15,-,0.81,4.36,0.81,USD,"Oct 20, 2016","Oct 20, 2016"
BAY AREA TOLL AUTH CALIF TOLL,Cash and/or Derivatives,Cash,"2,200,104.27",0.11,"2,200,104.27","2,200,000.00",072024KC5,US072024KC54,-,100.0,United States,-,USD,0.0,0.09,1.0,"Apr 01, 2047",0.09,0.0,-,0.09,0.0,0.09,USD,"Oct 16, 2014","Oct 25, 2007"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"2,182,482.27",0.11,"2,182,482.27","2,000,000.00",13063CGB0,US13063CGB00,-,108.29,United States,-,USD,2.91,3.88,1.0,"Nov 01, 2030",5.0,7.13,-,0.45,1.76,0.45,USD,"Nov 05, 2013","Nov 05, 2013"
CALIFORNIA ST UNIV REV,Education,Fixed Income,"2,181,824.20",0.11,"2,181,824.20","1,780,000.00",13077DAW2,US13077DAW20,-,121.74,United States,-,USD,6.87,3.23,1.0,"Nov 01, 2037",5.0,11.36,-,0.82,4.76,0.82,USD,"Mar 09, 2017","Mar 09, 2017"
SAN FRANCISCO CALIF CITY &CNTY ARP,Transportation,Fixed Income,"2,181,376.50",0.11,"2,181,376.50","1,850,000.00",79766DGG8,US79766DGG88,-,117.08,United States,-,USD,7.18,3.91,1.0,"May 01, 2046",5.0,14.74,-,0.97,3.94,0.97,USD,"Sep 29, 2016","Sep 29, 2016"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,173,348.38",0.11,"2,173,348.38","1,910,000.00",13063DBK3,US13063DBK37,-,112.95,United States,-,USD,2.67,0.4,1.0,"Nov 01, 2024",5.0,2.66,-,0.4,2.66,0.4,USD,"Sep 12, 2017","Sep 12, 2017"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"2,168,146.66",0.11,"2,168,146.66","1,990,000.00",13068LLL7,US13068LLL70,-,108.12,United States,-,USD,2.07,2.75,1.0,"Nov 01, 2025",5.0,3.48,-,0.54,1.76,0.54,USD,"Nov 20, 2013","Nov 20, 2013"
FOOTHILL / EASTERN TRANSN CORR,Transportation,Fixed Income,"2,160,695.40",0.11,"2,160,695.40","3,000,000.00",345105HU7,US345105HU75,-,72.02,United States,-,USD,14.93,2.19,1.0,"Jan 15, 2037",0.0,14.72,-,2.19,14.72,2.19,USD,"Jan 02, 2014","Jan 02, 2014"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"2,156,911.20",0.11,"2,156,911.20","2,000,000.00",797356BC5,US797356BC55,-,106.35,United States,-,USD,12.86,2.68,1.0,"Jul 01, 2050",3.0,19.14,-,2.18,7.42,2.18,USD,"Aug 27, 2020","Aug 27, 2020"
FREMONT CALIF UN HIGH SCH DIST,School Districts,Fixed Income,"2,145,547.30",0.11,"2,145,547.30","1,950,000.00",357172XG5,US357172XG50,-,108.36,United States,-,USD,5.34,3.39,1.0,"Aug 01, 2040",4.0,12.19,-,0.73,2.44,0.73,USD,"Jun 04, 2015","Jun 04, 2015"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,138,656.67",0.11,"2,138,656.67","2,000,000.00",13063BT93,US13063BT936,-,104.85,United States,-,USD,2.09,4.44,1.0,"Feb 01, 2033",5.0,8.35,-,0.51,1.05,0.51,USD,"Mar 27, 2013","Mar 27, 2013"
CALIFORNIA ST DEPT WTR RES CEN,Utility,Fixed Income,"2,133,267.09",0.11,"2,133,267.09","1,750,000.00",13067WRT1,US13067WRT17,-,121.48,United States,-,USD,4.45,0.56,1.0,"Dec 01, 2026",5.0,4.45,-,0.56,4.45,0.56,USD,"Aug 06, 2020","Aug 06, 2020"
RIVERSIDE CNTY CALIF TRANSN CO,Transportation,Fixed Income,"2,129,675.73",0.11,"2,129,675.73","2,000,000.00",76912DBA5,US76912DBA54,-,105.84,United States,-,USD,13.2,2.7,1.0,"Jun 01, 2049",3.0,18.3,-,2.31,8.17,2.31,USD,"Oct 14, 2021","Oct 14, 2021"
SAN FRANCISCO CALIF CITY & CNT,Utility,Fixed Income,"2,127,981.11",0.11,"2,127,981.11","2,070,000.00",79768HDZ8,US79768HDZ82,-,102.27,United States,-,USD,1.72,0.82,1.0,"Oct 01, 2023",2.13,1.71,-,0.82,1.71,0.82,USD,"Aug 09, 2018","Aug 09, 2018"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"2,125,396.00",0.11,"2,125,396.00","1,750,000.00",544647DM9,US544647DM98,-,119.45,United States,-,USD,9.95,2.66,1.0,"Jul 01, 2040",4.0,13.35,-,1.55,7.24,1.55,USD,"Nov 10, 2020","Nov 10, 2020"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,116,229.70",0.11,"2,116,229.70","1,800,000.00",13063DCD8,US13063DCD84,-,116.9,United States,-,USD,7.27,2.46,1.0,"Nov 01, 2034",4.0,10.21,-,1.01,5.26,1.01,USD,"Sep 12, 2017","Sep 12, 2017"
LOS ANGELES CNTY CALIF PUB WKS,Local Tax-Backed,Fixed Income,"2,115,833.70",0.11,"2,115,833.70","1,895,000.00",54473EST2,US54473EST28,-,111.32,United States,-,USD,6.89,3.2,1.0,"Dec 01, 2040",4.0,12.77,-,1.04,3.65,1.04,USD,"Mar 17, 2016","Mar 17, 2016"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,114,405.46",0.11,"2,114,405.46","1,685,000.00",13063DDR6,US13063DDR61,-,123.4,United States,-,USD,4.92,0.72,1.0,"Aug 01, 2027",5.0,4.92,-,0.72,4.92,0.72,USD,"Oct 26, 2017","Oct 26, 2017"
SAN JOAQUIN HILLS CALIF TRANSN,Transportation,Fixed Income,"2,113,851.58",0.11,"2,113,851.58","1,585,000.00",798111GS3,US798111GS31,-,133.24,United States,-,USD,8.57,1.69,1.0,"Jan 15, 2033",5.0,8.91,-,1.43,8.27,1.43,USD,"Dec 22, 2021","Dec 22, 2021"
CALIFORNIA ST UNIV REV,Prerefund/Escrow,Fixed Income,"2,112,350.96",0.11,"2,112,350.96","2,015,000.00",13077CYJ7,US13077CYJ79,-,104.0,United States,-,USD,0.82,0.2,1.0,"Nov 01, 2022",5.0,0.82,-,0.2,0.82,0.2,USD,"Aug 22, 2012","Aug 22, 2012"
SAN FRANCISCO CALIF BAY AREA R,Prerefund/Escrow,Fixed Income,"2,109,594.86",0.11,"2,109,594.86","1,925,000.00",797661UH6,US797661UH65,-,107.51,United States,-,USD,1.51,0.25,1.0,"Aug 01, 2023",5.0,1.51,-,0.25,1.51,0.25,USD,"Nov 21, 2013","Nov 21, 2013"
MT DIABLO CALIF UNI SCH DIST,School Districts,Fixed Income,"2,097,385.07",0.11,"2,097,385.07","2,000,000.00",621196E34,US621196E343,-,102.79,United States,-,USD,0.64,0.21,1.0,"Aug 01, 2023",5.0,0.64,-,0.21,0.64,0.21,USD,"Jun 20, 2012","Jun 20, 2012"
LONG BEACH CALIF UNI SCH DIST,School Districts,Fixed Income,"2,097,503.27",0.11,"2,097,503.27","2,000,000.00",542433WE3,US542433WE30,-,102.79,United States,-,USD,0.57,0.21,1.0,"Aug 01, 2022",5.0,0.57,-,0.21,0.57,0.21,USD,"Sep 05, 2019","Sep 05, 2019"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"2,097,293.55",0.11,"2,097,293.55","1,775,000.00",13063CUT5,US13063CUT51,-,116.07,United States,-,USD,3.49,1.37,1.0,"Aug 01, 2026",5.0,4.09,-,0.47,3.28,0.47,USD,"Sep 09, 2015","Sep 09, 2015"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,096,967.07",0.11,"2,096,967.07","2,000,000.00",13063DBG2,US13063DBG25,-,104.02,United States,-,USD,0.82,0.18,1.0,"Nov 01, 2022",5.0,0.82,-,0.18,0.82,0.18,USD,"Sep 12, 2017","Sep 12, 2017"
MOUNT SAN ANTONIO CALIF CMNTY,School Districts,Fixed Income,"2,089,184.77",0.11,"2,089,184.77","1,750,000.00",623040KE1,US623040KE11,-,117.72,United States,-,USD,10.6,3.05,1.0,"Aug 01, 2049",4.0,16.61,-,1.52,6.56,1.52,USD,"Apr 04, 2019","Apr 04, 2019"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,084,499.02",0.11,"2,084,499.02","2,000,000.00",13063DL63,US13063DL632,-,103.61,United States,-,USD,0.75,0.18,1.0,"Oct 01, 2022",5.0,0.74,-,0.18,0.74,0.18,USD,"Nov 17, 2021","Nov 17, 2021"
SAN DIEGO CALIF UNI SCH DIST,School Districts,Fixed Income,"2,084,116.80",0.11,"2,084,116.80","4,000,000.00",797355R55,US797355R550,-,52.1,United States,-,USD,27.17,2.38,1.0,"Jul 01, 2049",0.0,26.86,-,2.38,26.86,2.38,USD,"May 24, 2012","May 24, 2012"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,080,870.95",0.11,"2,080,870.95","1,865,000.00",13063DQS0,US13063DQS08,-,110.82,United States,-,USD,8.84,2.03,1.0,"Oct 01, 2034",3.0,10.63,-,1.51,6.92,1.51,USD,"Sep 17, 2019","Sep 17, 2019"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,078,191.97",0.11,"2,078,191.97","1,740,000.00",13063DG85,US13063DG855,-,118.34,United States,-,USD,5.18,0.74,1.0,"Oct 01, 2027",4.0,5.18,-,0.74,5.18,0.74,USD,"Sep 22, 2021","Sep 22, 2021"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,055,656.73",0.11,"2,055,656.73","1,850,000.00",13063DQU5,US13063DQU53,-,110.37,United States,-,USD,9.2,2.13,1.0,"Oct 01, 2035",3.0,11.31,-,1.57,6.92,1.57,USD,"Sep 17, 2019","Sep 17, 2019"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"2,044,063.62",0.1,"2,044,063.62","1,800,000.00",544646T28,US544646T281,-,111.06,United States,-,USD,2.87,2.81,1.0,"Jul 01, 2027",5.0,4.74,-,0.54,2.33,0.54,USD,"Jun 26, 2014","Jun 26, 2014"
SAN FRANCISCO CALIF CITY & CNT,Utility,Fixed Income,"2,042,951.52",0.1,"2,042,951.52","1,695,000.00",79765RJ34,US79765RJ348,-,119.69,United States,-,USD,6.28,3.12,1.0,"Nov 01, 2034",5.0,9.72,-,0.83,4.35,0.83,USD,"Oct 20, 2016","Oct 20, 2016"
COAST CMNTY COLLEGE DIST CALIF,Prerefund/Escrow,Fixed Income,"2,038,361.79",0.1,"2,038,361.79","1,860,000.00",190335FQ7,US190335FQ75,-,107.51,United States,-,USD,1.51,0.25,1.0,"Aug 01, 2023",5.0,1.51,-,0.25,1.51,0.25,USD,"May 29, 2013","May 29, 2013"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,029,780.54",0.1,"2,029,780.54","1,550,000.00",13063DZN1,US13063DZN10,-,130.12,United States,-,USD,6.68,0.99,1.0,"Nov 01, 2029",5.0,6.68,-,0.99,6.68,0.99,USD,"Nov 03, 2020","Nov 03, 2020"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"2,028,924.14",0.1,"2,028,924.14","1,630,000.00",13063DBT4,US13063DBT46,-,123.64,United States,-,USD,5.46,1.36,1.0,"Nov 01, 2028",5.0,5.91,-,0.84,5.16,0.84,USD,"Sep 12, 2017","Sep 12, 2017"
BAY AREA TOLL AUTH CALIF TOLL,Transportation,Fixed Income,"2,015,434.52",0.1,"2,015,434.52","1,955,000.00",072024UQ3,US072024UQ31,-,102.59,United States,-,USD,2.2,0.83,1.0,"Apr 01, 2024",2.0,2.19,-,0.83,2.19,0.83,USD,"Aug 23, 2017","Aug 23, 2017"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"2,006,172.22",0.1,"2,006,172.22","1,490,000.00",54466HLA2,US54466HLA22,-,131.28,United States,-,USD,10.53,3.16,1.0,"Jul 01, 2046",5.0,15.11,-,1.46,7.7,1.46,USD,"Apr 29, 2021","Apr 29, 2021"
LOS ANGELES CALIF DEPT ARPTS A,Transportation,Fixed Income,"2,004,075.66",0.1,"2,004,075.66","1,750,000.00",5444356G0,US5444356G05,-,113.88,United States,-,USD,5.4,3.85,1.0,"May 15, 2038",5.0,10.97,-,0.82,3.13,0.82,USD,"Feb 24, 2015","Feb 24, 2015"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"2,002,022.20",0.1,"2,002,022.20","1,500,000.00",54466HJM9,US54466HJM97,-,133.05,United States,-,USD,7.13,0.91,1.0,"Jun 01, 2030",5.0,7.14,-,0.91,7.14,0.91,USD,"Aug 27, 2020","Aug 27, 2020"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"2,000,642.75",0.1,"2,000,642.75","1,500,000.00",13068XBL2,US13068XBL29,-,132.54,United States,-,USD,8.83,2.17,1.0,"May 01, 2035",5.0,10.23,-,1.29,7.74,1.29,USD,"Apr 22, 2021","Apr 22, 2021"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"1,996,912.45",0.1,"1,996,912.45","1,530,000.00",13068L4L6,US13068L4L68,-,129.68,United States,-,USD,6.67,1.04,1.0,"Nov 01, 2029",5.0,6.68,-,1.04,6.68,1.04,USD,"Nov 13, 2019","Nov 13, 2019"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,988,014.22",0.1,"1,988,014.22","1,680,000.00",13063CVU1,US13063CVU16,-,116.15,United States,-,USD,4.59,3.26,1.0,"Aug 01, 2031",5.25,7.57,-,0.68,3.29,0.68,USD,"Sep 09, 2015","Sep 09, 2015"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,985,857.10",0.1,"1,985,857.10","2,000,000.00",13063DG36,US13063DG368,-,98.64,United States,-,USD,16.25,2.44,1.0,"Oct 01, 2051",2.38,21.04,-,2.44,21.04,2.44,USD,"Sep 22, 2021","Sep 22, 2021"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"1,981,701.15",0.1,"1,981,701.15","1,500,000.00",544532AW4,US544532AW48,-,129.61,United States,-,USD,6.35,0.91,1.0,"Jul 01, 2029",5.0,6.36,-,0.91,6.36,0.91,USD,"May 01, 2020","May 01, 2020"
LOS ANGELES CNTY CALIF MET TRA,Local Tax-Backed,Fixed Income,"1,976,102.29",0.1,"1,976,102.29","1,660,000.00",54466HDT0,US54466HDT05,-,118.63,United States,-,USD,5.39,2.91,1.0,"Jun 01, 2032",5.0,8.3,-,0.71,4.03,0.71,USD,"Nov 30, 2016","Nov 30, 2016"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,971,751.45",0.1,"1,971,751.45","1,500,000.00",13063DUC0,US13063DUC00,-,129.78,United States,-,USD,8.22,2.36,1.0,"Mar 01, 2035",5.0,10.02,-,1.17,6.87,1.17,USD,"Mar 19, 2020","Mar 19, 2020"
SAN JOAQUIN HILLS CALIF TRANSN,Transportation,Fixed Income,"1,971,603.45",0.1,"1,971,603.45","1,500,000.00",798111GQ7,US798111GQ74,-,131.32,United States,-,USD,7.57,1.31,1.0,"Jan 15, 2031",5.0,7.58,-,1.31,7.58,1.31,USD,"Dec 22, 2021","Dec 22, 2021"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,967,122.35",0.1,"1,967,122.35","1,500,000.00",13063DQP6,US13063DQP68,-,129.89,United States,-,USD,6.59,0.98,1.0,"Oct 01, 2029",5.0,6.6,-,0.98,6.6,0.98,USD,"Sep 17, 2019","Sep 17, 2019"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,966,705.90",0.1,"1,966,705.90","1,835,000.00",13063BS60,US13063BS607,-,105.09,United States,-,USD,1.38,3.89,1.0,"Feb 01, 2027",5.0,4.39,-,0.29,1.05,0.29,USD,"Mar 27, 2013","Mar 27, 2013"
CALIFORNIA ST UNIV REV,Education,Fixed Income,"1,963,557.46",0.1,"1,963,557.46","1,515,000.00",13077DHB1,US13077DHB10,-,128.77,United States,-,USD,8.88,2.92,1.0,"Nov 01, 2039",5.0,12.51,-,1.15,6.67,1.15,USD,"Aug 01, 2019","Aug 01, 2019"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,945,891.35",0.1,"1,945,891.35","1,500,000.00",13063DLE6,US13063DLE66,-,128.48,United States,-,USD,6.22,0.93,1.0,"Apr 01, 2029",5.0,6.23,-,0.93,6.23,0.93,USD,"Mar 14, 2019","Mar 14, 2019"
CALIFORNIA ST UNIV REVENUE,Education,Fixed Income,"1,943,270.17",0.1,"1,943,270.17","1,665,000.00",13077CY65,US13077CY652,-,115.88,United States,-,USD,6.28,3.91,1.0,"Nov 01, 2043",5.0,13.01,-,0.79,3.52,0.79,USD,"Aug 05, 2015","Aug 05, 2015"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,942,128.45",0.1,"1,942,128.45","1,500,000.00",13063DQZ4,US13063DQZ41,-,128.23,United States,-,USD,8.8,2.95,1.0,"Oct 01, 2039",5.0,12.41,-,1.18,6.59,1.18,USD,"Sep 17, 2019","Sep 17, 2019"
SAN DIEGO CNTY CALIF REGL ARPT,Transportation,Fixed Income,"1,927,800.15",0.1,"1,927,800.15","1,500,000.00",79739GKZ8,US79739GKZ80,-,126.02,United States,-,USD,7.86,2.69,1.0,"Jul 01, 2035",5.0,10.08,-,1.34,6.33,1.34,USD,"Dec 11, 2019","Dec 11, 2019"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"1,924,468.35",0.1,"1,924,468.35","1,500,000.00",5444958E7,US5444958E74,-,125.8,United States,-,USD,9.46,3.52,1.0,"Jul 01, 2049",5.0,15.19,-,1.38,6.39,1.38,USD,"Oct 01, 2019","Oct 01, 2019"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"1,924,468.35",0.1,"1,924,468.35","1,500,000.00",544532AR5,US544532AR52,-,125.8,United States,-,USD,9.45,3.53,1.0,"Jul 01, 2049",5.0,15.42,-,1.37,6.33,1.37,USD,"Dec 23, 2019","Dec 23, 2019"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,923,662.73",0.1,"1,923,662.73","1,835,000.00",13063CJR2,US13063CJR25,-,104.42,United States,-,USD,0.91,0.18,1.0,"Dec 01, 2022",5.0,0.9,-,0.18,0.9,0.18,USD,"Mar 27, 2014","Mar 27, 2014"
LOS ANGELES CALIF DEPT WTR & P,Utility,Fixed Income,"1,918,547.86",0.1,"1,918,547.86","1,510,000.00",5444956T6,US5444956T61,-,124.56,United States,-,USD,8.87,3.46,1.0,"Jul 01, 2045",5.0,14.07,-,1.32,5.96,1.32,USD,"Feb 07, 2019","Feb 07, 2019"
SAN FRANCISCO CALIF CITY & CNT,Local Tax-Backed,Fixed Income,"1,902,785.73",0.1,"1,902,785.73","1,500,000.00",7976466Z4,US7976466Z40,-,126.63,United States,-,USD,6.46,1.91,1.0,"Jun 15, 2031",5.0,7.8,-,0.76,5.68,0.76,USD,"May 07, 2020","May 07, 2020"
CALIFORNIA ST PUB WKS BRD LEAS,State Tax-Backed,Fixed Income,"1,895,019.42",0.1,"1,895,019.42","1,575,000.00",13068LZB4,US13068LZB43,-,119.49,United States,-,USD,6.29,3.14,1.0,"Nov 01, 2034",5.0,9.72,-,0.87,4.35,0.87,USD,"Oct 13, 2016","Oct 13, 2016"
RIVERSIDE CNTY CALIF TRANSN CO,Local Tax-Backed,Fixed Income,"1,882,714.21",0.1,"1,882,714.21","1,520,000.00",769125GY5,US769125GY53,-,123.45,United States,-,USD,7.48,3.16,1.0,"Jun 01, 2038",5.0,11.73,-,0.92,5.24,0.92,USD,"Dec 28, 2017","Dec 28, 2017"
LOS ANGELES CALIF DEPT ARPTS R,Transportation,Fixed Income,"1,880,640.88",0.1,"1,880,640.88","1,500,000.00",544445MX4,US544445MX49,-,124.74,United States,-,USD,8.37,3.41,1.0,"May 15, 2044",5.0,13.58,-,1.23,5.95,1.23,USD,"Jun 27, 2019","Jun 27, 2019"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,867,058.16",0.1,"1,867,058.16","1,640,000.00",13063CLW8,US13063CLW81,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Oct 07, 2014","Oct 07, 2014"
PALOMAR CALIF CMNTY COLLEGE DI,School Districts,Fixed Income,"1,861,450.56",0.1,"1,861,450.56","1,615,000.00",697511EX7,US697511EX77,-,113.59,United States,-,USD,8.89,3.18,1.0,"Aug 01, 2045",4.0,15.18,-,1.46,4.99,1.46,USD,"Apr 27, 2017","Apr 27, 2017"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,833,503.35",0.09,"1,833,503.35","1,565,000.00",13063CVC1,US13063CVC18,-,115.07,United States,-,USD,5.44,3.59,1.0,"Aug 01, 2035",5.0,9.94,-,0.73,3.27,0.73,USD,"Sep 09, 2015","Sep 09, 2015"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,832,644.52",0.09,"1,832,644.52","1,675,000.00",13063DBJ6,US13063DBJ63,-,108.58,United States,-,USD,1.77,0.3,1.0,"Nov 01, 2023",5.0,1.76,-,0.3,1.76,0.3,USD,"Sep 12, 2017","Sep 12, 2017"
SAN DIEGO CALIF PUB FACS FING,Utility,Fixed Income,"1,829,398.70",0.09,"1,829,398.70","1,500,000.00",79730CGS7,US79730CGS70,-,119.88,United States,-,USD,4.39,1.3,1.0,"Aug 01, 2027",5.0,4.89,-,0.6,4.11,0.6,USD,"Jun 23, 2016","Jun 23, 2016"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,825,920.55",0.09,"1,825,920.55","1,500,000.00",13063DXC7,US13063DXC72,-,121.06,United States,-,USD,10.04,2.46,1.0,"Nov 01, 2038",4.0,12.65,-,1.45,7.57,1.45,USD,"Sep 09, 2020","Sep 09, 2020"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,817,619.14",0.09,"1,817,619.14","1,390,000.00",13063DB98,US13063DB989,-,130.35,United States,-,USD,6.76,1.0,1.0,"Dec 01, 2029",5.0,6.77,-,1.0,6.77,1.0,USD,"Mar 23, 2021","Mar 23, 2021"
UNIVERSITY CALIF REVS,Education,Fixed Income,"1,817,444.53",0.09,"1,817,444.53","1,500,000.00",91412GY41,US91412GY418,-,120.52,United States,-,USD,8.04,3.79,1.0,"May 15, 2049",5.0,15.77,-,1.06,4.79,1.06,USD,"May 18, 2017","May 18, 2017"
UNIVERSITY CALIF REVS FOR PREV,Education,Fixed Income,"1,814,838.28",0.09,"1,814,838.28","1,500,000.00",91412G2L8,US91412G2L81,-,120.35,United States,-,USD,7.87,3.75,1.0,"May 15, 2047",5.0,14.59,-,1.09,4.79,1.09,USD,"Sep 28, 2017","Sep 28, 2017"
SAN FRANCISCO CALIF CITY &CNTY ARP,Transportation,Fixed Income,"1,814,030.00",0.09,"1,814,030.00","1,500,000.00",79766DKK4,US79766DKK45,-,120.1,United States,-,USD,7.94,3.76,1.0,"May 01, 2047",5.0,15.22,-,1.11,4.75,1.11,USD,"Oct 31, 2017","Oct 31, 2017"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"1,812,247.60",0.09,"1,812,247.60","1,500,000.00",544647EZ9,US544647EZ92,-,120.25,United States,-,USD,11.69,2.85,1.0,"Jul 01, 2046",4.0,15.51,-,1.78,8.4,1.78,USD,"Nov 10, 2021","Nov 10, 2021"
CALIFORNIA ST FOR PREVIOUS ISS,State Tax-Backed,Fixed Income,"1,810,285.45",0.09,"1,810,285.45","1,500,000.00",13063CZ78,US13063CZ782,-,119.02,United States,-,USD,5.86,3.05,1.0,"Sep 01, 2033",5.0,8.98,-,0.84,4.19,0.84,USD,"Sep 13, 2016","Sep 13, 2016"
LONG BEACH CALIF HBR REV,Transportation,Fixed Income,"1,809,638.98",0.09,"1,809,638.98","1,500,000.00",542424VE3,US542424VE32,-,120.0,United States,-,USD,7.91,3.77,1.0,"May 15, 2047",5.0,14.74,-,1.15,4.79,1.15,USD,"Jun 28, 2017","Jun 28, 2017"
CALIFORNIA ST,State Tax-Backed,Fixed Income,"1,803,218.10",0.09,"1,803,218.10","1,500,000.00",13063DRA8,US13063DRA80,-,119.21,United States,-,USD,9.62,2.64,1.0,"Oct 01, 2039",4.0,13.06,-,1.38,6.74,1.38,USD,"Sep 17, 2019","Sep 17, 2019"
LOS ANGELES CALIF UNI SCH DIST,School Districts,Fixed Income,"1,799,389.21",0.09,"1,799,389.21","1,420,000.00",5446466K3,US5446466K35,-,124.22,United States,-,USD,5.37,1.13,1.0,"Jul 01, 2028",5.0,5.59,-,0.85,5.22,0.85,USD,"Mar 08, 2018","Mar 08, 2018"
