,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2024 Term Muni Bond ETF
DALLAS FT WORTH TEX INTL ARPT,Government Related,Fixed Income,"226,601.63",0.09,"226,601.63","200,000.00",23503CAC1,US23503CAC10,-,112.59,United States,-,USD,2.67,0.52,1.0,"Nov 01, 2024",5.0,2.66,-,0.52,2.66,0.52,USD,"Nov 10, 2021","Nov 01, 2021"
GEORGIA ST PORTS AUTH REV,Municipals,Fixed Income,"224,335.51",0.09,"224,335.51","200,000.00",373586FW1,US373586FW18,-,111.38,United States,-,USD,2.37,0.42,1.0,"Jul 01, 2024",5.0,2.37,-,0.42,2.37,0.42,USD,"Nov 04, 2021","Nov 04, 2021"
ILLINOIS ST SALES TAX REV,Government Related,Fixed Income,"223,830.08",0.09,"223,830.08","200,000.00",452227RY9,US452227RY92,-,110.64,United States,-,USD,2.33,0.63,1.0,"Jun 15, 2024",5.0,2.32,-,0.63,2.32,0.63,USD,"Sep 29, 2021","Sep 29, 2021"
GRAND RIVER DAM AUTH OKLA REV,Government Related,Fixed Income,"223,356.03",0.09,"223,356.03","205,000.00",386442XF9,US386442XF96,-,108.62,United States,-,USD,2.33,0.41,1.0,"Jun 01, 2024",4.0,2.32,-,0.41,2.32,0.41,USD,"Nov 15, 2016","Nov 15, 2016"
FORT WORTH TEX INDPT SCH DIST,Municipals,Fixed Income,"223,280.04",0.09,"223,280.04","200,000.00",3494604L6,US3494604L62,-,109.75,United States,-,USD,2.01,0.38,1.0,"Feb 15, 2024",5.0,2.01,-,0.38,2.01,0.38,USD,"Apr 23, 2015","Mar 01, 2015"
FORT WORTH TEX INDPT SCH DIST,Municipals,Fixed Income,"223,280.04",0.09,"223,280.04","200,000.00",3494605G6,US3494605G68,-,109.75,United States,-,USD,2.01,0.38,1.0,"Feb 15, 2024",5.0,2.01,-,0.38,2.01,0.38,USD,"Sep 13, 2016","Aug 01, 2016"
FLORIDA ST BRD ED PUB ED,Government Related,Fixed Income,"223,221.71",0.09,"223,221.71","200,000.00",34153QFG6,US34153QFG64,-,111.19,United States,-,USD,2.31,0.34,1.0,"Jun 01, 2024",5.0,2.3,-,0.34,2.3,0.34,USD,"Sep 08, 2016","Sep 08, 2016"
ILLINOIS ST TOLL HWY AUTH TOLL,Government Related,Fixed Income,"223,089.08",0.09,"223,089.08","200,000.00",452252KD0,US452252KD01,-,109.04,United States,-,USD,1.89,0.45,1.0,"Jan 01, 2024",5.0,1.89,-,0.45,1.89,0.45,USD,"Dec 18, 2014","Dec 18, 2014"
WASHINGTON & CLACKAMAS CNTYS O,Municipals,Fixed Income,"222,914.66",0.09,"222,914.66","200,000.00",938395RX0,US938395RX06,-,111.24,United States,-,USD,2.35,0.4,1.0,"Jun 15, 2024",5.0,2.34,-,0.4,2.34,0.4,USD,"Apr 04, 2017","Apr 04, 2017"
OHIO ST,Government Related,Fixed Income,"222,914.66",0.09,"222,914.66","200,000.00",677522YW8,US677522YW81,-,111.24,United States,-,USD,2.35,0.4,1.0,"Jun 15, 2024",5.0,2.34,-,0.4,2.34,0.4,USD,"Jun 19, 2018","Jun 19, 2018"
LOUISVILLE & JEFFERSON CNTY KY,Government Related,Fixed Income,"222,821.22",0.09,"222,821.22","200,000.00",546589XV9,US546589XV98,-,110.77,United States,-,USD,2.26,0.43,1.0,"May 15, 2024",5.0,2.26,-,0.43,2.26,0.43,USD,"Oct 21, 2015","Oct 21, 2015"
FOOTHILL-DE ANZA CALIF CMNTY C,Government Related,Fixed Income,"222,534.22",0.09,"222,534.22","195,000.00",345102KY2,US345102KY20,-,112.04,United States,-,USD,2.42,0.32,1.0,"Aug 01, 2024",5.0,2.42,-,0.32,2.42,0.32,USD,"Aug 19, 2014","Aug 19, 2014"
LOS ANGELES CNTY CALIF SANTN D,Government Related,Fixed Income,"222,398.16",0.09,"222,398.16","195,000.00",545149JY3,US545149JY31,-,112.8,United States,-,USD,2.58,0.32,1.0,"Oct 01, 2024",5.0,2.58,-,0.32,2.58,0.32,USD,"Nov 16, 2016","Nov 16, 2016"
SUNNYVALE CALIF SCH DIST,Municipals,Fixed Income,"222,383.45",0.09,"222,383.45","195,000.00",867578SH0,US867578SH05,-,112.38,United States,-,USD,2.51,0.33,1.0,"Sep 01, 2024",5.0,2.5,-,0.33,2.5,0.33,USD,"Jun 30, 2015","Jun 30, 2015"
CLARK CNTY NEV WTR RECLAMATION,Municipals,Fixed Income,"222,161.61",0.09,"222,161.61","195,000.00",181070DN0,US181070DN03,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Aug 04, 2015","Aug 04, 2015"
CLARK CNTY NEV HWY IMPT REV,Government Related,Fixed Income,"222,161.61",0.09,"222,161.61","195,000.00",181000NH9,US181000NH95,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Nov 10, 2015","Nov 10, 2015"
ALABAMA FED AID HWY FIN AUTH S,Government Related,Fixed Income,"222,161.97",0.09,"222,161.97","195,000.00",010268BJ8,US010268BJ87,-,112.26,United States,-,USD,2.51,0.37,1.0,"Sep 01, 2024",5.0,2.5,-,0.37,2.5,0.37,USD,"Jun 29, 2017","Jun 29, 2017"
ARIZONA ST TRANSN BRD EXCISE T,Government Related,Fixed Income,"222,109.97",0.09,"222,109.97","195,000.00",040649MH5,US040649MH59,-,111.4,United States,-,USD,2.33,0.41,1.0,"Jul 01, 2024",5.0,2.33,-,0.41,2.33,0.41,USD,"Oct 06, 2016","Oct 06, 2016"
LOS RIOS CALIF CMNTY COLLEGE D,Municipals,Fixed Income,"222,118.49",0.09,"222,118.49","200,000.00",545624RF7,US545624RF79,-,109.39,United States,-,USD,2.45,0.34,1.0,"Aug 01, 2024",4.0,2.44,-,0.34,2.44,0.34,USD,"Jul 01, 2021","Jul 01, 2021"
MARYLAND ST,Government Related,Fixed Income,"222,064.37",0.09,"222,064.37","200,000.00",574193LF3,US574193LF35,-,109.37,United States,-,USD,2.45,0.35,1.0,"Aug 01, 2024",4.0,2.44,-,0.35,2.44,0.35,USD,"Mar 17, 2015","Mar 17, 2015"
DELAWARE RIV JT TOLL BRDG COMM,Government Related,Fixed Income,"222,058.38",0.09,"222,058.38","195,000.00",246343KC0,US246343KC09,-,111.38,United States,-,USD,2.33,0.42,1.0,"Jul 01, 2024",5.0,2.33,-,0.42,2.33,0.42,USD,"Apr 29, 2015","Apr 29, 2015"
OHIO ST,Government Related,Fixed Income,"221,940.76",0.09,"221,940.76","195,000.00",677522CH5,US677522CH52,-,112.15,United States,-,USD,2.51,0.41,1.0,"Sep 01, 2024",5.0,2.5,-,0.41,2.5,0.41,USD,"Jan 29, 2015","Jan 29, 2015"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"221,887.41",0.09,"221,887.41","195,000.00",882854WF5,US882854WF54,-,112.73,United States,-,USD,2.62,0.4,1.0,"Oct 15, 2024",5.0,2.62,-,0.4,2.62,0.4,USD,"Nov 04, 2015","Nov 04, 2015"
ORANGE CNTY N C,Municipals,Fixed Income,"218,494.42",0.08,"218,494.42","200,000.00",684609UX6,US684609UX60,-,108.25,United States,-,USD,2.16,0.32,1.0,"Apr 01, 2024",4.0,2.16,-,0.32,2.16,0.32,USD,"Dec 28, 2012","Dec 28, 2012"
FLORIDA ST BRD ED CAP OUTLAY,Government Related,Fixed Income,"218,084.31",0.08,"218,084.31","195,000.00",341426S54,US341426S541,-,109.34,United States,-,USD,1.89,0.31,1.0,"Jan 01, 2024",5.0,1.89,-,0.31,1.89,0.31,USD,"Apr 27, 2017","Apr 27, 2017"
ARKANSAS ST,Government Related,Fixed Income,"218,057.91",0.08,"218,057.91","195,000.00",041042ZC9,US041042ZC92,-,110.57,United States,-,USD,2.14,0.28,1.0,"Apr 01, 2024",5.0,2.14,-,0.28,2.14,0.28,USD,"Dec 01, 2014","Dec 01, 2014"
PENNSYLVANIA INFRASTRUCTURE IN,Municipals,Fixed Income,"218,045.23",0.08,"218,045.23","195,000.00",708836GQ8,US708836GQ85,-,109.51,United States,-,USD,1.93,0.32,1.0,"Jan 15, 2024",5.0,1.92,-,0.32,1.92,0.32,USD,"Jan 18, 2018","Jan 18, 2018"
KING CNTY WASH,Government Related,Fixed Income,"217,641.17",0.08,"217,641.17","195,000.00",49474FRG7,US49474FRG71,-,111.19,United States,-,USD,2.31,0.34,1.0,"Jun 01, 2024",5.0,2.3,-,0.34,2.3,0.34,USD,"Aug 10, 2017","Aug 10, 2017"
NEW JERSEY ST,Government Related,Fixed Income,"216,645.56",0.08,"216,645.56","195,000.00",646039WM5,US646039WM52,-,110.68,United States,-,USD,2.31,0.54,1.0,"Jun 01, 2024",5.0,2.3,-,0.54,2.3,0.54,USD,"Dec 21, 2016","Dec 21, 2016"
SAN JOSE CALIF,Government Related,Fixed Income,"216,627.33",0.08,"216,627.33","190,000.00",798135F61,US798135F618,-,112.35,United States,-,USD,2.51,0.34,1.0,"Sep 01, 2024",5.0,2.5,-,0.34,2.5,0.34,USD,"Jul 25, 2019","Jul 25, 2019"
HARRIS CNTY TEX TOLL RD REV,Government Related,Fixed Income,"216,466.52",0.08,"216,466.52","190,000.00",41423PAF4,US41423PAF45,-,112.04,United States,-,USD,2.45,0.38,1.0,"Aug 15, 2024",5.0,2.45,-,0.38,2.45,0.38,USD,"Feb 28, 2018","Feb 28, 2018"
CLARK CNTY NEV ARPT REV,Government Related,Fixed Income,"216,364.57",0.08,"216,364.57","190,000.00",181006GQ4,US181006GQ48,-,111.38,United States,-,USD,2.33,0.42,1.0,"Jul 01, 2024",5.0,2.33,-,0.42,2.33,0.42,USD,"Jul 22, 2015","Jul 22, 2015"
NEW MEXICO ST SEVERANCE TAX,Government Related,Fixed Income,"216,355.83",0.08,"216,355.83","195,000.00",647310X63,US647310X639,-,108.95,United States,-,USD,2.36,0.4,1.0,"Jul 01, 2024",4.0,2.36,-,0.4,2.36,0.4,USD,"Jun 23, 2016","Jun 23, 2016"
HOUSTON TEX UTIL SYS REV FOR I,Government Related,Fixed Income,"216,027.58",0.08,"216,027.58","190,000.00",44244CMU8,US44244CMU89,-,113.06,United States,-,USD,2.71,0.42,1.0,"Nov 15, 2024",5.0,2.7,-,0.42,2.7,0.42,USD,"May 04, 2017","May 01, 2017"
ORANGE CNTY FLA TOURIST DEV TAX RE,Government Related,Fixed Income,"215,306.33",0.08,"215,306.33","190,000.00",684545YC4,US684545YC43,-,112.07,United States,-,USD,2.58,0.57,1.0,"Oct 01, 2024",5.0,2.58,-,0.57,2.58,0.57,USD,"Sep 28, 2010","Sep 28, 2010"
SAN ANTONIO TEX,Government Related,Fixed Income,"212,327.78",0.08,"212,327.78","190,000.00",7962373D5,US7962373D55,-,109.67,United States,-,USD,1.97,0.34,1.0,"Feb 01, 2024",5.0,1.97,-,0.34,1.97,0.34,USD,"Aug 31, 2016","Aug 01, 2016"
UNIVERSITY CALIF REVS FOR PREV,Government Related,Fixed Income,"212,156.75",0.08,"212,156.75","190,000.00",91412GUQ6,US91412GUQ62,-,111.02,United States,-,USD,2.26,0.33,1.0,"May 15, 2024",5.0,2.26,-,0.33,2.26,0.33,USD,"Apr 10, 2014","Apr 10, 2014"
SAN FRANCISCO CALIF CITY &CNTY ARP,Government Related,Fixed Income,"211,823.94",0.08,"211,823.94","190,000.00",79766DGQ6,US79766DGQ60,-,110.65,United States,-,USD,2.22,0.41,1.0,"May 01, 2024",5.0,2.22,-,0.41,2.22,0.41,USD,"Sep 29, 2016","Sep 29, 2016"
CHEMEKETA ORE CMNTY COLLEGE DI,Municipals,Fixed Income,"211,522.20",0.08,"211,522.20","190,000.00",163597HG5,US163597HG59,-,111.11,United States,-,USD,2.35,0.45,1.0,"Jun 15, 2024",5.0,2.34,-,0.45,2.34,0.45,USD,"Jun 26, 2014","Jun 26, 2014"
REEDY CREEK IMPT DIST FLA,Government Related,Fixed Income,"211,138.92",0.08,"211,138.92","190,000.00",758449RC8,US758449RC82,-,110.71,United States,-,USD,2.31,0.53,1.0,"Jun 01, 2024",5.0,2.3,-,0.53,2.3,0.53,USD,"Oct 12, 2017","Oct 12, 2017"
TENNESSEE ST,Government Related,Fixed Income,"210,969.75",0.08,"210,969.75","185,000.00",880541XF9,US880541XF98,-,111.95,United States,-,USD,2.42,0.35,1.0,"Aug 01, 2024",5.0,2.42,-,0.35,2.42,0.35,USD,"Aug 25, 2016","Aug 25, 2016"
SAN DIEGO CALIF UNI SCH DIST,Government Related,Fixed Income,"210,915.73",0.08,"210,915.73","185,000.00",7973552A1,US7973552A17,-,111.51,United States,-,USD,2.33,0.37,1.0,"Jul 01, 2024",5.0,2.33,-,0.37,2.33,0.37,USD,"May 27, 2015","May 27, 2015"
MINNESOTA ST FOR PREVIOUS ISSU,Government Related,Fixed Income,"210,766.68",0.08,"210,766.68","185,000.00",60412AHB2,US60412AHB26,-,111.84,United States,-,USD,2.42,0.39,1.0,"Aug 01, 2024",5.0,2.41,-,0.39,2.41,0.39,USD,"Aug 11, 2016","Aug 11, 2016"
MICHIGAN FIN AUTH REV,Government Related,Fixed Income,"210,667.49",0.08,"210,667.49","185,000.00",59447TNU3,US59447TNU33,-,112.62,United States,-,USD,2.58,0.38,1.0,"Oct 01, 2024",5.0,2.58,-,0.38,2.58,0.38,USD,"Nov 17, 2016","Nov 17, 2016"
NEW JERSEY ECONOMIC DEV AUTH R,Government Related,Fixed Income,"210,651.62",0.08,"210,651.62","190,000.00",64577BCF9,US64577BCF94,-,110.65,United States,-,USD,2.35,0.62,1.0,"Jun 15, 2024",5.0,2.34,-,0.62,2.34,0.62,USD,"Oct 17, 2014","Oct 17, 2014"
MASSACHUSETTS ST,Government Related,Fixed Income,"210,572.47",0.08,"210,572.47","185,000.00",57582RLP9,US57582RLP90,-,113.41,United States,-,USD,2.75,0.37,1.0,"Dec 01, 2024",5.0,2.75,-,0.37,2.75,0.37,USD,"Dec 08, 2016","Dec 08, 2016"
LONE STAR COLLEGE SYS TEX,Municipals,Fixed Income,"210,454.39",0.08,"210,454.39","185,000.00",542264GH3,US542264GH31,-,112.29,United States,-,USD,2.54,0.43,1.0,"Sep 15, 2024",5.0,2.54,-,0.43,2.54,0.43,USD,"Aug 10, 2016","Aug 10, 2016"
METROPOLITAN TRANSN AUTH N Y D,Government Related,Fixed Income,"210,400.09",0.08,"210,400.09","185,000.00",59259N6X6,US59259N6X68,-,113.09,United States,-,USD,2.71,0.41,1.0,"Nov 15, 2024",5.0,2.7,-,0.41,2.7,0.41,USD,"May 17, 2017","May 17, 2017"
PIERCE CNTY WASH SCH DIST NO 0,Government Related,Fixed Income,"210,226.59",0.08,"210,226.59","185,000.00",720424XT2,US720424XT27,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"Nov 06, 2012","Nov 06, 2012"
LONG BEACH CALIF CMNTY COLLEGE,Municipals,Fixed Income,"206,480.08",0.08,"206,480.08","185,000.00",542411KK8,US542411KK81,-,111.19,United States,-,USD,2.31,0.34,1.0,"Jun 01, 2024",5.0,2.3,-,0.34,2.3,0.34,USD,"Jun 25, 2015","Jun 25, 2015"
METROPOLITAN GOVT NASHVILLE &,Government Related,Fixed Income,"206,387.90",0.08,"206,387.90","185,000.00",592030G53,US592030G534,-,110.92,United States,-,USD,2.26,0.37,1.0,"May 15, 2024",5.0,2.26,-,0.37,2.26,0.37,USD,"Jun 14, 2017","Jun 14, 2017"
NEW YORK ST TWY AUTH GEN REV,Government Related,Fixed Income,"206,357.40",0.08,"206,357.40","185,000.00",650009N90,US650009N905,-,109.04,United States,-,USD,1.89,0.45,1.0,"Jan 01, 2024",5.0,1.89,-,0.45,1.89,0.45,USD,"Mar 08, 2018","Mar 08, 2018"
NEW YORK ST ENVIRONMENTAL FACS,Government Related,Fixed Income,"206,292.25",0.08,"206,292.25","185,000.00",64986A3C3,US64986A3C31,-,111.29,United States,-,USD,2.35,0.38,1.0,"Jun 15, 2024",5.0,2.34,-,0.38,2.34,0.38,USD,"Mar 27, 2014","Mar 27, 2014"
PURDUE UNIV IND CTFS PARTN,Municipals,Fixed Income,"205,263.00",0.08,"205,263.00","180,000.00",746173GE7,US746173GE72,-,111.54,United States,-,USD,2.33,0.36,1.0,"Jul 01, 2024",5.0,2.33,-,0.36,2.33,0.36,USD,"Jun 15, 2016","Jun 15, 2016"
PHOENIX ARIZ,Government Related,Fixed Income,"204,976.96",0.08,"204,976.96","180,000.00",718814Q25,US718814Q257,-,111.38,United States,-,USD,2.33,0.42,1.0,"Jul 01, 2024",5.0,2.33,-,0.42,2.33,0.42,USD,"Sep 13, 2016","Sep 13, 2016"
INDIANA ST FIN AUTH WASTEWATER,Government Related,Fixed Income,"204,921.02",0.08,"204,921.02","180,000.00",45505MEQ5,US45505MEQ50,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Sep 21, 2016","Sep 21, 2016"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"204,872.91",0.08,"204,872.91","180,000.00",64971WQ60,US64971WQ609,-,111.73,United States,-,USD,2.42,0.43,1.0,"Aug 01, 2024",5.0,2.41,-,0.43,2.41,0.43,USD,"Sep 22, 2016","Sep 22, 2016"
PENNSYLVANIA ST TPK COMMN TPK,Government Related,Fixed Income,"204,264.86",0.08,"204,264.86","180,000.00",709224KK4,US709224KK42,-,113.06,United States,-,USD,2.75,0.48,1.0,"Dec 01, 2024",5.0,2.75,-,0.48,2.75,0.48,USD,"Dec 17, 2015","Dec 17, 2015"
ARLINGTON TEX INDPT SCH DIST,Government Related,Fixed Income,"201,032.42",0.08,"201,032.42","180,000.00",041826Y51,US041826Y519,-,109.8,United States,-,USD,2.01,0.36,1.0,"Feb 15, 2024",5.0,2.01,-,0.36,2.01,0.36,USD,"Jul 26, 2016","Jul 01, 2016"
PENNSYLVANIA ST,Government Related,Fixed Income,"200,930.96",0.08,"200,930.96","180,000.00",70914PJ78,US70914PJ782,-,109.13,United States,-,USD,1.89,0.41,1.0,"Jan 01, 2024",5.0,1.89,-,0.41,1.89,0.41,USD,"Nov 16, 2017","Nov 16, 2017"
GRAND PRAIRIE TEX,Municipals,Fixed Income,"200,911.88",0.08,"200,911.88","180,000.00",386138YE5,US386138YE53,-,109.73,United States,-,USD,2.01,0.39,1.0,"Feb 15, 2024",5.0,2.01,-,0.39,2.01,0.39,USD,"Nov 19, 2019","Aug 15, 2019"
CONNECTICUT ST,Government Related,Fixed Income,"200,862.45",0.08,"200,862.45","180,000.00",20772JV25,US20772JV254,-,110.12,United States,-,USD,2.09,0.39,1.0,"Mar 15, 2024",5.0,2.09,-,0.39,2.09,0.39,USD,"Mar 30, 2016","Mar 30, 2016"
NEW JERSEY ST TRANSN TR FD AUT,Government Related,Fixed Income,"199,564.69",0.08,"199,564.69","180,000.00",646136U33,US646136U338,-,110.65,United States,-,USD,2.35,0.62,1.0,"Jun 15, 2024",5.0,2.34,-,0.62,2.34,0.62,USD,"Nov 25, 2014","Nov 25, 2014"
MASSACHUSETTS ST CLEAN WTR TR,Corporates,Fixed Income,"199,421.89",0.08,"199,421.89","175,000.00",575829CQ7,US575829CQ73,-,111.87,United States,-,USD,2.42,0.38,1.0,"Aug 01, 2024",5.0,2.41,-,0.38,2.41,0.38,USD,"Apr 13, 2017","Apr 13, 2017"
INDIANA UNIV REVS,Municipals,Fixed Income,"199,325.90",0.08,"199,325.90","175,000.00",455168BN3,US455168BN30,-,111.82,United States,-,USD,2.42,0.4,1.0,"Aug 01, 2024",5.0,2.41,-,0.4,2.41,0.4,USD,"Jan 14, 2015","Jan 14, 2015"
UNIVERSITY TEX UNIV REVS,Government Related,Fixed Income,"199,279.53",0.08,"199,279.53","175,000.00",91514AET8,US91514AET88,-,111.99,United States,-,USD,2.45,0.4,1.0,"Aug 15, 2024",5.0,2.45,-,0.4,2.45,0.4,USD,"Aug 22, 2016","Aug 15, 2016"
ANNE ARUNDEL CNTY MD,Government Related,Fixed Income,"199,228.77",0.08,"199,228.77","175,000.00",03588HUC8,US03588HUC86,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Mar 29, 2018","Mar 29, 2018"
CALIFORNIA ST,Government Related,Fixed Income,"199,228.77",0.08,"199,228.77","175,000.00",13063DJY5,US13063DJY58,-,112.6,United States,-,USD,2.58,0.39,1.0,"Oct 01, 2024",5.0,2.58,-,0.39,2.58,0.39,USD,"Oct 25, 2018","Oct 25, 2018"
SPRINGFIELD MO PUB UTIL REV,Municipals,Fixed Income,"199,038.27",0.08,"199,038.27","175,000.00",851018KM2,US851018KM24,-,111.65,United States,-,USD,2.42,0.46,1.0,"Aug 01, 2024",5.0,2.41,-,0.46,2.41,0.46,USD,"Jun 18, 2015","Jun 18, 2015"
HARRIS CNTY TEX MET TRAN AUTH,Municipals,Fixed Income,"199,023.01",0.08,"199,023.01","175,000.00",41422EGY3,US41422EGY32,-,112.89,United States,-,USD,2.67,0.42,1.0,"Nov 01, 2024",5.0,2.66,-,0.42,2.66,0.42,USD,"Nov 08, 2017","Nov 08, 2017"
KING CNTY WASH SCH DIST NO 411,Municipals,Fixed Income,"198,971.98",0.08,"198,971.98","175,000.00",4952243J4,US4952243J44,-,113.28,United States,-,USD,2.75,0.41,1.0,"Dec 01, 2024",5.0,2.75,-,0.41,2.75,0.41,USD,"Aug 23, 2017","Aug 23, 2017"
MEMPHIS TENN ELEC SYS REV,Government Related,Fixed Income,"198,862.99",0.08,"198,862.99","175,000.00",586158NE3,US586158NE31,-,113.22,United States,-,USD,2.75,0.43,1.0,"Dec 01, 2024",5.0,2.75,-,0.43,2.75,0.43,USD,"Jun 03, 2014","Jun 03, 2014"
DENTON TEX INDPT SCH DIST,Government Related,Fixed Income,"197,679.36",0.08,"197,679.36","200,000.00",249002ET9,US249002ET95,-,98.84,United States,-,USD,2.62,0.44,1.0,"Aug 15, 2024",0.0,2.61,-,0.44,2.61,0.44,USD,"May 19, 2016","Apr 01, 2016"
GEORGIA ST,Government Related,Fixed Income,"195,680.14",0.08,"195,680.14","175,000.00",373384Z58,US373384Z589,-,109.73,United States,-,USD,1.97,0.31,1.0,"Feb 01, 2024",5.0,1.97,-,0.31,1.97,0.31,USD,"Jul 09, 2015","Jul 09, 2015"
MASSACHUSETTS DEPT TRANSN MET,Municipals,Fixed Income,"195,459.60",0.08,"195,459.60","175,000.00",57563CDC3,US57563CDC38,-,109.19,United States,-,USD,1.89,0.38,1.0,"Jan 01, 2024",5.0,1.89,-,0.38,1.89,0.38,USD,"May 10, 2018","May 10, 2018"
NEW YORK ST URBAN DEV CORP REV,Government Related,Fixed Income,"195,418.86",0.08,"195,418.86","175,000.00",650035M62,US650035M621,-,110.2,United States,-,USD,2.09,0.35,1.0,"Mar 15, 2024",5.0,2.09,-,0.35,2.09,0.35,USD,"Dec 18, 2014","Dec 18, 2014"
RHODE ISLAND ST & PROVIDENCE P,Municipals,Fixed Income,"195,359.89",0.08,"195,359.89","175,000.00",76222RUZ3,US76222RUZ36,-,110.8,United States,-,USD,2.22,0.35,1.0,"May 01, 2024",5.0,2.22,-,0.35,2.22,0.35,USD,"May 09, 2017","May 09, 2017"
CHICAGO ILL O HARE INTL ARPT R,Government Related,Fixed Income,"195,312.88",0.08,"195,312.88","175,000.00",167593WT5,US167593WT50,-,109.11,United States,-,USD,1.89,0.42,1.0,"Jan 01, 2024",5.0,1.89,-,0.42,1.89,0.42,USD,"Jan 10, 2017","Jan 10, 2017"
OMAHA NEB,Government Related,Fixed Income,"195,234.45",0.08,"195,234.45","175,000.00",6817122X2,US6817122X29,-,110.51,United States,-,USD,2.17,0.38,1.0,"Apr 15, 2024",5.0,2.17,-,0.38,2.17,0.38,USD,"Nov 09, 2017","Nov 09, 2017"
WISCONSIN ST,Government Related,Fixed Income,"195,230.39",0.08,"195,230.39","175,000.00",97705MMT9,US97705MMT98,-,110.73,United States,-,USD,2.22,0.38,1.0,"May 01, 2024",5.0,2.22,-,0.38,2.22,0.38,USD,"Aug 07, 2019","Aug 07, 2019"
CALIFORNIA ST PUB WKS BRD LEAS,Corporates,Fixed Income,"195,144.12",0.08,"195,144.12","175,000.00",13068LVR3,US13068LVR31,-,110.68,United States,-,USD,2.22,0.4,1.0,"May 01, 2024",5.0,2.22,-,0.4,2.22,0.4,USD,"Oct 13, 2015","Oct 13, 2015"
BLOUNT CNTY TENN,Municipals,Fixed Income,"195,095.14",0.08,"195,095.14","175,000.00",095167SW3,US095167SW35,-,111.07,United States,-,USD,2.31,0.39,1.0,"Jun 01, 2024",5.0,2.3,-,0.39,2.3,0.39,USD,"Dec 01, 2016","Dec 01, 2016"
BUNCOMBE CNTY N C LTD OBLIG,Municipals,Fixed Income,"195,095.14",0.08,"195,095.14","175,000.00",120525GV6,US120525GV66,-,111.07,United States,-,USD,2.31,0.39,1.0,"Jun 01, 2024",5.0,2.3,-,0.39,2.3,0.39,USD,"Apr 09, 2020","Apr 09, 2020"
UTAH ST BLDG OWNERSHIP AUTH LE,Government Related,Fixed Income,"194,924.75",0.07,"194,924.75","175,000.00",917547YG0,US917547YG09,-,110.75,United States,-,USD,2.26,0.44,1.0,"May 15, 2024",5.0,2.26,-,0.44,2.26,0.44,USD,"Apr 29, 2015","Apr 29, 2015"
METROPOLITAN GOVT NASHVILLE &,Government Related,Fixed Income,"194,256.89",0.07,"194,256.89","175,000.00",592112QC3,US592112QC33,-,109.0,United States,-,USD,2.36,0.38,1.0,"Jul 01, 2024",4.0,2.36,-,0.38,2.36,0.38,USD,"Jul 30, 2015","Jul 30, 2015"
NEW JERSEY ST EDL FACS AUTH RE,Corporates,Fixed Income,"193,949.67",0.07,"193,949.67","170,000.00",6460664X5,US6460664X55,-,111.59,United States,-,USD,2.33,0.34,1.0,"Jul 01, 2024",5.0,2.33,-,0.34,2.33,0.34,USD,"Dec 27, 2017","Dec 27, 2017"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"193,879.33",0.07,"193,879.33","170,000.00",64972HZJ4,US64972HZJ49,-,111.74,United States,-,USD,2.37,0.35,1.0,"Jul 15, 2024",5.0,2.37,-,0.35,2.37,0.35,USD,"Jul 20, 2017","Jul 20, 2017"
COLUMBUS OHIO,Government Related,Fixed Income,"193,814.45",0.07,"193,814.45","170,000.00",199492NU9,US199492NU95,-,111.51,United States,-,USD,2.33,0.37,1.0,"Jul 01, 2024",5.0,2.33,-,0.37,2.33,0.37,USD,"Aug 13, 2015","Aug 13, 2015"
HONOLULU HAWAII CITY & CNTY WA,Municipals,Fixed Income,"193,679.35",0.07,"193,679.35","170,000.00",438701J88,US438701J888,-,111.43,United States,-,USD,2.33,0.4,1.0,"Jul 01, 2024",5.0,2.33,-,0.4,2.33,0.4,USD,"Sep 08, 2016","Sep 08, 2016"
SEATTLE WA WTR SYS REVENUE,Municipals,Fixed Income,"193,677.49",0.07,"193,677.49","170,000.00",812728VJ9,US812728VJ94,-,111.84,United States,-,USD,2.42,0.39,1.0,"Aug 01, 2024",5.0,2.41,-,0.39,2.41,0.39,USD,"Jan 25, 2017","Jan 25, 2017"
AUSTIN TEX,Government Related,Fixed Income,"193,583.21",0.07,"193,583.21","170,000.00",052397AJ5,US052397AJ50,-,112.21,United States,-,USD,2.51,0.39,1.0,"Sep 01, 2024",5.0,2.5,-,0.39,2.5,0.39,USD,"Oct 01, 2015","Oct 01, 2015"
