,,,,,,,,,,,,,,,,,,,,,,,,,,iShares U.S. Fixed Income Balanced Risk Factor ETF
FREEPORT-MCMORAN COPPER & GOLD INC,Industrial,Fixed Income,"63,665.86",0.06,"63,665.86","50,000.00",35671DBC8,US35671DBC83,BFPC4S1,125.73,United States,-,USD,13.21,3.69,1.0,"Mar 15, 2043",5.45,13.37,-,3.67,13.18,3.67,USD,"Sep 15, 2013","Oct 09, 2013"
FHLMC 30YR UMBS SUPER,MBS Pass-Through,Fixed Income,"63,281.67",0.06,"63,281.67","61,350.00",3132DVLC7,US3132DVLC71,-,102.94,United States,-,USD,5.62,1.97,1.0,"Aug 01, 2050",2.5,5.68,-,1.97,5.68,1.97,USD,"Jul 01, 2020","Jul 01, 2020"
FNMA 15YR UMBS SUPER,MBS Pass-Through,Fixed Income,"63,132.31",0.06,"63,132.31","59,747.00",3140X5MC4,US3140X5MC47,-,105.33,United States,-,USD,1.07,-0.04,1.0,"Dec 01, 2033",4.0,1.37,-,-0.04,1.37,-0.04,USD,"Dec 01, 2019","Dec 01, 2019"
FNMA 15YR,MBS Pass-Through,Fixed Income,"63,080.58",0.06,"63,080.58","58,946.00",3140J8K93,US3140J8K932,-,106.76,United States,-,USD,2.65,0.74,1.0,"Feb 01, 2033",3.0,3.04,-,0.74,3.04,0.74,USD,"May 01, 2018","May 01, 2018"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"62,296.29",0.05,"62,296.29","59,200.00",36179TSG1,US36179TSG12,-,104.94,United States,-,USD,3.39,2.23,1.0,"Feb 20, 2048",3.5,4.0,-,2.23,4.0,2.23,USD,"Feb 01, 2018","Feb 01, 2018"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"61,927.76",0.05,"61,927.76","58,510.00",36179SSQ1,US36179SSQ11,-,105.55,United States,-,USD,3.39,2.13,1.0,"Dec 20, 2046",3.5,4.15,-,2.13,4.15,2.13,USD,"Dec 01, 2016","Dec 01, 2016"
CALPINE CORP 144A,Utility,Fixed Income,"61,876.82",0.05,"61,876.82","60,000.00",131347CN4,US131347CN48,BKZMMC6,101.62,United States,-,USD,3.82,4.82,1.0,"Mar 15, 2028",5.13,5.2,-,4.69,3.7,4.69,USD,"Dec 27, 2019","Dec 27, 2019"
SPRINT CORP,Industrial,Fixed Income,"61,223.33",0.05,"61,223.33","50,000.00",85207UAK1,US85207UAK16,BFZYL64,119.91,United States,-,USD,3.35,2.56,1.0,"Mar 01, 2026",7.63,3.58,-,2.18,3.33,2.18,USD,"Feb 22, 2018","Feb 22, 2018"
CLARIOS GLOBAL LP 144A,Industrial,Fixed Income,"61,223.21",0.05,"61,223.21","58,000.00",69867DAA6,US69867DAA63,BJ0M451,104.78,United States,-,USD,0.37,5.02,1.0,"May 15, 2026",6.25,3.79,-,1.75,0.37,1.75,USD,"Apr 01, 2019","Apr 01, 2019"
NETFLIX INC,Industrial,Fixed Income,"60,701.35",0.05,"60,701.35","50,000.00",64110LAT3,US64110LAT35,BJRDX72,120.65,United States,-,USD,5.79,2.58,1.0,"Nov 15, 2028",5.88,5.76,-,2.58,5.76,2.58,USD,"Apr 26, 2018","Apr 26, 2018"
HESS CORPORATION,Industrial,Fixed Income,"60,569.85",0.05,"60,569.85","55,000.00",42809HAG2,US42809HAG20,BD7XTG1,109.05,United States,-,USD,4.55,2.45,1.0,"Apr 01, 2027",4.3,4.68,-,2.37,4.48,2.37,USD,"Sep 28, 2016","Sep 28, 2016"
MPLX LP,Industrial,Fixed Income,"60,564.67",0.05,"60,564.67","60,000.00",55336VBQ2,US55336VBQ23,BKP8MY6,99.94,United States,-,USD,7.54,2.66,1.0,"Aug 15, 2030",2.65,7.59,-,2.66,7.59,2.66,USD,"Aug 18, 2020","Aug 18, 2020"
MATCH GROUP INC 144A,Industrial,Fixed Income,"60,177.15",0.05,"60,177.15","55,000.00",57665RAJ5,US57665RAJ59,BJMFJ86,107.29,United States,-,USD,3.11,4.42,1.0,"Feb 15, 2029",5.63,5.77,-,3.33,1.96,3.33,USD,"Feb 15, 2019","Feb 15, 2019"
FIFTH THIRD BANCORP,Financial Institutions,Fixed Income,"59,513.10",0.05,"59,513.10","60,000.00",316773DD9,US316773DD98,-,98.9,United States,-,USD,4.59,1.75,1.0,"Nov 01, 2027",1.71,4.6,-,1.75,4.6,1.75,USD,"Nov 01, 2021","Nov 01, 2021"
FNMA 30YR,MBS Pass-Through,Fixed Income,"59,498.21",0.05,"59,498.21","55,362.00",3140JLMJ0,US3140JLMJ04,-,107.1,United States,-,USD,2.55,2.61,1.0,"Jan 01, 2049",4.5,3.86,-,2.61,3.86,2.61,USD,"Jan 01, 2019","Jan 01, 2019"
AMERICAN TOWER CORPORATION,Industrial,Fixed Income,"59,059.57",0.05,"59,059.57","60,000.00",03027XBR0,US03027XBR08,-,98.05,United States,-,USD,4.5,1.88,1.0,"Sep 15, 2026",1.45,4.5,-,1.88,4.5,1.88,USD,"Sep 27, 2021","Sep 27, 2021"
PRIME SECURITY SERVICES BORROWER L 144A,Industrial,Fixed Income,"59,010.02",0.05,"59,010.02","55,000.00",74166MAE6,US74166MAE66,BKVKXB0,104.41,United States,-,USD,2.59,5.38,1.0,"Jan 15, 2028",6.25,4.88,-,4.68,2.68,4.68,USD,"Jan 28, 2020","Jan 28, 2020"
BANK OF MONTREAL MTN,Financial Institutions,Fixed Income,"58,991.43",0.05,"58,991.43","60,000.00",06368FAC3,US06368FAC32,-,97.95,Canada,-,USD,4.54,1.7,1.0,"Sep 15, 2026",1.25,4.53,-,1.7,4.53,1.7,USD,"Sep 15, 2021","Sep 15, 2021"
VERIZON COMMUNICATIONS INC,Industrial,Fixed Income,"58,500.20",0.05,"58,500.20","55,000.00",92343VFF6,US92343VFF67,-,105.54,United States,-,USD,4.73,1.88,1.0,"Mar 22, 2027",3.0,4.8,-,1.85,4.66,1.85,USD,"Mar 20, 2020","Mar 20, 2020"
USA COMPRESSION PARTNERS LP,Industrial,Fixed Income,"58,222.31",0.05,"58,222.31","55,000.00",91740PAC2,US91740PAC23,BHPG3B3,104.14,United States,-,USD,0.65,5.76,1.0,"Apr 01, 2026",6.88,3.61,-,3.84,0.25,3.84,USD,"Oct 01, 2018","Jan 11, 2019"
TEEKAY OFFSHORE PARTNERS LP 144A,Industrial,Fixed Income,"57,976.83",0.05,"57,976.83","100,000.00",87901BAB8,US87901BAB80,BFZLNN6,54.08,United States,-,USD,1.35,50.0,1.0,"Jul 15, 2023",8.5,1.06,-,50.0,1.06,50.0,USD,"Jul 02, 2018","Jul 02, 2018"
FHLMC GOLD 30YR GIANT,MBS Pass-Through,Fixed Income,"57,954.39",0.05,"57,954.39","55,195.00",31335BYT7,US31335BYT78,-,104.75,United States,-,USD,3.74,1.98,1.0,"Oct 01, 2047",3.0,4.7,-,1.98,4.7,1.98,USD,"Sep 01, 2018","Sep 01, 2018"
NETFLIX INC,Industrial,Fixed Income,"57,722.58",0.05,"57,722.58","50,000.00",64110LAS5,US64110LAS51,BG47ZP8,114.42,United States,-,USD,5.47,2.39,1.0,"Apr 15, 2028",4.88,5.44,-,2.39,5.44,2.39,USD,"Oct 26, 2017","Oct 26, 2017"
FNMA 15YR UMBS,MBS Pass-Through,Fixed Income,"57,505.07",0.05,"57,505.07","54,410.00",31418DEM0,US31418DEM02,-,105.4,United States,-,USD,2.79,1.72,1.0,"Aug 01, 2034",3.5,3.12,-,1.72,3.12,1.72,USD,"Jul 01, 2019","Jul 01, 2019"
HUGHES SATELLITE SYSTEMS CORP,Industrial,Fixed Income,"57,333.71",0.05,"57,333.71","50,000.00",444454AF9,US444454AF95,BYQN8F1,111.91,United States,-,USD,3.94,3.77,1.0,"Aug 01, 2026",6.63,3.89,-,3.77,3.89,3.77,USD,"Feb 01, 2017","May 11, 2017"
MORGAN STANLEY,Financial Institutions,Fixed Income,"57,310.27",0.05,"57,310.27","55,000.00",61744YAQ1,US61744YAQ17,BD1ML80,103.51,United States,-,USD,1.3,1.05,1.0,"Apr 24, 2024",3.74,1.28,-,1.04,1.28,1.04,USD,"Apr 24, 2018","Apr 24, 2018"
EMBARQ CORP,Industrial,Fixed Income,"56,873.12",0.05,"56,873.12","50,000.00",29078EAA3,US29078EAA38,B156W36,113.08,United States,-,USD,8.95,6.58,1.0,"Jun 01, 2036",8.0,8.82,-,6.58,8.82,6.58,USD,"May 17, 2006","May 19, 2006"
MSCI INC 144A,Industrial,Fixed Income,"56,475.50",0.05,"56,475.50","55,000.00",55354GAQ3,US55354GAQ38,-,101.47,United States,-,USD,7.71,3.1,1.0,"Aug 15, 2033",3.25,9.53,-,3.05,7.4,3.05,USD,"Aug 17, 2021","Aug 17, 2021"
BALL CORP,Industrial,Fixed Income,"56,389.50",0.05,"56,389.50","50,000.00",058498AT3,US058498AT38,BYR7K23,110.15,United States,-,USD,3.16,2.22,1.0,"Jul 01, 2025",5.25,3.15,-,2.22,3.15,2.22,USD,"Jun 25, 2015","Jun 25, 2015"
ORIX CORPORATION,Financial Institutions,Fixed Income,"56,316.73",0.05,"56,316.73","55,000.00",686330AH4,US686330AH40,BDFCG81,101.08,Japan,-,USD,0.54,0.91,1.0,"Jul 18, 2022",2.9,0.54,-,0.91,0.54,0.91,USD,"Jul 18, 2017","Jul 18, 2017"
SEALED AIR CORPORATION 144A,Industrial,Fixed Income,"56,125.22",0.05,"56,125.22","50,000.00",81211KAX8,US81211KAX81,BZ1FSZ9,110.63,United States,-,USD,3.16,2.48,1.0,"Sep 15, 2025",5.5,3.33,-,2.28,3.12,2.28,USD,"Jun 16, 2015","Jun 16, 2015"
VERISIGN INC,Industrial,Fixed Income,"55,850.75",0.05,"55,850.75","50,000.00",92343EAH5,US92343EAH53,BYPL5H7,110.39,United States,-,USD,2.79,1.94,1.0,"Apr 01, 2025",5.25,2.98,-,1.68,2.77,1.68,USD,"Mar 27, 2015","Jul 10, 2015"
CITIGROUP INC,Financial Institutions,Fixed Income,"55,764.31",0.05,"55,764.31","50,000.00",172967ME8,US172967ME81,BJ9N143,110.41,United States,-,USD,6.15,2.31,1.0,"Mar 20, 2030",3.98,7.0,-,2.31,7.0,2.31,USD,"Mar 20, 2019","Mar 20, 2019"
WESTERN DIGITAL CORPORATION,Industrial,Fixed Income,"55,716.22",0.05,"55,716.22","50,000.00",958102AM7,US958102AM75,BFZHJV4,109.64,United States,-,USD,3.56,2.29,1.0,"Feb 15, 2026",4.75,3.71,-,2.14,3.5,2.14,USD,"Feb 13, 2018","Feb 13, 2018"
MERITAGE HOMES CORP MTN,Industrial,Fixed Income,"55,415.95",0.05,"55,415.95","50,000.00",59001ABA9,US59001ABA97,BDGKYC4,110.48,United States,-,USD,4.49,3.02,1.0,"Jun 06, 2027",5.13,4.76,-,2.83,4.37,2.83,USD,"Jun 06, 2017","Sep 21, 2017"
CLEARWATER PAPER CORP 144A,Industrial,Fixed Income,"55,336.79",0.05,"55,336.79","50,000.00",18538RAH6,US18538RAH66,BPG2HY7,108.43,United States,-,USD,2.83,2.51,1.0,"Feb 01, 2025",5.38,2.8,-,2.51,2.8,2.51,USD,"Jul 29, 2014","Jul 29, 2014"
MARTIN MARIETTA MATERIALS INC,Industrial,Fixed Income,"54,986.91",0.05,"54,986.91","55,000.00",573284AY2,US573284AY29,-,99.65,United States,-,USD,1.3,0.88,1.0,"Jul 15, 2023",0.65,1.52,-,0.88,1.52,0.88,USD,"Jul 02, 2021","Jul 02, 2021"
OFFICE PROPERTIES INCOME TRUST,Financial Institutions,Fixed Income,"54,951.26",0.05,"54,951.26","56,000.00",67623CAF6,US67623CAF68,-,97.24,United States,-,USD,8.18,3.79,1.0,"Oct 15, 2031",3.45,8.14,-,3.79,8.14,3.79,USD,"Sep 28, 2021","Sep 28, 2021"
CALPINE CORP 144A,Utility,Fixed Income,"54,610.93",0.05,"54,610.93","53,000.00",131347CK0,US131347CK09,BYZ97P3,102.6,United States,-,USD,1.01,4.59,1.0,"Jun 01, 2026",5.25,3.9,-,3.11,0.41,3.11,USD,"May 31, 2016","May 31, 2016"
BLACK HILLS CORPORATION,Utility,Fixed Income,"54,531.69",0.05,"54,531.69","50,000.00",092113AL3,US092113AL30,BZ128M7,107.24,United States,-,USD,3.36,2.07,1.0,"Jan 15, 2026",3.95,3.68,-,1.83,3.26,1.83,USD,"Jan 13, 2016","Jan 13, 2016"
ENSTAR GROUP LTD,Financial Institutions,Fixed Income,"54,524.59",0.05,"54,524.59","55,000.00",29359UAC3,US29359UAC36,-,98.04,United States,-,USD,8.15,3.34,1.0,"Sep 01, 2031",3.1,8.18,-,3.34,8.18,3.34,USD,"Aug 24, 2021","Aug 24, 2021"
KEMPER CORP,Financial Institutions,Fixed Income,"54,290.17",0.05,"54,290.17","50,000.00",488401AB6,US488401AB66,BVZ6WB4,106.94,United States,-,USD,2.72,2.04,1.0,"Feb 15, 2025",4.35,2.89,-,1.86,2.67,1.86,USD,"Feb 24, 2015","Feb 24, 2015"
NAVIENT CORP MTN,Financial Institutions,Fixed Income,"54,136.17",0.05,"54,136.17","50,000.00",78442FET1,US78442FET12,BKY7YH1,106.64,United States,-,USD,2.09,3.03,1.0,"Mar 25, 2024",6.13,2.06,-,3.03,2.06,3.03,USD,"Mar 27, 2014","Mar 27, 2014"
TERRAFORM POWER OPERATING LLC 144A,Utility,Fixed Income,"54,131.67",0.05,"54,131.67","50,000.00",88104LAE3,US88104LAE39,BD2BVC0,106.18,United States,-,USD,4.98,3.85,1.0,"Jan 31, 2028",5.0,5.15,-,3.76,4.78,3.76,USD,"Dec 12, 2017","Dec 12, 2017"
MGM GROWTH PROPERTIES OPERATING PA,Industrial,Fixed Income,"53,941.75",0.05,"53,941.75","50,000.00",55303XAC9,US55303XAC92,BD899Z7,106.95,United States,-,USD,1.98,2.54,1.0,"May 01, 2024",5.63,2.18,-,2.2,1.96,2.2,USD,"Nov 01, 2016","Mar 03, 2017"
GRAY ESCROW INC 144A,Industrial,Fixed Income,"53,904.72",0.05,"53,904.72","50,000.00",389284AA8,US389284AA85,BGS1HG1,106.92,United States,-,USD,0.39,5.49,1.0,"May 15, 2027",7.0,4.44,-,2.34,0.37,2.34,USD,"Nov 16, 2018","Nov 16, 2018"
CHENIERE ENERGY PARTNERS LP,Industrial,Fixed Income,"53,842.00",0.05,"53,842.00","50,000.00",16411QAG6,US16411QAG64,BMVQHT8,106.56,United States,-,USD,3.99,3.52,1.0,"Oct 01, 2029",4.5,6.49,-,2.8,2.56,2.8,USD,"Apr 01, 2020","Jun 26, 2020"
CHENIERE CORPUS CHRISTI HOLDINGS L,Industrial,Fixed Income,"53,794.89",0.05,"53,794.89","50,000.00",16412XAJ4,US16412XAJ46,-,107.12,United States,-,USD,6.61,2.69,1.0,"Nov 15, 2029",3.7,6.82,-,2.63,6.45,2.63,USD,"May 15, 2020","Oct 23, 2020"
TENET HEALTHCARE CORPORATION,Industrial,Fixed Income,"53,653.00",0.05,"53,653.00","50,000.00",88033GCN8,US88033GCN88,BYX7PW2,107.01,United States,-,USD,1.4,1.85,1.0,"Jun 15, 2023",6.75,1.4,-,1.85,1.4,1.85,USD,"Jun 16, 2015","Aug 17, 2015"
TRANSDIGM INC,Industrial,Fixed Income,"53,413.67",0.05,"53,413.67","50,000.00",893647BH9,US893647BH98,BJV3SS4,104.62,United States,-,USD,0.2,6.44,1.0,"Mar 15, 2027",7.5,4.2,-,3.06,0.2,3.06,USD,"Sep 15, 2019","Sep 16, 2019"
MCKESSON CORP,Industrial,Fixed Income,"53,391.80",0.05,"53,391.80","55,000.00",581557BQ7,US581557BQ70,-,97.01,United States,-,USD,3.83,1.69,1.0,"Dec 03, 2025",0.9,3.83,-,1.69,3.83,1.69,USD,"Dec 03, 2020","Dec 03, 2020"
UNITED CONTINENTAL HOLDINGS INC,Industrial,Fixed Income,"52,839.17",0.05,"52,839.17","50,000.00",910047AH2,US910047AH22,BYPBX40,103.6,United States,-,USD,1.96,3.2,1.0,"Feb 01, 2024",5.0,1.94,-,3.2,1.94,3.2,USD,"Jan 26, 2017","Jan 26, 2017"
FNMA 30YR,MBS Pass-Through,Fixed Income,"52,831.34",0.05,"52,831.34","51,244.00",3140J8DM2,US3140J8DM26,-,102.89,United States,-,USD,5.41,1.92,1.0,"Apr 01, 2047",2.5,5.16,-,1.92,5.16,1.92,USD,"Mar 01, 2018","Mar 01, 2018"
CASCADES INC. 144A,Industrial,Fixed Income,"52,836.27",0.05,"52,836.27","50,000.00",14739LAB8,US14739LAB80,BJV9C79,103.21,Canada,-,USD,2.98,4.76,1.0,"Jan 15, 2028",5.38,5.01,-,4.24,2.73,4.24,USD,"Nov 26, 2019","Nov 26, 2019"
DOMINION RESOURCES INC/VA,Utility,Fixed Income,"52,733.33",0.05,"52,733.33","50,000.00",25746UCK3,US25746UCK34,BZ03LH7,104.39,United States,-,USD,4.18,1.85,1.0,"Aug 15, 2026",2.85,4.29,-,1.8,4.06,1.8,USD,"Aug 09, 2016","Aug 09, 2016"
COMMSCOPE INC 144A,Industrial,Fixed Income,"52,723.50",0.05,"52,723.50","50,000.00",20338QAD5,US20338QAD51,BGDS1B0,103.45,United States,-,USD,0.5,5.07,1.0,"Mar 01, 2026",6.0,3.6,-,3.15,0.16,3.15,USD,"Feb 19, 2019","Feb 19, 2019"
HESS MIDSTREAM OPERATIONS LP 144A,Industrial,Fixed Income,"52,530.39",0.05,"52,530.39","50,000.00",428104AA1,US428104AA14,BKVHZF9,104.83,United States,-,USD,2.86,4.26,1.0,"Jun 15, 2028",5.13,5.47,-,3.42,1.4,3.42,USD,"Dec 10, 2019","Dec 10, 2019"
CALPINE CORP 144A,Utility,Fixed Income,"52,525.00",0.05,"52,525.00","50,000.00",131347CM6,US131347CM64,BJVS9S6,103.35,United States,-,USD,2.82,3.88,1.0,"Feb 15, 2028",4.5,5.24,-,3.41,1.07,3.41,USD,"Dec 20, 2019","Dec 20, 2019"
AMERICAN TOWER CORPORATION,Industrial,Fixed Income,"52,481.62",0.05,"52,481.62","50,000.00",03027XAT7,US03027XAT72,BJMJ676,104.53,United States,-,USD,2.22,1.42,1.0,"May 15, 2024",3.38,2.28,-,1.36,2.2,1.36,USD,"Mar 15, 2019","Mar 15, 2019"
HASBRO INC,Industrial,Fixed Income,"52,308.50",0.05,"52,308.50","50,000.00",418056AX5,US418056AX57,-,104.27,United States,-,USD,2.71,1.48,1.0,"Nov 19, 2024",3.0,2.76,-,1.44,2.68,1.44,USD,"Nov 19, 2019","Nov 19, 2019"
TELEFLEX INCORPORATED,Industrial,Fixed Income,"52,282.99",0.05,"52,282.99","50,000.00",879369AF3,US879369AF39,BDG2CF9,103.97,United States,-,USD,1.94,3.86,1.0,"Nov 15, 2027",4.63,5.1,-,2.62,0.85,2.62,USD,"Nov 20, 2017","Nov 20, 2017"
VICI PROPERTIES LP 144A,Industrial,Fixed Income,"52,243.58",0.05,"52,243.58","50,000.00",92564RAA3,US92564RAA32,-,104.13,United States,-,USD,1.73,3.31,1.0,"Dec 01, 2026",4.25,4.44,-,1.98,0.9,1.98,USD,"Nov 26, 2019","Nov 26, 2019"
FNMA 30YR,MBS Pass-Through,Fixed Income,"52,149.07",0.05,"52,149.07","49,043.00",3140Q7HS9,US3140Q7HS97,-,106.04,United States,-,USD,3.04,1.93,1.0,"Aug 01, 2047",3.5,3.97,-,1.93,3.97,1.93,USD,"Aug 01, 2017","Aug 01, 2017"
AMC NETWORKS INC,Industrial,Fixed Income,"52,113.58",0.05,"52,113.58","50,000.00",00164VAE3,US00164VAE39,BZ9P8N9,102.25,United States,-,USD,1.15,4.07,1.0,"Aug 01, 2025",4.75,3.21,-,2.87,0.56,2.87,USD,"Jul 28, 2017","Jul 28, 2017"
DISH DBS CORP,Industrial,Fixed Income,"51,969.11",0.05,"51,969.11","50,000.00",25470XAL9,US25470XAL91,B9WGB72,102.47,United States,-,USD,1.16,2.9,1.0,"Mar 15, 2023",5.0,1.15,-,2.9,1.15,2.9,USD,"Dec 27, 2012","May 09, 2013"
SAN DIEGO GAS & ELECTRIC CO,Utility,Fixed Income,"51,940.22",0.05,"51,940.22","50,000.00",797440BU7,US797440BU77,BD724F2,103.56,United States,-,USD,4.01,1.65,1.0,"May 15, 2026",2.5,4.13,-,1.6,3.9,1.6,USD,"May 19, 2016","May 19, 2016"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"51,807.40",0.05,"51,807.40","48,948.00",36179R7J2,US36179R7J23,BFX80C7,105.55,United States,-,USD,3.39,2.13,1.0,"Apr 20, 2046",3.5,4.15,-,2.13,4.15,2.13,USD,"Apr 01, 2016","Apr 01, 2016"
RANGE RESOURCES CORPORATION,Industrial,Fixed Income,"51,794.61",0.05,"51,794.61","50,000.00",75281ABA6,US75281ABA60,BF3TMD5,102.12,United States,-,USD,0.93,3.19,1.0,"Mar 15, 2023",5.0,1.15,-,2.74,0.92,2.74,USD,"Sep 15, 2017","Oct 05, 2017"
LEVEL 3 FINANCING INC 144A,Industrial,Fixed Income,"51,762.40",0.05,"51,762.40","50,000.00",527298BN2,US527298BN21,BKB0R30,102.16,United States,-,USD,2.87,4.19,1.0,"Sep 15, 2027",4.63,4.92,-,3.77,2.5,3.77,USD,"Sep 25, 2019","Sep 25, 2019"
TRANSDIGM INC,Industrial,Fixed Income,"51,486.17",0.04,"51,486.17","50,000.00",893647BB2,US893647BB29,BF01TB1,102.69,United States,-,USD,0.93,5.68,1.0,"Jun 15, 2026",6.38,3.84,-,3.86,0.45,3.86,USD,"Dec 15, 2016","Feb 23, 2017"
AMERICAN TOWER CORPORATION,Industrial,Fixed Income,"51,491.67",0.04,"51,491.67","50,000.00",03027XAQ3,US03027XAQ34,BF3VXV6,102.85,United States,-,USD,1.43,1.02,1.0,"Jun 15, 2023",3.0,1.43,-,1.02,1.43,1.02,USD,"Dec 08, 2017","Dec 08, 2017"
UNIVISION COMMUNICATIONS INC 144A,Industrial,Fixed Income,"51,481.06",0.04,"51,481.06","50,000.00",914906AS1,US914906AS13,BVGBM41,101.03,United States,-,USD,0.51,4.77,1.0,"Feb 15, 2025",5.13,2.81,-,3.61,0.12,3.61,USD,"Feb 19, 2015","Feb 19, 2015"
FNMA 30YR UMBS,MBS Pass-Through,Fixed Income,"51,133.86",0.04,"51,133.86","49,950.00",3140QMVC5,US3140QMVC59,-,102.16,United States,-,USD,5.65,2.13,1.0,"Dec 01, 2051",2.5,6.01,-,2.13,6.01,2.13,USD,"Nov 01, 2021","Nov 01, 2021"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"50,892.55",0.04,"50,892.55","47,667.00",36179TLT0,US36179TLT06,BKVK246,106.43,United States,-,USD,3.06,2.3,1.0,"Nov 20, 2047",4.0,3.88,-,2.3,3.88,2.3,USD,"Nov 01, 2017","Nov 01, 2017"
ARES CAPITAL CORPORATION,Financial Institutions,Fixed Income,"50,452.06",0.04,"50,452.06","47,000.00",04010LAZ6,US04010LAZ67,-,105.56,United States,-,USD,3.65,2.42,1.0,"Jan 15, 2026",3.88,3.68,-,2.39,3.61,2.39,USD,"Jul 15, 2020","Jul 15, 2020"
WILLIAMS COMPANIES INC,Industrial,Fixed Income,"50,301.28",0.04,"50,301.28","50,000.00",969457BY5,US969457BY52,-,99.84,United States,-,USD,8.04,2.62,1.0,"Mar 15, 2031",2.6,8.08,-,2.62,8.08,2.62,USD,"Mar 02, 2021","Mar 02, 2021"
FGOLD 15YR GIANT,MBS Pass-Through,Fixed Income,"49,753.07",0.04,"49,753.07","47,303.00",3128MFKU1,US3128MFKU18,-,104.97,United States,-,USD,2.85,0.82,1.0,"Jan 01, 2033",2.5,2.97,-,0.82,2.97,0.82,USD,"Jan 01, 2018","Jan 01, 2018"
PERKINELMER INC,Industrial,Fixed Income,"49,461.42",0.04,"49,461.42","50,000.00",714046AM1,US714046AM14,-,98.34,United States,-,USD,6.19,2.17,1.0,"Sep 15, 2028",1.9,6.22,-,2.17,6.22,2.17,USD,"Sep 10, 2021","Sep 10, 2021"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"49,371.06",0.04,"49,371.06","46,242.00",36179S2Q9,US36179S2Q92,-,106.43,United States,-,USD,3.06,2.3,1.0,"Apr 20, 2047",4.0,3.88,-,2.3,3.88,2.3,USD,"Apr 01, 2017","Apr 01, 2017"
APPLE INC,Industrial,Fixed Income,"49,291.39",0.04,"49,291.39","50,000.00",037833EH9,US037833EH93,-,98.02,United States,-,USD,6.2,1.72,1.0,"Aug 05, 2028",1.4,6.23,-,1.72,6.23,1.72,USD,"Aug 05, 2021","Aug 05, 2021"
ESSEX PROPERTY TRUST INC,Financial Institutions,Fixed Income,"49,102.83",0.04,"49,102.83","50,000.00",29717PAY3,US29717PAY34,-,97.64,United States,-,USD,5.76,2.11,1.0,"Mar 01, 2028",1.7,5.78,-,2.11,5.78,2.11,USD,"Mar 01, 2021","Mar 01, 2021"
QUANTA SERVICES INC.,Industrial,Fixed Income,"49,065.86",0.04,"49,065.86","50,000.00",74762EAH5,US74762EAH53,-,97.49,United States,-,USD,8.81,2.63,1.0,"Jan 15, 2032",2.35,8.82,-,2.63,8.82,2.63,USD,"Sep 23, 2021","Sep 23, 2021"
AMERIGAS PARTNERS LP/AMERIGAS FINA,Industrial,Fixed Income,"48,947.68",0.04,"48,947.68","45,000.00",030981AH7,US030981AH76,BYMXBC3,108.13,United States,-,USD,2.1,2.11,1.0,"May 20, 2024",5.63,2.24,-,1.87,2.09,1.87,USD,"Jun 27, 2016","Jun 27, 2016"
FMG RESOURCES (AUGUST 2006) PTY LT 144A,Industrial,Fixed Income,"48,419.78",0.04,"48,419.78","45,000.00",30251GBA4,US30251GBA40,BK5GTT4,106.29,Australia,-,USD,4.9,3.28,1.0,"Sep 15, 2027",4.5,4.98,-,3.23,4.78,3.23,USD,"Sep 16, 2019","Sep 16, 2019"
CHOICE HOTELS INTERNATIONAL INC,Industrial,Fixed Income,"47,965.65",0.04,"47,965.65","45,000.00",169905AF3,US169905AF36,-,106.28,United States,-,USD,6.78,2.81,1.0,"Dec 01, 2029",3.7,6.85,-,2.78,6.67,2.78,USD,"Nov 27, 2019","Nov 27, 2019"
VERIZON COMMUNICATIONS INC,Industrial,Fixed Income,"47,809.32",0.04,"47,809.32","50,000.00",92343VFR0,US92343VFR06,BMWBBJ0,94.84,United States,-,USD,8.2,2.39,1.0,"Jan 20, 2031",1.75,8.22,-,2.39,8.22,2.39,USD,"Nov 20, 2020","Nov 20, 2020"
GFL ENVIRONMENTAL INC (ALBERTA) 144A,Industrial,Fixed Income,"47,015.45",0.04,"47,015.45","45,000.00",36168QAF1,US36168QAF19,BJBYK25,104.25,Canada,-,USD,2.08,4.17,1.0,"Dec 15, 2026",5.13,4.35,-,3.23,0.93,3.23,USD,"Dec 16, 2019","Dec 16, 2019"
CARRIER GLOBAL CORP,Industrial,Fixed Income,"46,492.19",0.04,"46,492.19","45,000.00",14448CAN4,US14448CAN48,-,102.47,United States,-,USD,2.97,1.43,1.0,"Feb 15, 2025",2.24,2.99,-,1.41,2.91,1.41,USD,"Aug 15, 2020","Dec 08, 2020"
MATCH GROUP INC 144A,Industrial,Fixed Income,"46,407.04",0.04,"46,407.04","45,000.00",57665RAL0,US57665RAL06,-,101.41,United States,-,USD,5.52,3.93,1.0,"Aug 01, 2030",4.13,7.07,-,3.87,5.44,3.87,USD,"Feb 11, 2020","Feb 11, 2020"
GNMA2 30YR,MBS Pass-Through,Fixed Income,"45,306.83",0.04,"45,306.83","42,184.00",36179UH62,US36179UH623,BHZT981,106.99,United States,-,USD,2.16,2.86,1.0,"Dec 20, 2048",5.0,3.37,-,2.86,3.37,2.86,USD,"Dec 01, 2018","Dec 01, 2018"
