,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2028 Term Muni Bond ETF
MARYLAND ST DEPT TRANSN CONS T,Government Related,Fixed Income,"53,426.05",0.07,"53,426.05","45,000.00",574204K51,US574204K513,-,118.06,United States,-,USD,6.34,1.67,1.0,"May 01, 2030",4.0,7.18,-,1.05,5.66,1.05,USD,"May 24, 2018","May 24, 2018"
OHIO ST,Government Related,Fixed Income,"51,380.23",0.07,"51,380.23","40,000.00",677522VN1,US677522VN10,-,126.98,United States,-,USD,5.81,0.85,1.0,"Sep 15, 2028",5.0,5.81,-,0.85,5.81,0.85,USD,"Dec 21, 2017","Dec 21, 2017"
METROPOLITAN GOVT NASHVILLE &,Government Related,Fixed Income,"51,014.00",0.07,"51,014.00","40,000.00",592112TJ5,US592112TJ58,-,125.04,United States,-,USD,6.63,2.3,1.0,"Jul 01, 2032",5.0,8.31,-,1.01,5.6,1.01,USD,"Oct 25, 2018","Oct 25, 2018"
OREGON ST,Government Related,Fixed Income,"50,648.61",0.07,"50,648.61","40,000.00",68609TLB2,US68609TLB25,-,125.79,United States,-,USD,5.55,0.81,1.0,"May 01, 2028",5.0,5.55,-,0.81,5.55,0.81,USD,"Feb 21, 2019","Feb 21, 2019"
NEVADA ST,Government Related,Fixed Income,"50,430.13",0.07,"50,430.13","40,000.00",641462EU6,US641462EU69,-,124.83,United States,-,USD,5.47,0.91,1.0,"Apr 01, 2028",5.0,5.47,-,0.91,5.47,0.91,USD,"Nov 01, 2018","Nov 01, 2018"
CONNECTICUT ST,Government Related,Fixed Income,"50,276.22",0.06,"50,276.22","40,000.00",20772KCL1,US20772KCL17,-,125.47,United States,-,USD,5.67,0.93,1.0,"Jun 15, 2028",5.0,5.67,-,0.93,5.67,0.93,USD,"Jun 20, 2018","Jun 20, 2018"
LOS ANGELES CALIF CMNTY COLLEG,Government Related,Fixed Income,"50,193.60",0.06,"50,193.60","40,000.00",54438CXC1,US54438CXC18,-,123.4,United States,-,USD,5.21,1.28,1.0,"Aug 01, 2028",5.0,5.66,-,0.72,4.92,0.72,USD,"Nov 30, 2017","Nov 30, 2017"
KING & PIERCE CNTY WASH SCH DI,Municipals,Fixed Income,"50,054.77",0.06,"50,054.77","40,000.00",494619EJ4,US494619EJ45,-,124.72,United States,-,USD,5.54,1.26,1.0,"Dec 01, 2028",5.0,6.0,-,0.72,5.25,0.72,USD,"Aug 22, 2018","Aug 22, 2018"
LOS ANGELES CNTY CALIF MET TRA,Government Related,Fixed Income,"47,885.93",0.06,"47,885.93","40,000.00",54466HDP8,US54466HDP82,-,119.3,United States,-,USD,4.55,1.8,1.0,"Jun 01, 2028",5.0,5.58,-,0.57,4.03,0.57,USD,"Nov 30, 2016","Nov 30, 2016"
MASSACHUSETTS ST TPK AUTH MET,Government Related,Fixed Income,"46,416.58",0.06,"46,416.58","50,000.00",576018AK1,US576018AK13,-,92.83,United States,-,USD,5.98,1.24,1.0,"Jan 01, 2028",0.0,5.93,-,1.24,5.93,1.24,USD,"Oct 02, 1997","Oct 02, 1997"
SAN JOSE EVERGREEN CALIF CMNTY,Municipals,Fixed Income,"46,130.81",0.06,"46,130.81","50,000.00",798189FP6,US798189FP65,-,92.26,United States,-,USD,6.64,1.21,1.0,"Sep 01, 2028",0.0,6.59,-,1.21,6.59,1.21,USD,"Mar 13, 2008","Mar 13, 2008"
MAUI CNTY HAWAII,Municipals,Fixed Income,"44,879.94",0.06,"44,879.94","35,000.00",5772856D6,US5772856D64,-,126.56,United States,-,USD,5.77,0.89,1.0,"Sep 01, 2028",5.0,5.77,-,0.89,5.77,0.89,USD,"Oct 10, 2018","Oct 10, 2018"
TEXAS WATER DEV BRD,Government Related,Fixed Income,"44,879.26",0.06,"44,879.26","35,000.00",882854N65,US882854N656,-,127.17,United States,-,USD,6.17,1.32,1.0,"Oct 15, 2029",5.0,6.61,-,0.87,5.89,0.87,USD,"Oct 11, 2018","Oct 11, 2018"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"44,796.69",0.06,"44,796.69","35,000.00",64972HF64,US64972HF643,-,125.69,United States,-,USD,5.64,0.94,1.0,"Jul 15, 2028",5.0,5.64,-,0.94,5.64,0.94,USD,"Mar 22, 2018","Mar 22, 2018"
MAINE MUN BD BK,Government Related,Fixed Income,"44,556.92",0.06,"44,556.92","35,000.00",56045RA66,US56045RA663,-,126.47,United States,-,USD,5.93,0.98,1.0,"Nov 01, 2028",5.0,5.93,-,0.98,5.93,0.98,USD,"May 24, 2018","May 24, 2018"
LOS ANGELES CALIF DEPT WTR & P,Government Related,Fixed Income,"44,189.12",0.06,"44,189.12","35,000.00",5444954L5,US5444954L53,-,123.75,United States,-,USD,6.34,2.42,1.0,"Jul 01, 2032",5.0,8.29,-,0.92,5.22,0.92,USD,"Apr 19, 2018","Apr 19, 2018"
UTAH WTR FIN AGY REV,Municipals,Fixed Income,"43,012.47",0.06,"43,012.47","35,000.00",917572WM7,US917572WM76,-,121.23,United States,-,USD,4.89,1.4,1.0,"Mar 01, 2028",5.0,5.36,-,0.8,4.6,0.8,USD,"Jul 20, 2017","Jul 20, 2017"
GREAT LAKES MI WTR AUTH WTR SPLY S,Municipals,Fixed Income,"42,619.63",0.05,"42,619.63","35,000.00",39081JAH1,US39081JAH14,-,119.27,United States,-,USD,4.54,1.84,1.0,"Jul 01, 2028",5.0,5.55,-,0.65,4.03,0.65,USD,"Oct 27, 2016","Oct 27, 2016"
CALIFORNIA ST FOR PREVIOUS ISS,Government Related,Fixed Income,"42,577.23",0.05,"42,577.23","35,000.00",13063CV64,US13063CV641,-,119.98,United States,-,USD,4.71,1.8,1.0,"Sep 01, 2028",5.0,5.72,-,0.65,4.2,0.65,USD,"Sep 13, 2016","Sep 13, 2016"
LOS ANGELES CALIF DEPT WTR & P,Government Related,Fixed Income,"42,037.37",0.05,"42,037.37","35,000.00",544525TX6,US544525TX60,-,117.61,United States,-,USD,4.21,2.09,1.0,"Jul 01, 2028",5.0,5.54,-,0.54,3.62,0.54,USD,"Apr 21, 2016","Apr 21, 2016"
METROPOLITAN WTR DIST SOUTHN C,Government Related,Fixed Income,"38,713.37",0.05,"38,713.37","30,000.00",59266TPC9,US59266TPC98,-,127.38,United States,-,USD,5.77,0.78,1.0,"Sep 01, 2028",5.0,5.78,-,0.78,5.78,0.78,USD,"Jun 28, 2018","Jun 28, 2018"
INDIANAPOLIS IND WTR SYS REV,Municipals,Fixed Income,"38,398.63",0.05,"38,398.63","30,000.00",455412BJ4,US455412BJ48,-,126.75,United States,-,USD,5.85,0.91,1.0,"Oct 01, 2028",5.0,5.85,-,0.91,5.85,0.91,USD,"Oct 03, 2018","Oct 03, 2018"
HAWAII ST,Government Related,Fixed Income,"37,692.79",0.05,"37,692.79","30,000.00",419792WK8,US419792WK87,-,123.14,United States,-,USD,6.04,2.16,1.0,"Jan 01, 2031",5.0,7.32,-,1.01,5.21,1.01,USD,"Feb 14, 2018","Feb 14, 2018"
KANSAS ST DEPT TRANSN HWY REV,Government Related,Fixed Income,"37,562.75",0.05,"37,562.75","30,000.00",485424RF4,US485424RF47,-,123.54,United States,-,USD,5.29,1.3,1.0,"Sep 01, 2028",5.0,5.75,-,0.75,5.0,0.75,USD,"Oct 10, 2017","Oct 10, 2017"
HONOLULU HAWAII CITY & CNTY,Government Related,Fixed Income,"37,469.14",0.05,"37,469.14","30,000.00",438687BR5,US438687BR59,-,123.23,United States,-,USD,5.29,1.34,1.0,"Sep 01, 2028",5.0,5.74,-,0.8,5.0,0.8,USD,"Sep 14, 2017","Sep 14, 2017"
PITTSBURGH PA WTR & SWR AUTH W,Government Related,Fixed Income,"37,189.96",0.05,"37,189.96","30,000.00",725304TW9,US725304TW97,-,122.3,United States,-,USD,5.29,1.48,1.0,"Sep 01, 2028",5.0,5.74,-,0.95,4.99,0.95,USD,"Dec 21, 2017","Dec 21, 2017"
TACOMA WASH ELEC SYS REV,Government Related,Fixed Income,"36,944.30",0.05,"36,944.30","30,000.00",873519PD8,US873519PD85,-,120.65,United States,-,USD,4.73,1.4,1.0,"Jan 01, 2028",5.0,5.19,-,0.78,4.43,0.78,USD,"Sep 01, 2017","Sep 01, 2017"
NEW YORK ST DORM AUTH SALES TA,Government Related,Fixed Income,"36,447.83",0.05,"36,447.83","30,000.00",64990AEY7,US64990AEY73,-,120.02,United States,-,USD,4.65,1.6,1.0,"Mar 15, 2028",5.0,5.39,-,0.67,4.23,0.67,USD,"Sep 29, 2016","Sep 29, 2016"
IOWA ST SPL OBLIG,Government Related,Fixed Income,"35,732.75",0.05,"35,732.75","30,000.00",46257TEF2,US46257TEF21,-,118.69,United States,-,USD,4.55,1.89,1.0,"Jun 01, 2028",5.0,5.58,-,0.69,4.03,0.69,USD,"Jul 28, 2016","Jul 28, 2016"
BEVERLY HILLS CALIF UNI SCH DI,Municipals,Fixed Income,"32,596.90",0.04,"32,596.90","35,000.00",088023HX7,US088023HX77,-,93.13,United States,-,USD,6.56,1.08,1.0,"Aug 01, 2028",0.0,6.52,-,1.08,6.52,1.08,USD,"Feb 10, 2009","Feb 10, 2009"
OKLAHOMA ST CAPITOL IMPT AUTH,Municipals,Fixed Income,"32,063.01",0.04,"32,063.01","25,000.00",679088HB3,US679088HB30,-,125.75,United States,-,USD,5.6,0.91,1.0,"Jul 01, 2028",5.0,5.61,-,0.91,5.61,0.91,USD,"Nov 08, 2018","Nov 08, 2018"
NEW YORK N Y CITY TRANSITIONAL,Government Related,Fixed Income,"31,977.64",0.04,"31,977.64","25,000.00",64971XJY5,US64971XJY58,-,127.08,United States,-,USD,5.93,0.9,1.0,"Nov 01, 2028",5.0,5.94,-,0.9,5.94,0.9,USD,"Apr 12, 2019","Apr 12, 2019"
LOS ANGELES CALIF DEPT ARPTS R,Corporates,Fixed Income,"31,585.17",0.04,"31,585.17","25,000.00",544445MK2,US544445MK28,-,125.7,United States,-,USD,5.59,0.85,1.0,"May 15, 2028",5.0,5.59,-,0.85,5.59,0.85,USD,"Jun 27, 2019","Jun 27, 2019"
VIRGINIA COMWLTH TRANSN BRD TR,Government Related,Fixed Income,"31,254.59",0.04,"31,254.59","25,000.00",927793D63,US927793D639,-,124.38,United States,-,USD,5.35,1.04,1.0,"May 15, 2028",5.0,5.58,-,0.75,5.2,0.75,USD,"Dec 14, 2017","Dec 14, 2017"
MARICOPA CNTY ARIZ UN HIGH SCH,Government Related,Fixed Income,"31,215.87",0.04,"31,215.87","25,000.00",567505PQ9,US567505PQ92,-,122.36,United States,-,USD,5.12,1.39,1.0,"Jul 01, 2028",5.0,5.58,-,0.83,4.83,0.83,USD,"May 08, 2018","May 08, 2018"
NEW YORK N Y,Government Related,Fixed Income,"31,186.81",0.04,"31,186.81","25,000.00",64966MPG8,US64966MPG86,-,122.66,United States,-,USD,5.21,1.39,1.0,"Aug 01, 2028",5.0,5.66,-,0.84,4.91,0.84,USD,"Aug 10, 2017","Aug 10, 2017"
CALIFORNIA ST PUB WKS BRD LEAS,Corporates,Fixed Income,"31,148.51",0.04,"31,148.51","25,000.00",13068LN43,US13068LN432,-,122.93,United States,-,USD,5.29,1.39,1.0,"Sep 01, 2028",5.0,5.74,-,0.85,4.99,0.85,USD,"Oct 12, 2017","Oct 12, 2017"
NEW YORK ST URBAN DEV CORP REV,Government Related,Fixed Income,"30,769.95",0.04,"30,769.95","25,000.00",6500353R7,US6500353R78,-,121.61,United States,-,USD,4.93,1.36,1.0,"Mar 15, 2028",5.0,5.4,-,0.76,4.64,0.76,USD,"Mar 23, 2017","Mar 23, 2017"
DISTRICT COLUMBIA WTR & SWR AU,Government Related,Fixed Income,"30,732.02",0.04,"30,732.02","25,000.00",254845NK2,US254845NK29,-,121.68,United States,-,USD,5.1,1.6,1.0,"Oct 01, 2028",5.0,5.81,-,0.78,4.68,0.78,USD,"Feb 23, 2017","Feb 23, 2017"
CALIFORNIA ST PUB WKS BRD LEAS,Corporates,Fixed Income,"30,237.06",0.04,"30,237.06","25,000.00",13068LYV1,US13068LYV16,-,120.11,United States,-,USD,4.9,1.85,1.0,"Nov 01, 2028",5.0,5.88,-,0.75,4.36,0.75,USD,"Oct 13, 2016","Oct 13, 2016"
ILLINOIS FIN AUTH REV,Corporates,Fixed Income,"29,821.52",0.04,"29,821.52","25,000.00",45204EJK5,US45204EJK55,-,116.79,United States,-,USD,4.23,2.21,1.0,"Jul 01, 2028",5.0,5.53,-,0.73,3.62,0.73,USD,"Sep 12, 2016","Sep 12, 2016"
METROPOLITAN COUNCIL MINN MINN,Government Related,Fixed Income,"29,447.60",0.04,"29,447.60","25,000.00",591852E87,US591852E875,-,116.46,United States,-,USD,5.04,1.22,1.0,"Mar 01, 2028",4.0,5.49,-,0.75,4.69,0.75,USD,"May 18, 2017","May 18, 2017"
VIRGINIA ST PUB SCH AUTH SPL O,Government Related,Fixed Income,"25,340.79",0.03,"25,340.79","20,000.00",92817THX7,US92817THX72,-,125.04,United States,-,USD,5.38,0.83,1.0,"Mar 01, 2028",5.0,5.39,-,0.83,5.39,0.83,USD,"May 24, 2018","May 24, 2018"
ALABAMA ST,Government Related,Fixed Income,"22,719.59",0.03,"22,719.59","20,000.00",010411AW6,US010411AW61,-,112.93,United States,-,USD,4.67,1.97,1.0,"Nov 01, 2028",4.0,6.01,-,0.78,3.79,0.78,USD,"Mar 08, 2016","Mar 08, 2016"
WAKE CNTY N C,Government Related,Fixed Income,"19,066.93",0.02,"19,066.93","15,000.00",930864CY7,US930864CY76,-,125.86,United States,-,USD,5.47,0.76,1.0,"Apr 01, 2028",5.0,5.47,-,0.76,5.47,0.76,USD,"Apr 29, 2020","Apr 29, 2020"
PHOENIX ARIZ CIVIC IMPT CORP A,Government Related,Fixed Income,"18,657.44",0.02,"18,657.44","15,000.00",71883MMM3,US71883MMM37,-,121.88,United States,-,USD,5.12,1.46,1.0,"Jul 01, 2028",5.0,5.57,-,0.91,4.83,0.91,USD,"Dec 21, 2017","Dec 21, 2017"
LONE STAR COLLEGE SYS TEX,Municipals,Fixed Income,"17,854.41",0.02,"17,854.41","15,000.00",542264GP5,US542264GP56,-,117.14,United States,-,USD,4.26,2.01,1.0,"Feb 15, 2028",5.0,5.28,-,0.77,3.73,0.77,USD,"Aug 10, 2016","Aug 10, 2016"
DELAWARE ST,Government Related,Fixed Income,"15,859.46",0.02,"15,859.46","15,000.00",246381GA9,US246381GA91,-,105.02,United States,-,USD,4.9,1.28,1.0,"Mar 01, 2028",2.13,5.75,-,0.89,3.97,0.89,USD,"Mar 16, 2016","Mar 16, 2016"
KING CNTY WASH SCH DIST NO 405,Government Related,Fixed Income,"12,093.12",0.02,"12,093.12","10,000.00",495098YV1,US495098YV18,-,120.51,United States,-,USD,4.99,1.83,1.0,"Dec 01, 2028",5.0,5.96,-,0.74,4.44,0.74,USD,"Nov 17, 2016","Nov 17, 2016"
VIRGINIA COLLEGE BLDG AUTH VA,Government Related,Fixed Income,"6,072.28",0.01,"6,072.28","5,000.00",92778WMS2,US92778WMS25,-,119.78,United States,-,USD,4.2,0.69,1.0,"Sep 01, 2026",5.0,4.19,-,0.69,4.19,0.69,USD,"Jul 12, 2016","Jul 12, 2016"
USD CASH,Cash and/or Derivatives,Cash,"-11,753.81",-0.02,"-11,753.81","-11,754.00",-,-,-,100.0,United States,-,USD,0.0,0.1,1.0,-,0.0,0.0,-,0.1,0.0,0.1,USD,-,"Jan 01, 1989"
