,,,,,,,,,,,,,,,,,,,,,,,,,,iShares® iBonds® Dec 2027 Term Muni Bond ETF
NEW JERSEY ST,Government Related,Fixed Income,"51,726.33",0.07,"51,726.33","45,000.00",646039VF1,US646039VF11,-,114.53,United States,-,USD,3.66,2.14,1.0,"Jun 01, 2027",5.0,4.79,-,0.69,3.18,0.69,USD,"Dec 18, 2014","Dec 18, 2014"
MARICOPA CNTY ARIZ UNI SCH DIS,Government Related,Fixed Income,"49,945.39",0.07,"49,945.39","40,000.00",567288UJ2,US567288UJ22,-,122.36,United States,-,USD,5.12,1.39,1.0,"Jul 01, 2028",5.0,5.58,-,0.83,4.83,0.83,USD,"Dec 20, 2017","Dec 20, 2017"
HONOLULU HAWAII CITY & CNTY,Government Related,Fixed Income,"49,598.06",0.07,"49,598.06","40,000.00",438687BU8,US438687BU88,-,122.33,United States,-,USD,6.04,2.4,1.0,"Sep 01, 2031",5.0,7.79,-,0.94,4.99,0.94,USD,"Sep 14, 2017","Sep 14, 2017"
BOSTON MASS,Government Related,Fixed Income,"49,427.96",0.07,"49,427.96","40,000.00",100853YC8,US100853YC87,-,122.74,United States,-,USD,4.77,0.65,1.0,"May 01, 2027",5.0,4.77,-,0.65,4.77,0.65,USD,"May 30, 2018","May 30, 2018"
UNIVERSITY NORTH TEX UNIV REV,Municipals,Fixed Income,"49,129.41",0.07,"49,129.41","40,000.00",914729RR1,US914729RR10,-,121.77,United States,-,USD,4.72,0.79,1.0,"Apr 15, 2027",5.0,4.72,-,0.79,4.72,0.79,USD,"Jan 31, 2017","Jan 01, 2017"
VIRGINIA COMMLTH TRANSN BRD FE,Government Related,Fixed Income,"48,638.20",0.07,"48,638.20","40,000.00",92778UAW0,US92778UAW09,-,120.12,United States,-,USD,4.36,1.02,1.0,"Mar 15, 2027",5.0,4.63,-,0.65,4.23,0.65,USD,"Nov 09, 2016","Nov 09, 2016"
MODESTO CALIF IRR DIST FING AU,Government Related,Fixed Income,"46,916.77",0.07,"46,916.77","40,000.00",607767AQ3,US607767AQ39,-,116.04,United States,-,USD,3.94,2.03,1.0,"Oct 01, 2027",5.0,5.02,-,0.66,3.44,0.66,USD,"Jul 15, 2015","Jul 15, 2015"
CLARK CNTY NEV SALES & EXCISE,Government Related,Fixed Income,"43,798.79",0.06,"43,798.79","35,000.00",181012BY0,US181012BY03,-,122.64,United States,-,USD,4.83,0.79,1.0,"Jul 01, 2027",5.0,4.83,-,0.79,4.83,0.79,USD,"Nov 09, 2016","Nov 09, 2016"
OHIO ST ADULT CORRECTIONAL CAP,Government Related,Fixed Income,"43,575.68",0.06,"43,575.68","35,000.00",677524CF5,US677524CF52,-,123.25,United States,-,USD,5.08,0.85,1.0,"Oct 01, 2027",5.0,5.08,-,0.85,5.08,0.85,USD,"Nov 07, 2017","Nov 07, 2017"
WASHOE CNTY NEV HWY REV,Government Related,Fixed Income,"43,109.71",0.06,"43,109.71","35,000.00",940839CP6,US940839CP60,-,121.09,United States,-,USD,4.52,0.76,1.0,"Feb 01, 2027",5.0,4.51,-,0.76,4.51,0.76,USD,"Dec 20, 2018","Dec 20, 2018"
CALIFORNIA ST,Government Related,Fixed Income,"40,892.02",0.06,"40,892.02","35,000.00",13063C5X4,US13063C5X48,-,115.17,United States,-,USD,4.5,1.18,1.0,"Aug 01, 2027",4.0,5.0,-,0.64,4.19,0.64,USD,"Mar 14, 2017","Mar 14, 2017"
WASHINGTON ST UNIV REVS,Municipals,Fixed Income,"40,121.96",0.06,"40,121.96","35,000.00",9400936Y8,US9400936Y83,-,113.38,United States,-,USD,3.48,2.28,1.0,"Apr 01, 2027",5.0,4.62,-,0.82,3.01,0.82,USD,"Mar 11, 2015","Mar 11, 2015"
KITSAP CNTY WASH SCH DIST NO 4,Municipals,Fixed Income,"37,256.20",0.05,"37,256.20","30,000.00",498098SD5,US498098SD53,-,123.77,United States,-,USD,5.24,0.87,1.0,"Dec 01, 2027",5.0,5.24,-,0.87,5.24,0.87,USD,"Aug 16, 2017","Aug 16, 2017"
HILLSBOROUGH CNTY FLA SCH BRD,Government Related,Fixed Income,"37,074.45",0.05,"37,074.45","30,000.00",43232VUB5,US43232VUB51,-,121.08,United States,-,USD,4.82,1.05,1.0,"Jul 01, 2027",5.0,4.82,-,1.05,4.82,1.05,USD,"Nov 13, 2017","Nov 13, 2017"
CONROE TEX INDPT SCH DIST,Municipals,Fixed Income,"35,882.32",0.05,"35,882.32","30,000.00",208418ZC0,US208418ZC02,-,117.72,United States,-,USD,3.99,1.4,1.0,"Feb 15, 2027",5.0,4.53,-,0.64,3.74,0.64,USD,"Feb 01, 2016","Feb 01, 2016"
VIRGINIA ST PUB BLDG AUTH PUB,Government Related,Fixed Income,"35,775.56",0.05,"35,775.56","30,000.00",928172Y41,US928172Y417,-,117.59,United States,-,USD,5.02,0.78,1.0,"Aug 01, 2027",4.0,5.02,-,0.78,5.02,0.78,USD,"Dec 14, 2017","Dec 14, 2017"
RHODE ISLAND ST & PROVIDENCE P,Municipals,Fixed Income,"31,169.95",0.04,"31,169.95","25,000.00",76222RVT6,US76222RVT66,-,122.6,United States,-,USD,5.46,1.8,1.0,"Aug 01, 2029",5.0,6.37,-,0.85,4.91,0.85,USD,"May 09, 2017","May 09, 2017"
CLARK CNTY NEV HWY IMPT REV,Government Related,Fixed Income,"30,994.19",0.04,"30,994.19","25,000.00",181000PW4,US181000PW45,-,121.48,United States,-,USD,5.66,2.21,1.0,"Jul 01, 2030",5.0,6.97,-,0.98,4.82,0.98,USD,"Jun 13, 2017","Jun 13, 2017"
OKLAHOMA TRANSN AUTH OK F/K/A,Government Related,Fixed Income,"30,936.07",0.04,"30,936.07","25,000.00",679111YG3,US679111YG35,-,121.24,United States,-,USD,4.44,0.67,1.0,"Jan 01, 2027",5.0,4.44,-,0.67,4.44,0.67,USD,"Dec 21, 2017","Dec 21, 2017"
CLARK CNTY NEV,Government Related,Fixed Income,"30,725.49",0.04,"30,725.49","25,000.00",180848SP9,US180848SP98,-,122.49,United States,-,USD,4.85,0.76,1.0,"Jun 01, 2027",5.0,4.85,-,0.76,4.85,0.76,USD,"Mar 22, 2017","Mar 22, 2017"
NEW MEXICO FIN AUTH REV,Corporates,Fixed Income,"30,725.49",0.04,"30,725.49","25,000.00",64711NS63,US64711NS638,-,122.49,United States,-,USD,4.85,0.76,1.0,"Jun 01, 2027",5.0,4.85,-,0.76,4.85,0.76,USD,"Mar 29, 2017","Mar 29, 2017"
METROPOLITAN TRANSN AUTH N Y R,Government Related,Fixed Income,"29,735.87",0.04,"29,735.87","25,000.00",59261ADL8,US59261ADL89,-,118.3,United States,-,USD,4.69,1.71,1.0,"Nov 15, 2027",5.0,5.16,-,1.13,4.38,1.13,USD,"Feb 25, 2016","Feb 25, 2016"
MASSACHUSETTS ST WTR POLLUTN ABATE,Municipals,Fixed Income,"25,427.70",0.04,"25,427.70","20,000.00",57604PB78,US57604PB783,-,124.95,United States,-,USD,4.89,0.69,1.0,"Aug 01, 2027",5.25,4.89,-,0.69,4.89,0.69,USD,"Dec 14, 2006","Dec 14, 2006"
COLUMBIA CNTY GA,Municipals,Fixed Income,"24,825.72",0.03,"24,825.72","20,000.00",197460FJ2,US197460FJ27,-,121.63,United States,-,USD,4.45,0.6,1.0,"Jan 01, 2027",5.0,4.44,-,0.6,4.44,0.6,USD,"Feb 14, 2017","Feb 14, 2017"
NORTH CAROLINA ST LTD OBLIG,Government Related,Fixed Income,"24,666.96",0.03,"24,666.96","20,000.00",65829QCW2,US65829QCW24,-,122.5,United States,-,USD,4.77,0.69,1.0,"May 01, 2027",5.0,4.77,-,0.69,4.77,0.69,USD,"Aug 03, 2017","Aug 03, 2017"
OHIO ST,Government Related,Fixed Income,"24,666.96",0.03,"24,666.96","20,000.00",677522RM8,US677522RM82,-,122.5,United States,-,USD,4.77,0.69,1.0,"May 01, 2027",5.0,4.77,-,0.69,4.77,0.69,USD,"Oct 03, 2017","Oct 03, 2017"
TEXAS A & M UNIV PERM UNIV FD,Government Related,Fixed Income,"23,549.41",0.03,"23,549.41","20,000.00",882117R22,US882117R220,-,115.25,United States,-,USD,3.67,2.05,1.0,"Jul 01, 2027",5.0,4.78,-,0.59,3.2,0.59,USD,"Apr 07, 2009","Apr 07, 2009"
NEW YORK N Y,Government Related,Fixed Income,"17,948.80",0.03,"17,948.80","15,000.00",64966L4K4,US64966L4K47,-,117.58,United States,-,USD,4.1,1.69,1.0,"Aug 01, 2027",5.0,4.87,-,0.63,3.7,0.63,USD,"Mar 10, 2016","Mar 10, 2016"
NEW JERSEY ST,Government Related,Fixed Income,"12,195.44",0.02,"12,195.44","10,000.00",646039WQ6,US646039WQ66,-,121.54,United States,-,USD,4.84,0.92,1.0,"Jun 01, 2027",5.0,4.84,-,0.92,4.84,0.92,USD,"Dec 21, 2016","Dec 21, 2016"
VIRGINIA COLLEGE BLDG AUTH VA,Government Related,Fixed Income,"6,072.28",0.01,"6,072.28","5,000.00",92778WMR4,US92778WMR42,-,119.78,United States,-,USD,4.2,0.69,1.0,"Sep 01, 2026",5.0,4.19,-,0.69,4.19,0.69,USD,"Jul 12, 2016","Jul 12, 2016"
USD CASH,Cash and/or Derivatives,Cash,"-10,507.78",-0.01,"-10,507.78","-10,508.00",-,-,-,100.0,United States,-,USD,0.0,0.1,1.0,-,0.0,0.0,-,0.1,0.0,0.1,USD,-,"Jan 01, 1989"
