iShares® iBonds® Dec 2023 Term Muni Bond ETF
Fund Holdings as of,"Dec 31, 2021"
Inception Date,"Apr 11, 2017"
Shares Outstanding,"13,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Par Value,CUSIP,ISIN,SEDOL,Price,Location,Exchange,Currency,Duration,YTM (%),FX Rate,Maturity,Coupon (%),Mod. Duration,Yield to Call (%),Yield to Worst (%),Real Duration,Real YTM (%),Market Currency,Accrual Date,Effective Date
"NEW JERSEY ECONOMIC DEV AUTH R","State Tax-Backed","Fixed Income","106,796.47","0.03","106,796.47","100,000.00","64577BJ88","US64577BJ884","-","106.57","United States","-","USD","1.42","0.46","1.00","Jun 15, 2023","5.00","1.42","-","0.46","1.42","0.46","USD","Oct 05, 2017","Oct 05, 2017"
"MISSOURI ST HWYS & TRANS COMMN","State Tax-Backed","Fixed Income","105,702.65","0.03","105,702.65","100,000.00","60636WQX6","US60636WQX64","-","105.04","United States","-","USD","1.30","0.22","1.00","May 01, 2023","4.00","1.30","-","0.22","1.30","0.22","USD","Jun 03, 2014","Jun 03, 2014"
"MACOMB CNTY MICH","Local Tax-Backed","Fixed Income","105,675.26","0.03","105,675.26","100,000.00","554885L35","US554885L354","-","105.01","United States","-","USD","1.30","0.23","1.00","May 01, 2023","4.00","1.30","-","0.23","1.30","0.23","USD","Jun 23, 2015","Jun 23, 2015"
"LOS ANGELES CALIF WASTEWTR SYS","Utility","Fixed Income","105,612.51","0.03","105,612.51","100,000.00","5446527M6","US5446527M63","-","105.28","United States","-","USD","1.39","0.26","1.00","Jun 01, 2023","4.00","1.39","-","0.26","1.39","0.26","USD","May 30, 2012","May 30, 2012"
"LAS VIRGENES CALIF UNI SCH DIS","School Districts","Fixed Income","104,421.62","0.03","104,421.62","105,000.00","518021RX0","US518021RX08","-","99.45","United States","-","USD","1.67","0.33","1.00","Sep 01, 2023","0.00","1.66","-","0.33","1.66","0.33","USD","Oct 17, 2002","Oct 17, 2002"
"PHOENIX ARIZ CIVIC IMPT CORP A","Transportation","Fixed Income","104,070.32","0.03","104,070.32","95,000.00","71883MJP0","US71883MJP05","-","107.05","United States","-","USD","1.43","0.29","1.00","Jul 01, 2023","5.00","1.43","-","0.29","1.43","0.29","USD","Dec 15, 2015","Dec 15, 2015"
"HENNEPIN CNTY MN","Local Tax-Backed","Fixed Income","103,916.01","0.03","103,916.01","95,000.00","425507BQ2","US425507BQ22","-","108.97","United States","-","USD","1.85","0.30","1.00","Dec 01, 2023","5.00","1.85","-","0.30","1.85","0.30","USD","Nov 04, 2014","Nov 04, 2014"
"WISCONSIN ST TRANSN REV","State Tax-Backed","Fixed Income","102,196.60","0.03","102,196.60","95,000.00","977123D54","US977123D547","-","105.58","United States","-","USD","1.45","0.27","1.00","Jul 01, 2023","4.00","1.45","-","0.27","1.45","0.27","USD","Mar 06, 2013","Mar 06, 2013"
"PASADENA TEX INDPT SCH DIST","School Districts","Fixed Income","101,824.53","0.03","101,824.53","95,000.00","702334CS0","US702334CS04","-","105.29","United States","-","USD","1.09","0.27","1.00","Feb 15, 2023","5.00","1.09","-","0.27","1.09","0.27","USD","Feb 08, 2018","Feb 01, 2018"
"KATY TEX INDPT SCH DIST","School Districts","Fixed Income","101,846.49","0.03","101,846.49","95,000.00","486063WW6","US486063WW68","-","105.32","United States","-","USD","1.09","0.25","1.00","Feb 15, 2023","5.00","1.09","-","0.25","1.09","0.25","USD","Jun 14, 2018","Jun 01, 2018"
"WASHINGTON SUBN SAN DIST MD","Local Tax-Backed","Fixed Income","101,773.76","0.03","101,773.76","95,000.00","940157D98","US940157D986","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","May 26, 2016","May 26, 2016"
"WASHINGTON SUBN SAN DIST MD","Local Tax-Backed","Fixed Income","101,773.76","0.03","101,773.76","95,000.00","940157Z45","US940157Z450","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Mar 27, 2019","Mar 27, 2019"
"INDIANA UNIV REVS","Education","Fixed Income","101,731.88","0.03","101,731.88","95,000.00","455168BW3","US455168BW39","-","106.67","United States","-","USD","1.38","0.28","1.00","Jun 01, 2023","5.00","1.38","-","0.28","1.38","0.28","USD","Apr 01, 2015","Apr 01, 2015"
"NEW JERSEY ST EDL FACS AUTH RE","State Tax-Backed","Fixed Income","101,481.03","0.03","101,481.03","95,000.00","6460658J4","US6460658J44","-","106.41","United States","-","USD","1.38","0.46","1.00","Jun 01, 2023","5.00","1.38","-","0.46","1.38","0.46","USD","Jan 30, 2014","Jan 30, 2014"
"SANTA MONICA-MALIBU UNI SCH DI","School Districts","Fixed Income","99,524.07","0.03","99,524.07","100,000.00","802498EW1","US802498EW14","-","99.52","United States","-","USD","1.58","0.30","1.00","Aug 01, 2023","0.00","1.58","-","0.30","1.58","0.30","USD","Jun 17, 1999","Jun 17, 1999"
"GRAPEVINE-COLLEYVILLE INDPT SCH DI","School Districts","Fixed Income","99,440.30","0.03","99,440.30","100,000.00","388640YT5","US388640YT53","-","99.44","United States","-","USD","1.62","0.35","1.00","Aug 15, 2023","0.00","1.62","-","0.35","1.62","0.35","USD","Dec 30, 1998","Dec 30, 1998"
"MAINE ST TPK AUTH TPK REV","Transportation","Fixed Income","98,592.93","0.03","98,592.93","90,000.00","560551NU3","US560551NU39","-","107.05","United States","-","USD","1.43","0.29","1.00","Jul 01, 2023","5.00","1.43","-","0.29","1.43","0.29","USD","Apr 02, 2015","Apr 02, 2015"
"ROUND ROCK TEX INDPT SCH DIST","School Districts","Fixed Income","98,585.88","0.03","98,585.88","90,000.00","779240LS7","US779240LS79","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Nov 02, 2016","Oct 01, 2016"
"HARRIS CNTY TEX","Local Tax-Backed","Fixed Income","98,592.98","0.03","98,592.98","90,000.00","414005XE3","US414005XE39","-","108.30","United States","-","USD","1.68","0.24","1.00","Oct 01, 2023","5.00","1.68","-","0.24","1.68","0.24","USD","Dec 07, 2017","Dec 07, 2017"
"MARYLAND ST","State Tax-Backed","Fixed Income","98,585.88","0.03","98,585.88","90,000.00","574193QL5","US574193QL57","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Aug 15, 2018","Aug 15, 2018"
"OHIO STATE","State Tax-Backed","Fixed Income","98,533.41","0.03","98,533.41","90,000.00","677521YF7","US677521YF75","-","107.81","United States","-","USD","1.60","0.30","1.00","Sep 01, 2023","5.00","1.60","-","0.30","1.60","0.30","USD","Jun 22, 2012","Jun 22, 2012"
"PORTLAND ORE SWR SYS REV","Utility","Fixed Income","98,527.06","0.03","98,527.06","90,000.00","736742VC8","US736742VC86","-","108.22","United States","-","USD","1.68","0.28","1.00","Oct 01, 2023","5.00","1.68","-","0.28","1.68","0.28","USD","Aug 14, 2014","Aug 14, 2014"
"MAGNOLIA TEX INDPT SCH DIST","School Districts","Fixed Income","98,492.58","0.03","98,492.58","90,000.00","559686VZ0","US559686VZ00","-","107.55","United States","-","USD","1.55","0.33","1.00","Aug 15, 2023","5.00","1.55","-","0.33","1.55","0.33","USD","May 17, 2017","May 01, 2017"
"MONTGOMERY CNTY MD","Local Tax-Backed","Fixed Income","98,505.02","0.03","98,505.02","90,000.00","6133407Y8","US6133407Y83","-","108.62","United States","-","USD","1.77","0.28","1.00","Nov 01, 2023","5.00","1.76","-","0.28","1.76","0.28","USD","Nov 15, 2017","Nov 15, 2017"
"ORANGE CNTY FLA SCH BRD CTFS P","School Districts","Fixed Income","98,452.44","0.03","98,452.44","90,000.00","684517PT6","US684517PT64","-","107.31","United States","-","USD","1.51","0.37","1.00","Aug 01, 2023","5.00","1.51","-","0.37","1.51","0.37","USD","Sep 18, 2013","Sep 18, 2013"
"MIAMI-DADE CNTY FLA WTR & SWR","Utility","Fixed Income","98,477.67","0.03","98,477.67","90,000.00","59334DJV7","US59334DJV73","-","108.17","United States","-","USD","1.68","0.31","1.00","Oct 01, 2023","5.00","1.68","-","0.31","1.68","0.31","USD","Dec 19, 2017","Dec 19, 2017"
"KING CNTY WASH SCH DIST NO 415","School Districts","Fixed Income","98,392.48","0.03","98,392.48","90,000.00","495278R88","US495278R880","-","108.91","United States","-","USD","1.85","0.33","1.00","Dec 01, 2023","5.00","1.85","-","0.33","1.85","0.33","USD","Nov 19, 2015","Nov 19, 2015"
"UNIV OF ARKANSAS AR UNIV REVENUES","Education","Fixed Income","98,315.09","0.03","98,315.09","90,000.00","914072B44","US914072B447","-","108.41","United States","-","USD","1.76","0.39","1.00","Nov 01, 2023","5.00","1.76","-","0.39","1.76","0.39","USD","Apr 05, 2016","Apr 05, 2016"
"ILLINOIS ST SALES TAX REV","State Tax-Backed","Fixed Income","97,490.92","0.03","97,490.92","90,000.00","452226P80","US452226P801","-","108.06","United States","-","USD","1.41","0.44","1.00","Jun 15, 2023","6.00","1.41","-","0.44","1.41","0.44","USD","Apr 23, 2002","Apr 23, 2002"
"WASHINGTON ST","State Tax-Backed","Fixed Income","97,233.37","0.03","97,233.37","90,000.00","939745SV8","US939745SV85","-","105.29","United States","-","USD","0.98","1.90","1.00","Jul 01, 2023","5.50","0.98","-","1.90","0.98","1.90","USD","Apr 01, 1998","Apr 01, 1998"
"WASHINGTON ST FOR ISSUES DTD P","State Tax-Backed","Fixed Income","96,845.62","0.03","96,845.62","90,000.00","93974DPQ5","US93974DPQ50","-","105.61","United States","-","USD","1.45","0.25","1.00","Jul 01, 2023","4.00","1.45","-","0.25","1.45","0.25","USD","Mar 04, 2015","Mar 04, 2015"
"DELAWARE ST","State Tax-Backed","Fixed Income","96,549.97","0.03","96,549.97","90,000.00","246381MF1","US246381MF15","-","105.19","United States","-","USD","1.05","0.20","1.00","Feb 01, 2023","5.00","1.05","-","0.20","1.05","0.20","USD","Feb 21, 2018","Feb 21, 2018"
"CHICAGO ILL O HARE INTL ARPT R","Transportation","Fixed Income","96,461.65","0.03","96,461.65","90,000.00","167593SH6","US167593SH68","-","104.68","United States","-","USD","0.97","0.31","1.00","Jan 01, 2023","5.00","0.97","-","0.31","0.97","0.31","USD","Oct 15, 2015","Oct 15, 2015"
"VIRGINIA ST CMWLTH TRANSPRTN BRD T","State Tax-Backed","Fixed Income","96,446.37","0.03","96,446.37","90,000.00","927793YQ6","US927793YQ64","-","106.52","United States","-","USD","1.33","0.23","1.00","May 15, 2023","5.00","1.34","-","0.23","1.34","0.23","USD","Feb 24, 2016","Feb 24, 2016"
"LEANDER TEX INDPT SCH DIST","School Districts","Fixed Income","94,437.85","0.03","94,437.85","95,000.00","521841FE1","US521841FE15","-","99.41","United States","-","USD","1.62","0.37","1.00","Aug 15, 2023","0.00","1.62","-","0.37","1.62","0.37","USD","Aug 28, 2014","Aug 01, 2014"
"PHOENIX ARIZ CIVIC IMPT CORP W","Utility","Fixed Income","94,000.28","0.03","94,000.28","85,000.00","71883REF6","US71883REF64","-","107.84","United States","-","USD","1.43","0.26","1.00","Jul 01, 2023","5.50","1.43","-","0.26","1.43","0.26","USD","Aug 01, 2001","Aug 01, 2001"
"VIRGINIA ST PUB SCH AUTH","School Districts","Fixed Income","93,066.85","0.03","93,066.85","85,000.00","92817SU97","US92817SU972","-","107.41","United States","-","USD","1.51","0.31","1.00","Aug 01, 2023","5.00","1.51","-","0.31","1.51","0.31","USD","May 15, 2014","May 15, 2014"
"LEANDER TEX INDPT SCH DIST","School Districts","Fixed Income","93,049.49","0.03","93,049.49","85,000.00","521841TY2","US521841TY23","-","107.58","United States","-","USD","1.55","0.31","1.00","Aug 15, 2023","5.00","1.55","-","0.31","1.55","0.31","USD","Jul 17, 2018","Jun 15, 2018"
"TEXAS ST","State Tax-Backed","Fixed Income","93,022.23","0.03","93,022.23","85,000.00","882724HZ3","US882724HZ32","-","108.19","United States","-","USD","1.68","0.30","1.00","Oct 01, 2023","5.00","1.68","-","0.30","1.68","0.30","USD","Oct 11, 2018","Oct 11, 2018"
"MASSACHUSETTS ST SCH BLDG AUTH","Prerefund/Escrow","Fixed Income","92,989.62","0.03","92,989.62","85,000.00","576000TF0","US576000TF01","-","108.76","United States","-","USD","1.80","0.30","1.00","Nov 15, 2023","5.00","1.80","-","0.30","1.80","0.30","USD","Jan 20, 2016","Jan 20, 2016"
"PURDUE UNIV IND UNIV REVS","Education","Fixed Income","91,452.18","0.03","91,452.18","85,000.00","746189WL9","US746189WL91","-","105.59","United States","-","USD","1.45","0.26","1.00","Jul 01, 2023","4.00","1.45","-","0.26","1.45","0.26","USD","May 11, 2016","May 11, 2016"
"MIAMI-DADE CNTY FLA EXPWY AUTH","Transportation","Fixed Income","91,242.57","0.03","91,242.57","85,000.00","59334KJA7","US59334KJA79","-","105.34","United States","-","USD","1.45","0.42","1.00","Jul 01, 2023","4.00","1.44","-","0.42","1.44","0.42","USD","Jun 19, 2014","Jun 19, 2014"
"MINNESOTA PUB FACS AUTH ST REV","Utility","Fixed Income","91,163.31","0.03","91,163.31","85,000.00","604115CE3","US604115CE37","-","105.58","United States","-","USD","1.13","0.21","1.00","Mar 01, 2023","5.00","1.13","-","0.21","1.13","0.21","USD","Mar 03, 2016","Mar 03, 2016"
"ELK RIVER MINN INDPT SCH DIST","School Districts","Fixed Income","91,157.65","0.03","91,157.65","85,000.00","287425F49","US287425F496","-","105.16","United States","-","USD","1.05","0.23","1.00","Feb 01, 2023","5.00","1.05","-","0.23","1.05","0.23","USD","Nov 16, 2016","Nov 16, 2016"
"PLANO TEX INDPT SCH DIST","School Districts","Fixed Income","91,125.80","0.03","91,125.80","85,000.00","727199WM9","US727199WM98","-","105.32","United States","-","USD","1.09","0.25","1.00","Feb 15, 2023","5.00","1.09","-","0.25","1.09","0.25","USD","Apr 08, 2015","Feb 15, 2015"
"UNIVERSITY HOUSTON TEX UNIV RE","Education","Fixed Income","89,888.84","0.03","89,888.84","85,000.00","9143015H5","US9143015H50","-","104.24","United States","-","USD","1.10","0.22","1.00","Feb 15, 2023","4.00","1.09","-","0.22","1.09","0.22","USD","Nov 18, 2014","Nov 01, 2014"
"ALABAMA ST PUB SCH & COLLEGE A","State Tax-Backed","Fixed Income","88,530.05","0.03","88,530.05","85,000.00","0106085X1","US0106085X10","-","103.90","United States","-","USD","1.39","0.24","1.00","Jun 01, 2023","3.00","1.39","-","0.24","1.39","0.24","USD","Jun 24, 2013","Jun 24, 2013"
"FRISCO TEX INDPT SCH DIST","School Districts","Fixed Income","87,643.63","0.03","87,643.63","80,000.00","35880CTM6","US35880CTM63","-","107.67","United States","-","USD","1.55","0.26","1.00","Aug 15, 2023","5.00","1.55","-","0.26","1.55","0.26","USD","Jun 01, 2016","Jun 01, 2016"
"PLANO TEX","Local Tax-Backed","Fixed Income","87,640.93","0.03","87,640.93","80,000.00","727177VW4","US727177VW44","-","107.88","United States","-","USD","1.60","0.26","1.00","Sep 01, 2023","5.00","1.60","-","0.26","1.60","0.26","USD","May 15, 2018","Apr 15, 2018"
"OREGON ST DEPT TRANSN HWY USER","State Tax-Backed","Fixed Income","87,495.90","0.03","87,495.90","80,000.00","68607DQH1","US68607DQH16","-","108.73","United States","-","USD","1.80","0.32","1.00","Nov 15, 2023","5.00","1.80","-","0.32","1.80","0.32","USD","Oct 16, 2013","Oct 16, 2013"
"VIRGINIA ST RESOURCES AUTH INFRAST","State Tax-Backed","Fixed Income","87,498.58","0.03","87,498.58","80,000.00","92818LQH8","US92818LQH86","-","108.54","United States","-","USD","1.77","0.32","1.00","Nov 01, 2023","5.00","1.76","-","0.32","1.76","0.32","USD","May 28, 2015","May 28, 2015"
"WEST VIRGINIA ST WTR DEV AUTH","Utility","Fixed Income","87,406.53","0.03","87,406.53","80,000.00","956695H52","US956695H524","-","108.42","United States","-","USD","1.76","0.38","1.00","Nov 01, 2023","5.00","1.76","-","0.38","1.76","0.38","USD","Dec 20, 2016","Dec 20, 2016"
"WPPI ENERGY WIS PWR SUPPLY SYS","Utility","Fixed Income","87,302.54","0.03","87,302.54","80,000.00","92937NBR4","US92937NBR44","-","106.63","United States","-","USD","1.43","0.56","1.00","Jul 01, 2023","5.00","1.43","-","0.56","1.43","0.56","USD","Apr 27, 2016","Apr 27, 2016"
"MISSOURI ST ENVIRONMENTAL IMPT","Utility","Fixed Income","85,825.71","0.02","85,825.71","80,000.00","60636UCV9","US60636UCV98","-","104.78","United States","-","USD","0.97","0.21","1.00","Jan 01, 2023","5.00","0.97","-","0.21","0.97","0.21","USD","Dec 22, 2015","Dec 22, 2015"
"FLORIDA ST BRD ED PUB ED","State Tax-Backed","Fixed Income","85,704.22","0.02","85,704.22","80,000.00","34153P7Y8","US34153P7Y82","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Apr 23, 2015","Apr 23, 2015"
"FLORIDA ST BRD ED PUB ED FOR I","State Tax-Backed","Fixed Income","85,704.22","0.02","85,704.22","80,000.00","34153QCF1","US34153QCF19","-","106.71","United States","-","USD","1.38","0.25","1.00","Jun 01, 2023","5.00","1.38","-","0.25","1.38","0.25","USD","Mar 08, 2016","Mar 08, 2016"
"MASSACHUSETTS ST TPK AUTH MET","Transportation","Fixed Income","84,629.09","0.02","84,629.09","85,000.00","576018BD6","US576018BD60","-","99.56","United States","-","USD","1.01","0.44","1.00","Jan 01, 2023","0.00","1.00","-","0.44","1.00","0.44","USD","Oct 02, 1997","Oct 02, 1997"
"MASSACHUSETTS BAY TRANSN AUTH","State Tax-Backed","Fixed Income","82,917.93","0.02","82,917.93","75,000.00","575579GK7","US575579GK77","-","107.81","United States","-","USD","1.43","0.28","1.00","Jul 01, 2023","5.50","1.43","-","0.28","1.43","0.28","USD","Dec 22, 2004","Dec 22, 2004"
"MASSACHUSETTS ST WTR RES AUTH","Utility","Fixed Income","82,515.16","0.02","82,515.16","75,000.00","576049V49","US576049V491","-","107.83","United States","-","USD","1.51","0.29","1.00","Aug 01, 2023","5.25","1.51","-","0.29","1.51","0.29","USD","Feb 01, 2007","Feb 01, 2007"
"GEORGIA ST","State Tax-Backed","Fixed Income","82,230.92","0.02","82,230.92","75,000.00","373385BB8","US373385BB85","-","107.14","United States","-","USD","1.43","0.23","1.00","Jul 01, 2023","5.00","1.43","-","0.23","1.43","0.23","USD","Jul 18, 2017","Jul 18, 2017"
"MARICOPA CNTY ARIZ UNI SCH DIS","School Districts","Fixed Income","82,184.15","0.02","82,184.15","75,000.00","567288QQ1","US567288QQ11","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Apr 10, 2007","Apr 10, 2007"
"PURDUE UNIV IND UNIV REVS","Education","Fixed Income","82,184.15","0.02","82,184.15","75,000.00","746189US6","US746189US62","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Jan 07, 2015","Jan 07, 2015"
"MASSACHUSETTS BAY TRANSN AUTH","State Tax-Backed","Fixed Income","82,172.46","0.02","82,172.46","75,000.00","575579YE1","US575579YE16","-","107.06","United States","-","USD","1.43","0.28","1.00","Jul 01, 2023","5.00","1.43","-","0.28","1.43","0.28","USD","Oct 14, 2015","Oct 14, 2015"
"NORTHSIDE TEX INDPT SCH DIST","School Districts","Fixed Income","82,192.01","0.02","82,192.01","75,000.00","66702RRV6","US66702RRV68","-","107.51","United States","-","USD","1.51","0.25","1.00","Aug 01, 2023","5.00","1.51","-","0.25","1.51","0.25","USD","Aug 01, 2017","Apr 01, 2010"
"SANTA CLARA CALIF UNI SCH DIST","School Districts","Fixed Income","82,184.15","0.02","82,184.15","75,000.00","801495T77","US801495T778","-","107.08","United States","-","USD","1.43","0.27","1.00","Jul 01, 2023","5.00","1.43","-","0.27","1.43","0.27","USD","Jun 12, 2018","Jun 12, 2018"
"ALASKA ST","State Tax-Backed","Fixed Income","82,154.90","0.02","82,154.90","75,000.00","0117703V4","US0117703V45","-","107.46","United States","-","USD","1.51","0.28","1.00","Aug 01, 2023","5.00","1.51","-","0.28","1.51","0.28","USD","Jun 30, 2016","Jun 30, 2016"
"METROPOLITAN WTR DIST SOUTHN C","Utility","Fixed Income","82,150.32","0.02","82,150.32","75,000.00","59266TPB1","US59266TPB16","-","107.87","United States","-","USD","1.60","0.27","1.00","Sep 01, 2023","5.00","1.60","-","0.27","1.60","0.27","USD","Jun 28, 2018","Jun 28, 2018"
"NEW YORK N Y","Local Tax-Backed","Fixed Income","82,142.53","0.02","82,142.53","75,000.00","64966MD55","US64966MD558","-","107.44","United States","-","USD","1.51","0.29","1.00","Aug 01, 2023","5.00","1.51","-","0.29","1.51","0.29","USD","Aug 22, 2018","Aug 22, 2018"
"TRINITY RIVER AUTH TEX REGL WA","Utility","Fixed Income","82,117.81","0.02","82,117.81","75,000.00","89658HTP5","US89658HTP54","-","107.41","United States","-","USD","1.51","0.31","1.00","Aug 01, 2023","5.00","1.51","-","0.31","1.51","0.31","USD","Nov 13, 2014","Nov 01, 2014"
"JORDAN VY WTR CONSERVANCY DIST","Utility","Fixed Income","82,105.88","0.02","82,105.88","75,000.00","480780JE6","US480780JE62","-","108.22","United States","-","USD","1.68","0.28","1.00","Oct 01, 2023","5.00","1.68","-","0.28","1.68","0.28","USD","Dec 27, 2017","Dec 27, 2017"
